"rxnID"	"name"	"reaction"
"rn:R10183"	"UTP:N-acetyl-alpha-D-galactosamine-1-phosphate uridylyltransferase"	"utp + n-acetyl-alpha-d-galactosamine 1-phosphate <=> diphosphate + udp-n-acetyl-d-galactosamine"
"rn:R10184"	"UDP-N,N'-diacetylbacillosamine:tritrans,heptacis-undecaprenyl-phosphate N,N'-diacetylbacillosamine transferase"	"udp-n,n'-diacetylbacillosamine + tritrans,heptacis-undecaprenyl phosphate <=> ump + n,n'-diacetyl-alpha-d-bacillosaminyldiphospho-tritrans,heptacis-undecaprenol"
"rn:R10185"	"ATP:methylphosphonate 5-triphosphoribosyltransferase"	"atp + methylphosphonate <=> alpha-d-ribose 1-methylphosphonate 5-triphosphate + adenine"
"rn:R10186"	"alpha-D-ribose-1-methylphosphonate-5-triphosphate diphosphohydrolase"	"alpha-d-ribose 1-methylphosphonate 5-triphosphate + h2o <=> alpha-d-ribose 1-methylphosphonate 5-phosphate + diphosphate"
"rn:R10187"	"UDP-N,N'-diacetylbacillosamine hydrolase (2-epimerising)"	"udp-n,n'-diacetylbacillosamine + h2o <=> udp + 2,4-diacetamido-2,4,6-trideoxy-d-mannopyranose"
"rn:R10188"	"UDP-N-acetyl-alpha-D-galactosamine:N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans,heptacis-undecaprenol 3-alpha-N-acetyl-D-galactosaminyltransferase"	"udp-n-acetyl-d-galactosamine + n,n'-diacetyl-alpha-d-bacillosaminyldiphospho-tritrans,heptacis-undecaprenol <=> udp + n-acetyl-d-galactosaminyl-alpha-(1->3)-n,n'-diacetyl-alpha-d-bacillosaminyldiphospho-tritrans,heptacis-undecaprenol"
"rn:R10189"	"(2S)-2-hydroxycarboxylate:NAD+ oxidoreductase"	"(s)-2-hydroxyacid + nad(+) <=> 2-oxo acid + nadh + h(+)"
"rn:R10190"	"dTDP-6-deoxy-beta-L-talose:NAD+ 4-oxidoreductase"	"dtdp-6-deoxy-beta-l-talose + nad(+) <=> dtdp-4-dehydro-beta-l-rhamnose + nadh + h(+)"
"rn:R10191"	"2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (methylphosphonate forming)"	"2-hydroxyethylphosphonate + oxygen <=> methylphosphonate + hco3-"
"rn:R10192"	"zeaxanthin:oxygen 15,15'-oxidoreductase (bond-cleaving, cis-isomerizing)"	"zeaxanthin + oxygen <=> (3r)-11-cis-3-hydroxyretinal + (3r)-all-trans-3-hydroxyretinal"
"rn:R10193"	"(+)-larreatricin:oxygen 3'-hydroxylase"	"(+)-larreatricin + oxygen + reduced acceptor <=> (+)-3'-hydroxylarreatricin + acceptor + h2o"
"rn:R10194"	"C30 botryococcene:NADP+ oxidoreductase"	"c30 botryococcene + nadp(+) + diphosphate <=> presqualene diphosphate + nadph + h(+)"
"rn:R10195"	"NONE"	"s-adenosyl-l-methionine + c30 botryococcene <=> s-adenosyl-l-homocysteine + 3-methyl-1,2-didehydro-2,3-dihydrobotryococcene"
"rn:R10196"	"NONE"	"s-adenosyl-l-methionine + 3-methyl-1,2-didehydro-2,3-dihydrobotryococcene <=> s-adenosyl-l-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene"
"rn:R10197"	"NONE"	"s-adenosyl-l-methionine + c30 botryococcene <=> s-adenosyl-l-homocysteine + 20-methyl-21,22-didehydro-20,21-dihydrobotryococcene"
"rn:R10198"	"NONE"	"s-adenosyl-l-methionine + 20-methyl-21,22-didehydro-20,21-dihydrobotryococcene <=> s-adenosyl-l-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene"
"rn:R10199"	"S-adenosyl-L-methionine:botryococcene C-methyltransferase"	"2 s-adenosyl-l-methionine + c30 botryococcene <=> 2 s-adenosyl-l-homocysteine + 3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene"
"rn:R10200"	"acetyl-CoA:fumigaclavine B O-acetyltransferase"	"acetyl-coa + fumigaclavine b <=> coa + fumigaclavine a"
"rn:R10201"	"dimethylallyl-diphosphate:fumigaclavine A dimethylallyltransferase"	"fumigaclavine a + dimethylallyl diphosphate <=> fumigaclavine c + diphosphate"
"rn:R10203"	"NONE"	"dimethyl sulfone + 2 reduced fmn + 2 oxygen <=> methanesulfonic acid + formaldehyde + 2 fmn + 2 h2o"
"rn:R10204"	"alpha-D-ribose-1-methylphosphonate-5-phosphate C-P-lyase (methane forming)"	"alpha-d-ribose 1-methylphosphonate 5-phosphate + s-adenosyl-l-methionine + reduced acceptor <=> alpha-d-ribose 1,2-cyclic phosphate 5-phosphate + methane + l-methionine + 5'-deoxyadenosine + acceptor"
"rn:R10205"	"5-phospho-alpha-D-ribose 1,2-cyclic phosphate 2-phosphohydrolase (alpha-D-ribose 1,5-bisphosphate-forming)"	"alpha-d-ribose 1,2-cyclic phosphate 5-phosphate + h2o <=> d-ribose 1,5-bisphosphate"
"rn:R10206"	"methanesulfonate,FMNH2:oxygen oxidoreductase"	"methanesulfonic acid + reduced fmn + oxygen <=> fmn + sulfite + h2o + formaldehyde"
"rn:R10207"	"2'-deamino-2'-hydroxyparomamine:oxygen 6'-oxidoreductase"	"2'-deamino-2'-hydroxyparomamine + oxygen <=> 2'-deamino-2'-hydroxy-6'-dehydroparomamine + hydrogen peroxide"
"rn:R10208"	"(3R)-3-hydroxyacyl-[acyl-carrier protein] hydro-lyase (trans-2-enoyl-[acyl-carrier protein]-forming)"	"(3r)-3-hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-dehydroacyl-[acyl-carrier protein] + h2o"
"rn:R10209"	"tRNA-guanosine34:7-aminomethyl-7-carbaguanine tRNA-D-ribosyltransferase"	"trna guanine + 7-aminomethyl-7-carbaguanine <=> trna 7-aminomethyl-7-carbaguanine + guanine"
"rn:R10210"	"NONE"	"2-oxoglutaryl-coa + h2o <=> 2-oxoglutarate + coa"
"rn:R10211"	"NONE"	"s-(5-hydroxy-2-furoyl)-coa + h2o <=> 2-oxoglutaryl-coa"
"rn:R10212"	"NONE"	"furfural + h2o + oxygen <=> 2-furoate + hydrogen peroxide"
"rn:R10213"	"NONE"	"2,5-furandicarboxylate <=> 2-furoate + co2"
"rn:R10216"	"NONE"	"5-hydroxymethyl-2-furaldehyde + h2o + oxygen <=> 5-hydroxymethyl-2-furoate + hydrogen peroxide"
"rn:R10217"	"NONE"	"furfural + nadh + h(+) <=> furfuryl alcohol + nad(+)"
"rn:R10218"	"NONE"	"5-hydroxymethyl-2-furaldehyde + nadh + h(+) <=> 5-hydroxymethylfurfuryl alcohol + nad(+)"
"rn:R10219"	"acetyl-CoA decarbonylase / synthase (ACDS)"	"tetrahydrosarcinapterin + acetyl-coa <=> 5-methyl-h4spt + coa + co"
"rn:R10221"	"6-phospho-D-gluconate:NAD+ 2-oxidoreductase (decarboxylating)"	"6-phospho-d-gluconate + nad(+) <=> d-ribulose 5-phosphate + co2 + nadh + h(+)"
"rn:R10222"	"(R)-2-hydroxycarboxylate:NAD+ oxidoreductase"	"(r)-2-hydroxyacid + nad(+) <=> 2-oxo acid + nadh + h(+)"
"rn:R10223"	"tRNA(adenine34) aminohydrolase"	"trna adenine + h2o <=> trna hypoxanthine + ammonia"
"rn:R10224"	"norsolorinic acid anthrone:oxygen 9-oxidoreductase (norsolorinic acid-forming)"	"norsolorinic acid anthrone + oxygen <=> norsolorinic acid + h2o"
"rn:R10225"	"(+)-lariciresinol:NADP+ oxidoreductase"	"lariciresinol + nadp(+) <=> (+)-pinoresinol + nadph + h(+)"
"rn:R10226"	"(-)-secoisolariciresinol:NADP+ oxidoreductase"	"secoisolariciresinol + nadp(+) <=> lariciresinol + nadph + h(+)"
"rn:R10227"	"(-)-lariciresinol:NADP+ oxidoreductase"	"(-)-lariciresinol + nadp(+) <=> (-)-pinoresinol + nadph + h(+)"
"rn:R10228"	"(+)-secoisolariciresinol:NADPH+ oxidoreductase"	"(+)-secoisolariciresinol + nadp(+) <=> (-)-lariciresinol + nadph + h(+)"
"rn:R10229"	"agroclavine:NADP+ oxidoreductase"	"agroclavine + nadp(+) <=> 6,8-dimethyl-6,7,8,9-tetradehydroergoline + nadph + h(+)"
"rn:R10230"	"hydroxylamine:oxygen oxidoreductase"	"hydroxylamine + oxygen <=> nitrite + h2o + h(+)"
"rn:R10231"	"tRNA(Ala)-adenine37 aminohydrolase"	"trna(ala) adenine + h2o <=> trna(ala) hypoxanthine + ammonia"
"rn:R10232"	"tRNA(cytosine8) aminohydrolase"	"trna cytosine + h2o <=> trna uridine + ammonia"
"rn:R10233"	"4-coumaroyl-CoA:malonyl-CoA 4-coumaryltransferase (bisdemethoxycurcumin-forming)"	"2 p-coumaroyl-coa + malonyl-coa + h2o <=> 3 coa + bisdemethoxycurcumin + 2 co2"
"rn:R10234"	"4-coumaroyl-CoA:malonyl-CoA 4-coumaryltransferase (4-hydroxybenzalacetone-forming)"	"p-coumaroyl-coa + malonyl-coa + h2o <=> 2 coa + 4-hydroxycinnamoylmethane + 2 co2"
"rn:R10235"	"deoxyinosine diphosphate phosphatase"	"didp + h2o <=> 2'-deoxyinosine 5'-phosphate + orthophosphate"
"rn:R10236"	"1-O-(4-hydroxycinnamoyl)-beta-D-glucose:cyanidin 3-O-(6-O-beta-D-glucosyl-2-O-beta-D-xylosyl-beta-D-galactoside) 6'''-O-(4-hydroxycinnamoyl)transferase"	"p-coumaroyl-d-glucose + cyanidin 3-o-(6''-glucosyl-2''-xylosylgalactoside) <=> beta-d-glucose + cyanidin 3-o-[6-o-(6-o-4-hydroxycinnamoyl-beta-d-glucosyl)-2-o-beta-d-xylosyl-beta-d-galactoside]"
"rn:R10237"	"4-hydroxycinnamoyl-CoA:anthocyanin-3-O-glucoside 6''-O-acyltransferase"	"p-coumaroyl-coa + anthocyanidin 3-o-beta-d-glucoside <=> coa + anthocyanidin 3-o-[6-o-(4-hydroxycinnamoyl)-beta-d-glucoside]"
"rn:R10238"	"malonyl-CoA:malonyl-CoA malonyltransferase (5,7-dihydroxy-2-methyl-4H-chromen-4-one-forming)"	"5 malonyl-coa <=> 5 coa + 5,7-dihydroxy-2-methyl-4h-chromen-4-one + 5 co2 + h2o"
"rn:R10239"	"malonyl-CoA:hexanoate malonyltransferase (norsolorinic acid anthrone-forming)"	"7 malonyl-coa + hexanoyl-[acp] <=> 7 coa + norsolorinic acid anthrone + acyl-carrier protein + 7 co2 + 2 h2o"
"rn:R10240"	"UDP-alpha-D-galactose:cyanidin 3-O-galactosyltransferase"	"udp-alpha-d-galactose + cyanidin <=> udp + cyanidin 3-o-galactoside"
"rn:R10241"	"(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (sclareol forming); copal-8-ol-diphosphate diphosphate-lyase (sclareol-forming)"	"copal-8-ol diphosphate + h2o <=> sclareol + diphosphate"
"rn:R10242"	"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase"	"5alpha-androstane-3,17-dione + nadp(+) <=> androstenedione + nadph + h(+)"
"rn:R10243"	"NONE"	"tetrahydrofolate + acetyl-coa <=> 5-methyltetrahydrofolate + coa + co"
"rn:R10244"	"purine-deoxynucleoside:phosphate ribosyltransferase"	"purine deoxyribonucleoside + orthophosphate <=> purine + 2-deoxy-d-ribose 1-phosphate"
"rn:R10245"	"NONE"	"iminoglycine + h2o <=> glyoxylate + ammonia"
"rn:R10246"	"L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)"	"l-tyrosine + s-adenosyl-l-methionine + reduced acceptor <=> iminoglycine + 4-cresol + 5'-deoxyadenosine + l-methionine + acceptor"
"rn:R10247"	"1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"	"1-deoxy-d-xylulose 5-phosphate + iminoglycine + thiocarboxy-[sulfur-carrier protein] <=> 2-[(2r,5z)-2-carboxy-4-methylthiazol-5(2h)-ylidene]ethyl phosphate + sulfur-carrier protein + 2 h2o"
"rn:R10248"	"eugenol:NADP+ oxidoreductase (coniferyl ester reducing)"	"coniferyl acetate + nadph + h(+) <=> eugenol + nadp(+) + acetate"
"rn:R10249"	"chavicol:NADP+ oxidoreductase"	"coumaryl acetate + nadph + h(+) <=> chavicol + nadp(+) + acetate"
"rn:R10250"	"S-adenosyl-L-methionine:eugenol O-methyltransferase"	"eugenol + s-adenosyl-l-methionine <=> methyleugenol + s-adenosyl-l-homocysteine"
"rn:R10251"	"S-adenosyl-L-methionine:chavicol O-methyltransferase"	"chavicol + s-adenosyl-l-methionine <=> estragole + s-adenosyl-l-homocysteine"
"rn:R10252"	"S-adenosyl-L-methionine:trans-anol O-methyltransferase"	"isochavicol + s-adenosyl-l-methionine <=> anethole + s-adenosyl-l-homocysteine"
"rn:R10253"	"NONE"	"coniferyl alcohol + acetyl-coa <=> coniferyl acetate + coa"
"rn:R10254"	"NONE"	"4-coumaryl alcohol + acetyl-coa <=> coumaryl acetate + coa"
"rn:R10255"	"CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol:L-serine 2,3-bis-O-(geranylgeranyl)-sn-glycerol phosphotransferase"	"cdp-2,3-bis-o-(geranylgeranyl)-sn-glycerol + l-serine <=> cmp + 2,3-bis-o-(geranylgeranyl)-sn-glycero-1-phospho-l-serine"
"rn:R10256"	"UDP-alpha-D-xylose:anthocyanidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"	"udp-d-xylose + anthocyanidin 3-o-beta-d-glucoside <=> udp + anthocyanidin 3-o-beta-d-sambubioside"
"rn:R10257"	"UDP-alpha-D-xylose:cyanidin-3-O-beta-D-galactoside 2''-O-xylosyltransferase"	"udp-d-xylose + cyanidin 3-o-galactoside <=> udp + cyanidin 3-o-(beta-d-xylosyl-(1->2)-beta-d-galactoside)"
"rn:R10258"	"quercetin,NADPH:oxygen oxidoreductase"	"quercetin + nadph + h(+) + oxygen <=> myricetin + nadp(+) + h2o"
"rn:R10259"	"1-O-vanilloyl-beta-D-glucose:cyanidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"	"1-o-vanilloyl-beta-d-glucose + chrysanthemin <=> vanillate + cyanidin 3,7-di-o-beta-d-glucoside"
"rn:R10260"	"luteolin,NADPH:oxygen oxidoreductase"	"luteolin + nadph + h(+) + oxygen <=> tricetin + nadp(+) + h2o"
"rn:R10261"	"1-O-sinapoyl-beta-D-glucose:cyanidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"	"1-o-sinapoyl-beta-d-glucose + chrysanthemin <=> sinapate + cyanin"
"rn:R10262"	"UDP-alpha-D-glucose:anthocyanidin-3-O-beta-D-glucoside 5-O-glucosyltransferase"	"udp-glucose + anthocyanidin 3-o-beta-d-glucoside <=> udp + anthocyanidin-3,5-diglucoside"
"rn:R10263"	"UDP-alpha-D-glucose:anthocyanidin-3-O-glucoside 2''-O-glucosyltransferase"	"udp-glucose + anthocyanidin 3-o-beta-d-glucoside <=> udp + anthocyanidin 3-o-sophoroside"
"rn:R10264"	"UDP-alpha-D-glucose:anthocyanidin-3-O-[3-O-(4-coumaroyl)-alpha-L-rhamnosyl-(1->6)-beta-D-glucoside] 5-O-beta-D-glucosyltransferase"	"udp-glucose + anthocyanidin 3-o-[2-o-(4-coumaroyl)-alpha-l-rhamnosyl-(1->6)-beta-d-glucoside] <=> udp + anthocyanidin 3-o-[2-o-(4-coumaroyl)-alpha-l-rhamnosyl-(1->6)-beta-d-glucoside] 5-o-beta-d-glucoside"
"rn:R10265"	"UDP-alpha-D-glucose:anthocyanidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"	"udp-glucose + anthocyanidin 3-o-beta-d-sambubioside <=> udp + anthocyanidin 5-o-beta-d-glucoside 3-o-beta-d-sambubioside"
"rn:R10266"	"UDP-N-acetyl-alpha-D-glucosamine hydro-lyase"	"udp-n-acetyl-alpha-d-glucosamine <=> udp-2-acetamido-4-dehydro-2,6-dideoxyglucose + h2o"
"rn:R10267"	"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ADP-hydrolysing; NADH-forming)"	"adp + (6s)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide <=> amp + orthophosphate + nadh"
"rn:R10268"	"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate hydro-lyase (ADP-hydrolysing; NADPH-forming)"	"adp + (6s)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate <=> amp + orthophosphate + nadph"
"rn:R10269"	"NONE"	"sporulenol <=> tetraprenyl-beta-curcumene + h2o"
"rn:R10270"	"(5R)-5-phosphooxy-L-lysine phosphate-lyase (deaminating; (S)-2-amino-6-oxohexanoate-forming)"	"5-phosphooxy-l-lysine + h2o <=> l-2-aminoadipate 6-semialdehyde + ammonia + orthophosphate"
"rn:R10271"	"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, Delta6-protoilludene-forming)"	"trans,trans-farnesyl diphosphate <=> delta6-protoilludene + diphosphate"
"rn:R10272"	"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (-)-alpha-isocomene-forming)"	"trans,trans-farnesyl diphosphate <=> (-)-alpha-isocomene + diphosphate"
"rn:R10273"	"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (E)-2-epi-beta-caryophyllene-forming)"	"trans,trans-farnesyl diphosphate <=> (e)-2-epi-beta-caryophyllene + diphosphate"
"rn:R10274"	"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-epi-alpha-bisabolol-forming)"	"trans,trans-farnesyl diphosphate + h2o <=> (+)-epi-alpha-bisabolol + diphosphate"
"rn:R10275"	"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, valerena-4,7(11)-diene-forming)"	"trans,trans-farnesyl diphosphate <=> valerena-4,7(11)-diene + diphosphate"
"rn:R10276"	"(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate diphosphate-lyase (cis-abienol forming); copal-8-ol-diphosphate diphosphate-lyase (cis-abienol forming)"	"copal-8-ol diphosphate <=> cis-abienol + diphosphate"
"rn:R10277"	"L-lysine ammonia-lyase (cyclizing; ammonia-forming)"	"l-lysine <=> l-pipecolate + ammonia"
"rn:R10278"	"3,5,7-trioxododecanoyl-CoA CoA-lyase (2,4-dihydroxy-6-pentylbenzoate-forming)"	"3,5,7-trioxododecanoyl-coa <=> coa + 2,4-dihydroxy-6-pentylbenzoate"
"rn:R10279"	"dTDP-6-deoxy-beta-L-talose 4-epimerase"	"dtdp-6-deoxy-beta-l-talose <=> dtdp-l-rhamnose"
"rn:R10280"	"(6R)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide 6-epimerase"	"(6r)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide <=> (6s)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide"
"rn:R10281"	"(6R)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate 6-epimerase"	"(6r)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate <=> (6s)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate"
"rn:R10282"	"beta-carotene 9-cis-all-trans isomerase"	"beta-carotene <=> 9-cis-beta-carotene"
"rn:R10283"	"(4S)-4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)"	"(4s)-4-hydroxy-2-oxoglutarate <=> pyruvate + glyoxylate"
"rn:R10284"	"(2Z,6Z)-farnesyl-diphosphate diphosphate-lyase (cyclizing; 7-epizingiberene-forming)"	"(2z,6z)-farnesyl diphosphate <=> 7-epizingiberene + diphosphate"
"rn:R10285"	"choline trimethylamine-lyase (acetaldehyde-forming)"	"choline <=> trimethylamine + acetaldehyde + h(+)"
"rn:R10286"	"L-phenylalanine 2,3-aminomutase [(R)-3-amino-3-phenylpropanoate forming]"	"l-phenylalanine <=> l-beta-phenylalanine"
"rn:R10287"	"L-phenylalanine 2,3-aminomutase [(S)-3-amino-3-phenylpropanoate]"	"l-phenylalanine <=> d-beta-phenylalanine"
"rn:R10288"	"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate hydro-lyase (ATP-hydrolysing; NADPH-forming)"	"atp + (6s)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate <=> adp + orthophosphate + nadph"
"rn:R10289"	"isochavicol:NADP+ oxidoreductase"	"coumaryl acetate + nadph + h(+) <=> isochavicol + acetate + nadp(+)"
"rn:R10290"	"UDP-alpha-D-xylose:pelargonidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"	"pelargonidin 3-o-glucoside + udp-d-xylose <=> pelargonidin 3-o-beta-d-sambubioside + udp"
"rn:R10291"	"UDP-alpha-D-xylose:cyanidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"	"chrysanthemin + udp-d-xylose <=> cyanidin 3-o-beta-d-sambubioside + udp"
"rn:R10292"	"UDP-alpha-D-xylose:delphinidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"	"delphinidin 3-o-glucoside + udp-d-xylose <=> delphinidin 3-o-beta-d-sambubioside + udp"
"rn:R10293"	"UDP-alpha-D-glucose:pelargonidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"	"pelargonidin 3-o-beta-d-sambubioside + udp-glucose <=> pelargonidin 5-o-beta-d-glucoside 3-o-beta-d-sambubioside + udp"
"rn:R10294"	"UDP-alpha-D-glucose:cyanidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"	"cyanidin 3-o-beta-d-sambubioside + udp-glucose <=> cyanidin 5-o-beta-d-glucoside 3-o-beta-d-sambubioside + udp"
"rn:R10295"	"UDP-alpha-D-glucose:delphinidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"	"delphinidin 3-o-beta-d-sambubioside + udp-glucose <=> delphinidin 5-o-beta-d-glucoside 3-o-beta-d-sambubioside + udp"
"rn:R10296"	"1-O-vanilloyl-beta-D-glucose:pelargonidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"	"1-o-vanilloyl-beta-d-glucose + pelargonidin 3-o-glucoside <=> vanillate + pelargonidin 3,7-di-o-beta-d-glucoside"
"rn:R10297"	"1-O-vanilloyl-beta-D-glucose:delphinidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"	"1-o-vanilloyl-beta-d-glucose + delphinidin 3-o-glucoside <=> vanillate + delphinidin 3,7-di-o-beta-d-glucoside"
"rn:R10298"	"1-O-sinapoyl-beta-D-glucose:pelargonidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"	"pelargonidin 3-o-glucoside + 1-o-sinapoyl-beta-d-glucose <=> pelargonin + sinapate"
"rn:R10299"	"1-O-sinapoyl-beta-D-glucose:delphinidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"	"delphinidin 3-o-glucoside + 1-o-sinapoyl-beta-d-glucose <=> delphin + sinapate"
"rn:R10301"	"S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase"	"s-(hydroxymethyl)mycothiol + nad(+) + h2o <=> formate + mycothiol + nadh + h(+)"
"rn:R10302"	"NONE"	"formaldehyde + mycothiol <=> s-(hydroxymethyl)mycothiol"
"rn:R10303"	"dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose:lipid II 4-acetamido-4,6-dideoxy-D-galactosyltransferase"	"n-acetyl-beta-d-mannosaminuronosyl-(1->4)-n-acetyl-alpha-d-glucosaminyl-diphospho-ditrans,octacis-undecaprenol + dtdp-4-acetamido-4,6-dideoxy-alpha-d-galactose <=> 4-acetamido-4,6-dideoxy-alpha-d-galactosyl-(1->4)-n-acetyl-beta-d-mannosaminuronosyl-(1->4)-n-acetyl-alpha-d-glucosaminyl-diphospho-ditrans,octacis-undecaprenol + dtdp"
"rn:R10304"	"phosphoenolpyruvate:2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose 1-(2-carboxy-2-oxoethyl)transferase"	"2,4-diacetamido-2,4,6-trideoxy-d-mannopyranose + phosphoenolpyruvate + h2o <=> n,n'-diacetyllegionaminate + orthophosphate"
"rn:R10305"	"O3-acetyl-L-serine:L-homocysteine S-(2-amino-2-carboxyethyl)transferase"	"o-acetyl-l-serine + l-homocysteine <=> l-cystathionine + acetate"
"rn:R10306"	"S-adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine-[translation elongation factor 2] methyltransferase"	"3 s-adenosyl-l-methionine + peptide 2-(3-carboxy-3-aminopropyl)-l-histidine <=> 3 s-adenosyl-l-homocysteine + peptide diphthine"
"rn:R10307"	"S-adenosyl-L-methionine:dihydrosterigmatocystin 8-O-methyltransferase"	"s-adenosyl-l-methionine + dihydrosterigmatocystin <=> s-adenosyl-l-homocysteine + dihydro-o-methylsterigmatocystin"
"rn:R10308"	"geraniol:NAD+ oxidoreductase"	"geraniol + nad(+) <=> geranial + nadh + h(+)"
"rn:R10309"	"(1'S)-averantin:NADP+ oxidoreductase"	"(1's)-averantin + nadp(+) <=> norsolorinic acid + nadph + h(+)"
"rn:R10310"	"(1'S,5'S)-hydroxyaverantin:NAD+ oxidoreductase"	"(1's,5's)-5'-hydroxyaverantin + nad(+) <=> 5'-oxoaverantin + nadh + h(+)"
"rn:R10311"	"(1'S,5'R)-hydroxyaverantin:NAD+ oxidoreductase"	"(1's,5'r)-5'-hydroxyaverantin + nad(+) <=> 5'-oxoaverantin + nadh + h(+)"
"rn:R10312"	"kanamycin-B,2-oxoglutarate:oxygen oxidoreductase (deaminating, 2'-hydroxylating)"	"kanamycin b + 2-oxoglutarate + oxygen <=> 2'-dehydrokanamycin a + succinate + ammonia + co2"
"rn:R10313"	"11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"	"11-oxo-beta-amyrin + oxygen + nadph + h(+) <=> 30-hydroxy-11-oxo-beta-amyrin + nadp(+) + h2o"
"rn:R10314"	"30-hydroxy-11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"	"30-hydroxy-11-oxo-beta-amyrin + oxygen + nadph + h(+) <=> glycyrrhetaldehyde + nadp(+) + 2 h2o"
"rn:R10315"	"glycyrrhetaldehyde,NADPH:oxygen oxidoreductase (30-hydroxylating)"	"glycyrrhetaldehyde + oxygen + nadph + h(+) <=> glycyrrhetinate + nadp(+) + h2o"
"rn:R10316"	"11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"	"11-oxo-beta-amyrin + 3 oxygen + 3 nadph + 3 h(+) <=> glycyrrhetinate + 3 nadp(+) + 4 h2o"
"rn:R10317"	"(1'S)-averantin,NADPH:O2 oxidoreductase (5'-hydroxylating)"	"(1's)-averantin + oxygen + nadph + h(+) <=> (1's,5's)-5'-hydroxyaverantin + nadp(+) + h2o"
"rn:R10318"	"(1'S)-averantin,NADPH:O2 oxidoreductase (5'-hydroxylating)"	"(1's)-averantin + nadph + h(+) + oxygen <=> (1's,5'r)-5'-hydroxyaverantin + nadp(+) + h2o"
"rn:R10319"	"8-O-methylsterigmatocystin,NADPH:O2 oxidoreductase (aflatoxin-B forming)"	"o-methylsterigmatocystin + 2 nadph + 2 h(+) + 2 oxygen <=> aflatoxin b1 + 2 nadp(+) + h2o + methanol + co2"
