"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R07497"	"6269-YMR202W"	"Fecosterol <=> Episterol"	"NONE"	"K09829"	"path:map00100;path:map01100;path:map01130"	"sce00100  Steroid biosynthesis;sce01100  Metabolic pathways;sce01130  Biosynthesis of antibiotics"	"rhea:33435"	"NA"	NA	"MNXR96432"	"1 `24-methylene-5alpha-cholest-8-en-3beta-ol` = 1 `episterol`"	"true"	"1 MNXM1741@MNXD1 = 1 MNXM52365@MNXD1"	"24-methylene-5alpha-cholest-8-en-3beta-ol => episterol;episterol => 24-methylene-5alpha-cholest-8-en-3beta-ol"	"yes"
"R00742"	"6274-YMR207C;6734-YNR016C"	" ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA"	"acetyl-CoA:carbon-dioxide ligase (ADP-forming)"	"K11262"	"path:map00061;path:map00254;path:map00620;path:map00640;path:map01100;path:map01110;path:map01120;path:map01130;path:map01212;path:map04152;path:map04910;path:map04922"	"sce00061  Fatty acid biosynthesis;sce00254  Aflatoxin biosynthesis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04152  AMPK signaling pathway;sce04910  Insulin signaling pathway;sce04922  Glucagon signaling pathway"	"rhea:11308"	"NA"	NA	"MNXR95219"	"1 `H(+)` + 1 `malonyl-CoA` + 1 `ADP` + 1 `phosphate` = 1 `acetyl-CoA` + 1 `ATP` + 1 `hydrogencarbonate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM40@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM21@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM60@MNXD1"	"acetyl-CoA + ATP + hydrogencarbonate => ADP + H(+) + malonyl-CoA + phosphate;ADP + H(+) + malonyl-CoA + phosphate => acetyl-CoA + ATP + hydrogencarbonate"	"yes"
"R04385"	"6274-YMR207C;6734-YNR016C"	" ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate + Carboxybiotin-carboxyl-carrier protein"	"biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)"	"K11262"	"path:map00061;path:map00254;path:map00620;path:map00640;path:map01100;path:map01110;path:map01120;path:map01130;path:map01212;path:map04152;path:map04910;path:map04922"	"sce00061  Fatty acid biosynthesis;sce00254  Aflatoxin biosynthesis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04152  AMPK signaling pathway;sce04910  Insulin signaling pathway;sce04922  Glucagon signaling pathway"	"rhea:13501"	"NA"	NA	"MNXR125732"	"1 `biotinyl-L-lysine residue` + 1 `ATP` + 1 `hydrogencarbonate` = 1 `H(+)` + 1 `carboxybiotinyl-L-lysine residue` + 1 `ADP` + 1 `phosphate`"	"true"	"1 MNXM145588@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM60@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM145758@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1"	"[carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + ATP + hydrogencarbonate => [carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + ADP + H(+) + phosphate;[carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + ADP + H(+) + phosphate => [carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + ATP + hydrogencarbonate"	"yes"
"R04386"	"6274-YMR207C;6734-YNR016C"	" Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA + Holo-[carboxylase]"	"carboxybiotin-carboxyl-carrier-protein:acetyl-CoA carboxytransferase"	"K11262"	"path:map00061;path:map00254;path:map00620;path:map00640;path:map01100;path:map01110;path:map01120;path:map01130;path:map01212;path:map04152;path:map04910;path:map04922"	"sce00061  Fatty acid biosynthesis;sce00254  Aflatoxin biosynthesis;sce00620  Pyruvate metabolism;sce00640  Propanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01212  Fatty acid metabolism;sce04152  AMPK signaling pathway;sce04910  Insulin signaling pathway;sce04922  Glucagon signaling pathway"	"rhea:54728"	"NA"	NA	NA	"[carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + acetyl-CoA => [carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + malonyl-CoA;[carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + malonyl-CoA => [carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + acetyl-CoA"	"true"	NA	"[carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + acetyl-CoA => [carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + malonyl-CoA;[carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + malonyl-CoA => [carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + acetyl-CoA"	"yes"
"R02245"	"6275-YMR208W"	" ATP + (R)-Mevalonate <=> ADP + (R)-5-Phosphomevalonate"	"ATP:(R)-mevalonate 5-phosphotransferase"	"K00869"	"path:map00900;path:map01100;path:map01110;path:map01130;path:map04146"	"sce00900  Terpenoid backbone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce04146  Peroxisome"	"rhea:17065"	"NA"	NA	"MNXR101495"	"1 `H(+)` + 1 `(R)-5-phosphomevalonate` + 1 `ADP` = 1 `ATP` + 1 `(R)-mevalonate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM567@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM333@MNXD1"	"(R)-mevalonate + ATP => (R)-5-phosphomevalonate + ADP + H(+);(R)-5-phosphomevalonate + ADP + H(+) => (R)-mevalonate + ATP"	"yes"
"R01230"	"6284-YMR217W"	" ATP + Xanthosine 5'-phosphate + Ammonia <=> AMP + Diphosphate + GMP"	"Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)"	"K01951"	"path:map00230;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"	"rhea:18301"	"NA"	NA	"MNXR100383"	"1 `NH4(+)` + 1 `XMP` + 1 `ATP` = 2 `H(+)` + 1 `diphosphate` + 1 `GMP` + 1 `AMP`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM298@MNXD1 + 1 MNXM3@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM113@MNXD1 + 1 MNXM14@MNXD1"	"ATP + NH4(+) + XMP => AMP + diphosphate + GMP + 2 H(+);AMP + diphosphate + GMP + 2 H(+) => ATP + NH4(+) + XMP"	"yes"
"R01231"	"6284-YMR217W"	" ATP + Xanthosine 5'-phosphate + L-Glutamine + H2O <=> AMP + Diphosphate + GMP + L-Glutamate"	"Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)"	"K01951"	"path:map00230;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"	"rhea:11680"	"NA"	NA	"MNXR100384"	"2 `H(+)` + 1 `diphosphate` + 1 `GMP` + 1 `AMP` + 1 `L-glutamate` = 1 `H2O` + 1 `XMP` + 1 `ATP` + 1 `L-glutamine`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM113@MNXD1 + 1 MNXM14@MNXD1 + 1 MNXM89557@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM298@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM37@MNXD1"	"L-glutamine + ATP + H2O + XMP => L-glutamate + AMP + diphosphate + GMP + 2 H(+);L-glutamate + AMP + diphosphate + GMP + 2 H(+) => L-glutamine + ATP + H2O + XMP"	"yes"
"R03245"	"6287-YMR220W"	" ATP + (R)-5-Phosphomevalonate <=> ADP + (R)-5-Diphosphomevalonate"	"ATP:(R)-5-phosphomevalonate phosphotransferase"	"K00938"	"path:map00900;path:map01100;path:map01110;path:map01130"	"sce00900  Terpenoid backbone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:16341"	"NA"	NA	"MNXR103043"	"1 `ATP` + 1 `(R)-5-phosphomevalonate` = 1 `(R)-5-diphosphomevalonate` + 1 `ADP`"	"true"	"1 MNXM3@MNXD1 + 1 MNXM567@MNXD1 = 1 MNXM689@MNXD1 + 1 MNXM7@MNXD1"	"(R)-5-phosphomevalonate + ATP => (R)-5-diphosphomevalonate + ADP;(R)-5-diphosphomevalonate + ADP => (R)-5-phosphomevalonate + ATP"	"yes"
"R10851"	"6293-YMR226C"	" L-Allothreonine + NADP+ <=> L-2-Amino-3-oxobutanoic acid + NADPH + H+"	"L-allo-threonine:NADP+ 3-oxidoreductase"	"K16066"	"path:map00240;path:map00260;path:map01100"	"sce00240  Pyrimidine metabolism;sce00260  Glycine, serine and threonine metabolism;sce01100  Metabolic pathways"	"rhea:30055"	"NA"	NA	"MNXR96121"	"1 `H(+)` + 1 `(2S)-2-amino-3-oxobutanoate` + 1 `NADPH` = 1 `L-allo-threonine` + 1 `NADP(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM114087@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM2125@MNXD1 + 1 MNXM5@MNXD1"	"L-allo-threonine + NADP(+) => (2S)-2-amino-3-oxobutanoate + H(+) + NADPH;(2S)-2-amino-3-oxobutanoate + H(+) + NADPH => L-allo-threonine + NADP(+)"	"yes"
"R10852"	"6293-YMR226C"	" L-Allothreonine + NADP+ <=> Aminoacetone + CO2 + NADPH + H+"	"L-allo-threonine:NADP+ 3-oxidoreductase (decarboxylating)"	"K16066"	"path:map00240;path:map00260;path:map01100"	"sce00240  Pyrimidine metabolism;sce00260  Glycine, serine and threonine metabolism;sce01100  Metabolic pathways"	"rhea:43524"	"NA"	NA	"MNXR114166"	"1 `aminoacetone` + 1 `CO2` + 1 `NADPH` = 1 `L-allo-threonine` + 1 `NADP(+)`"	"true"	"1 MNXM1106@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM2125@MNXD1 + 1 MNXM5@MNXD1"	"L-allo-threonine + NADP(+) => aminoacetone + CO2 + NADPH;aminoacetone + CO2 + NADPH => L-allo-threonine + NADP(+)"	"yes"
"R00261"	"6318-YMR250W"	" L-Glutamate <=> 4-Aminobutanoate + CO2"	"L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)"	"K01580"	"path:map00250;path:map00410;path:map00430;path:map00650;path:map01100;path:map01110;path:map01120;path:map02024;path:map04727;path:map04940"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00410  beta-Alanine metabolism;sce00430  Taurine and hypotaurine metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce02024  Quorum sensing;sce04727  GABAergic synapse;sce04940  Type I diabetes mellitus"	"rhea:17785"	"NA"	NA	"MNXR95942"	"1 `CO2` + 1 `4-aminobutanoate` = 1 `H(+)` + 1 `L-glutamate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM192@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM89557@MNXD1"	"L-glutamate + H(+) => 4-aminobutanoate + CO2;4-aminobutanoate + CO2 => L-glutamate + H(+)"	"yes"
"R00489"	"6318-YMR250W"	" L-Aspartate <=> beta-Alanine + CO2"	"L-aspartate 1-carboxy-lyase (beta-alanine-forming)"	"K01580"	"path:map00250;path:map00410;path:map00430;path:map00650;path:map01100;path:map01110;path:map01120;path:map02024;path:map04727;path:map04940"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00410  beta-Alanine metabolism;sce00430  Taurine and hypotaurine metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce02024  Quorum sensing;sce04727  GABAergic synapse;sce04940  Type I diabetes mellitus"	"rhea:19497"	"NA"	NA	"MNXR96077"	"1 `CO2` + 1 `beta-alanine` = 1 `H(+)` + 1 `L-aspartate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM144@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM42@MNXD1"	"L-aspartate + H(+) => beta-alanine + CO2;beta-alanine + CO2 => L-aspartate + H(+)"	"yes"
"R01682"	"6318-YMR250W"	" L-Cysteate <=> Taurine + CO2"	"3-Sulfo-L-alanine carboxy-lyase (taurine-forming)"	"K01580"	"path:map00250;path:map00410;path:map00430;path:map00650;path:map01100;path:map01110;path:map01120;path:map02024;path:map04727;path:map04940"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00410  beta-Alanine metabolism;sce00430  Taurine and hypotaurine metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce02024  Quorum sensing;sce04727  GABAergic synapse;sce04940  Type I diabetes mellitus"	"rhea:25221"	"NA"	NA	"MNXR101032"	"1 `CO2` + 1 `taurine` = 1 `H(+)` + 1 `L-cysteate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM282@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM713@MNXD1"	"L-cysteate + H(+) => CO2 + taurine;CO2 + taurine => L-cysteate + H(+)"	"yes"
"R02466"	"6318-YMR250W"	" 3-Sulfino-L-alanine <=> Hypotaurine + CO2"	"3-sulfino-L-alanine carboxy-lyase"	"K01580"	"path:map00250;path:map00410;path:map00430;path:map00650;path:map01100;path:map01110;path:map01120;path:map02024;path:map04727;path:map04940"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00410  beta-Alanine metabolism;sce00430  Taurine and hypotaurine metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce02024  Quorum sensing;sce04727  GABAergic synapse;sce04940  Type I diabetes mellitus"	"rhea:16877"	"NA"	NA	"MNXR107527"	"1 `CO2` + 1 `hypotaurine` = 1 `H(+)` + 1 `3-sulfino-L-alanine`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM726@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM498@MNXD1"	"3-sulfino-L-alanine + H(+) => CO2 + hypotaurine;CO2 + hypotaurine => 3-sulfino-L-alanine + H(+)"	"yes"
"R05917"	"6351-YMR281W"	"G00143 + H2O <=> G00144 + Acetate"	"NONE"	"K03434"	"path:map00563;path:map01100"	"sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR109941"	"MNXR109941"	"1 `acetate` + 1 `G00144` = 1 `H2O` + 1 `G00143`"	"NA"	"1 MNXM26@MNXD1 + 1 MNXM7902@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM9315@MNXD1"	NA	"not sure"
"R05553"	"6359-YMR289W"	" 4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate"	"4-amino-4-deoxychorismate pyruvate-lyase"	"K02619"	"path:map00790"	"sce00790  Folate biosynthesis"	"rhea:16201"	"NA"	NA	"MNXR95436"	"1 `4-amino-4-deoxychorismate(1-)` = 1 `H(+)` + 1 `pyruvate` + 1 `4-aminobenzoate`"	"true"	"1 MNXM1458@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM23@MNXD1 + 1 MNXM421@MNXD1"	"4-amino-4-deoxychorismate => 4-aminobenzoate + H(+) + pyruvate;4-aminobenzoate + H(+) + pyruvate => 4-amino-4-deoxychorismate"	"yes"
"R01072"	"6371-YMR300C"	" 5-Phosphoribosylamine + Diphosphate + L-Glutamate <=> L-Glutamine + 5-Phospho-alpha-D-ribose 1-diphosphate + H2O"	"5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)"	"K00764"	"path:map00230;path:map00250;path:map01100;path:map01110;path:map01130"	"sce00230  Purine metabolism;sce00250  Alanine, aspartate and glutamate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:14905"	"NA"	NA	"MNXR100287"	"1 `diphosphate` + 1 `L-glutamate` + 1 `5-phospho-beta-D-ribosylaminium(1-)` = 1 `H2O` + 1 `L-glutamine` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM89557@MNXD1 + 1 MNXM90003@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM91@MNXD1"	"5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate => 5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O;5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O => 5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate"	"yes"
"R00132"	"6429-YNL036W"	" Carbonic acid <=> CO2 + H2O"	"carbonate hydro-lyase (carbon-dioxide-forming); carbonic acid hydro-lyase"	"K01673"	"path:map00910"	"sce00910  Nitrogen metabolism"	"rhea:10748"	"NA"	NA	"MNXR100482"	"1 `CO2` + 1 `H2O` = 1 `H(+)` + 1 `hydrogencarbonate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM60@MNXD1"	"H(+) + hydrogencarbonate => CO2 + H2O;CO2 + H2O => H(+) + hydrogencarbonate"	"yes"
"R00709"	"6430-YNL037C;7099-YOR136W"	" Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+"	"isocitrate:NAD+ oxidoreductase (decarboxylating)"	"K00030"	"path:map00020;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01210;path:map01230"	"sce00020  Citrate cycle (TCA cycle);sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:23632"	"NA"	NA	"MNXR115984"	"1 `NADH` + 1 `CO2` + 1 `2-oxoglutarate` = 1 `D-threo-isocitrate` + 1 `NAD(+)`"	"true"	"1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM20@MNXD1 = 1 MNXM162@MNXD1 + 1 MNXM8@MNXD1"	"D-threo-isocitrate + NAD(+) => 2-oxoglutarate + CO2 + NADH;2-oxoglutarate + CO2 + NADH => D-threo-isocitrate + NAD(+)"	"yes"
"R06127"	"6441-YNL048W"	" G00005 + GDP-D-mannose <=> G10526 + GDP"	"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase"	"K03844"	"path:map00510;path:map00513;path:map01100"	"sce00510  N-Glycan biosynthesis;sce00513  Various types of N-glycan biosynthesis;sce01100  Metabolic pathways"	"rhea:29523"	"NA"	"MNXR110030"	"MNXR126397"	"1 `alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 2 `GDP-alpha-D-mannose` = 2 `H(+)` + 1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 2 `GDP`"	"true"	"1 MNXM162650@MNXD1 + 2 MNXM82@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM11176@MNXD1 + 2 MNXM30@MNXD1"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H(+);alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H(+) => alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose"	"yes"
"R06128"	"6441-YNL048W"	" G10526 + GDP-D-mannose <=> G00006 + GDP"	"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase"	"K03844"	"path:map00510;path:map00513;path:map01100"	"sce00510  N-Glycan biosynthesis;sce00513  Various types of N-glycan biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR110031"	"MNXR110031"	"1 `GDP` + 1 `(alpha-D-mannosyl)4-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol` = 1 `GDP-alpha-D-mannose` + 1 `G10526`"	"NA"	"1 MNXM30@MNXD1 + 1 MNXM31421@MNXD1 = 1 MNXM82@MNXD1 + 1 MNXM9326@MNXD1"	NA	"not sure"
"R02569"	"6464-YNL071W"	" Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine"	"acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase"	"K00627"	"path:map00010;path:map00020;path:map00620;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00010  Glycolysis / Gluconeogenesis;sce00020  Citrate cycle (TCA cycle);sce00620  Pyruvate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"	"rhea:17017"	"NA"	"MNXR107584"	"MNXR125900"	"1 `CoA` + 1 `(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine residue` = 1 `(R)-N(6)-dihydrolipoyl-L-lysine residue` + 1 `acetyl-CoA`"	"true"	"1 MNXM12@MNXD1 + 1 MNXM146028@MNXD1 = 1 MNXM145607@MNXD1 + 1 MNXM21@MNXD1"	"[protein]-(R)-N(6)-dihydrolipoyl-L-lysine + acetyl-CoA => [protein]-(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine + CoA;[protein]-(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine + CoA => [protein]-(R)-N(6)-dihydrolipoyl-L-lysine + acetyl-CoA"	"yes"
"R02144"	"6484-YNL092W"	" S-Adenosyl-L-methionine + Carnosine <=> S-Adenosyl-L-homocysteine + beta-Alanyl-N(pi)-methyl-L-histidine"	"S-adenosyl-L-methionine:carnosine N-methyltransferase"	"K19787"	"path:map00340"	"sce00340  Histidine metabolism"	"rhea:14205"	"NA"	NA	"MNXR107333"	"1 `carnosine` + 1 `S-adenosyl-L-methionine` = 1 `H(+)` + 1 `S-adenosyl-L-homocysteine` + 1 `anserine`"	"true"	"1 MNXM1419@MNXD1 + 1 MNXM16@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM19@MNXD1 + 1 MNXM2639@MNXD1"	"S-adenosyl-L-methionine + carnosine => S-adenosyl-L-homocysteine + anserine + H(+);S-adenosyl-L-homocysteine + anserine + H(+) => S-adenosyl-L-methionine + carnosine"	"yes"
"R01213"	"6498-YNL104C;7073-YOR108W_NumOfGenes_2"	" alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O"	"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); 3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase (CoA-acetylating)"	"K01649"	"path:map00290;path:map00620;path:map01100;path:map01110;path:map01210;path:map01230"	"sce00290  Valine, leucine and isoleucine biosynthesis;sce00620  Pyruvate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:21524"	"NA"	NA	"MNXR100879"	"1 `H(+)` + 1 `CoA` + 1 `(2S)-2-isopropylmalate` = 1 `H2O` + 1 `acetyl-CoA` + 1 `3-methyl-2-oxobutanoate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM12@MNXD1 + 1 MNXM985@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM21@MNXD1 + 1 MNXM238@MNXD1"	"3-methyl-2-oxobutanoate + acetyl-CoA + H2O => (2S)-2-isopropylmalate + CoA + H(+);(2S)-2-isopropylmalate + CoA + H(+) => 3-methyl-2-oxobutanoate + acetyl-CoA + H2O"	"yes"
"R10815"	"6509-YNL118C"	" m7G(5')pppR-mRNA + H2O <=> N7-Methylguanosine 5'-diphosphate + 5'-Phospho-[mRNA]"	"5'-(N7-methylguanosine 5'-triphospho)-[mRNA] N7-methylguanosine-5'-diphosphate phosphohydrolase"	"K12613"	"path:map03018"	"sce03018  RNA degradation"	"rhea:37371"	"NA"	"MNXR114130"	"MNXR127049"	"2 `H(+)` + 1 `phosphate group` + 1 `N(7)-methylguanosine 5'-diphosphate` = 1 `H2O` + 1 `N(7)-methylguanosine 5'-triphosphate group`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM107751@MNXD1 + 1 MNXM3884@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM93040@MNXD1"	"a 5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] + H2O => N(7)-methylguanosine 5'-diphosphate + a 5'-phospho-[mRNA] + 2 H(+);N(7)-methylguanosine 5'-diphosphate + a 5'-phospho-[mRNA] + 2 H(+) => a 5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] + H2O"	"yes"
"R02324"	"6519-YNL129W"	" ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide"	"ATP:N-ribosylnicotinamide 5'-phosphotransferase"	"K10524"	"path:map00760;path:map01100"	"sce00760  Nicotinate and nicotinamide metabolism;sce01100  Metabolic pathways"	"rhea:14017"	"NA"	NA	"MNXR104069"	"1 `beta-nicotinamide D-riboside` + 1 `ATP` = 1 `H(+)` + 1 `beta-nicotinamide D-ribonucleotide` + 1 `ADP`"	"true"	"1 MNXM1115@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM355@MNXD1 + 1 MNXM7@MNXD1"	"beta-nicotinamide D-riboside + ATP => beta-nicotinamide D-ribonucleotide + ADP + H(+);beta-nicotinamide D-ribonucleotide + ADP + H(+) => beta-nicotinamide D-riboside + ATP"	"yes"
