"met"	"reaction"	"formula"	"reactant"	"product"	"MNX_ID"	"common_met_num"
"Rh29"	"1 MNXM01@MNXD1 + 1 MNXM41@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM41@MNXD2"	"1 `H(+)` + 1 `D-glucose` = 1 `H(+)` + 1 `D-glucose`"	"1 `H(+)` + 1 `D-glucose` "	" 1 `H(+)` + 1 `D-glucose`"	"MNXR100238"	2
"Rh29"	"2 MNXM01@MNXD1 + 1 MNXM41@MNXD1 = 2 MNXM01@MNXD2 + 1 MNXM41@MNXD2"	"2 `H(+)` + 1 `D-glucose` = 2 `H(+)` + 1 `D-glucose`"	"2 `H(+)` + 1 `D-glucose` "	" 2 `H(+)` + 1 `D-glucose`"	"MNXR100239"	2
"Rh29"	"1 MNXM2@MNXDX + 1 MNXM6492@MNXD1 = 1 MNXM41@MNXDX + 1 MNXM6492@MNXD2"	"1 `H2O` + 1 `(1,3-beta-D-glucosyl)n` = 1 `D-glucose` + 1 `(1,3-beta-D-glucosyl)n`"	"1 `H2O` + 1 `(1,3-beta-D-glucosyl)n` "	" 1 `D-glucose` + 1 `(1,3-beta-D-glucosyl)n`"	"MNXR106465"	1
"Rh29"	"1 MNXM1003@MNXD1 + 1 MNXM2@MNXDX = 1 MNXM1003@MNXD2 + 1 MNXM41@MNXDX"	"1 `oligoglycosylglucose` + 1 `H2O` = 1 `oligoglycosylglucose` + 1 `D-glucose`"	"1 `oligoglycosylglucose` + 1 `H2O` "	" 1 `oligoglycosylglucose` + 1 `D-glucose`"	"MNXR107171"	1
"Rh29"	"1 MNXM160@MNXDX + 1 MNXM77738@MNXD2 = 1 MNXM41@MNXDX + 1 MNXM77738@MNXD1"	"1 `D-glucopyranose 6-phosphate` + 1 `polyphosphate` = 1 `D-glucose` + 1 `polyphosphate`"	"1 `D-glucopyranose 6-phosphate` + 1 `polyphosphate` "	" 1 `D-glucose` + 1 `polyphosphate`"	"MNXR107358"	1
"Rh29"	"1 MNXM167@MNXDX + 1 MNXM30543@MNXD1 = 1 MNXM30543@MNXD2 + 1 MNXM41@MNXDX"	"1 `sucrose` + 1 `(2,1-beta-D-fructosyl)n` = 1 `(2,1-beta-D-fructosyl)n` + 1 `D-glucose`"	"1 `sucrose` + 1 `(2,1-beta-D-fructosyl)n` "	" 1 `(2,1-beta-D-fructosyl)n` + 1 `D-glucose`"	"MNXR108726"	1
"Rh29"	"1 MNXM167@MNXDX + 1 MNXM30545@MNXD2 = 1 MNXM30545@MNXD1 + 1 MNXM41@MNXDX"	"1 `sucrose` + 1 `(2->6)-beta-D-fructan` = 1 `(2->6)-beta-D-fructan` + 1 `D-glucose`"	"1 `sucrose` + 1 `(2->6)-beta-D-fructan` "	" 1 `(2->6)-beta-D-fructan` + 1 `D-glucose`"	"MNXR109348"	1
"Rh29"	"2 MNXM1@MNXD1 + 1 MNXM160@MNXD1 + 1 MNXM6321@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM6321@MNXD1"	"2 `H(+)` + 1 `D-glucopyranose 6-phosphate` + 1 `Long-Chain-Polyphosphate` = 1 `D-glucose` + 1 `Long-Chain-Polyphosphate`"	"2 `H(+)` + 1 `D-glucopyranose 6-phosphate` + 1 `Long-Chain-Polyphosphate` "	" 1 `D-glucose` + 1 `Long-Chain-Polyphosphate`"	"MNXR115188"	1
"Rh29"	"1 MNXM2@MNXD1 + 1 MNXM55375@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM55375@MNXD1"	"1 `H2O` + 1 `glycogens` = 1 `D-glucose` + 1 `glycogens`"	"1 `H2O` + 1 `glycogens` "	" 1 `D-glucose` + 1 `glycogens`"	"MNXR115367"	1
"Rh29"	"1 MNXM2@MNXD1 + 1 MNXM6492@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM6492@MNXD1"	"1 `H2O` + 1 `(1,3-beta-D-glucosyl)n` = 1 `D-glucose` + 1 `(1,3-beta-D-glucosyl)n`"	"1 `H2O` + 1 `(1,3-beta-D-glucosyl)n` "	" 1 `D-glucose` + 1 `(1,3-beta-D-glucosyl)n`"	"MNXR115374"	1
"Rh29"	"1 MNXM2@MNXD1 + 1 MNXM94066@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM94066@MNXD1"	"1 `H2O` + 1 `1,3-alpha-D-Glucan` = 1 `D-glucose` + 1 `1,3-alpha-D-Glucan`"	"1 `H2O` + 1 `1,3-alpha-D-Glucan` "	" 1 `D-glucose` + 1 `1,3-alpha-D-Glucan`"	"MNXR115385"	1
"Rh29"	"1 MNXM2@MNXD1 + 1 MNXM4897@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM4897@MNXD1"	"1 `H2O` + 1 `(1,4-beta-D-glucosyl)n` = 1 `D-glucose` + 1 `(1,4-beta-D-glucosyl)n`"	"1 `H2O` + 1 `(1,4-beta-D-glucosyl)n` "	" 1 `D-glucose` + 1 `(1,4-beta-D-glucosyl)n`"	"MNXR115397"	1
"Rh29"	"2 MNXM01@MNXD1 + 1 MNXM2824@MNXDX + 1 MNXM41@MNXD2 = 2 MNXM01@MNXD2 + 1 MNXM162252@MNXDX + 1 MNXM339@MNXD2"	"2 `H(+)` + 1 `ETR-Quinones` + 1 `D-glucose` = 2 `H(+)` + 1 `ETR-Quinols` + 1 `D-glucono-1,5-lactone`"	"2 `H(+)` + 1 `ETR-Quinones` + 1 `D-glucose` "	" 2 `H(+)` + 1 `ETR-Quinols` + 1 `D-glucono-1,5-lactone`"	"MNXR115919"	1
"Rh29"	"1 MNXM167@MNXD1 + 1 MNXM30545@MNXD1 = 1 MNXM30545@MNXD1 + 1 MNXM41@MNXD1"	"1 `sucrose` + 1 `(2->6)-beta-D-fructan` = 1 `(2->6)-beta-D-fructan` + 1 `D-glucose`"	"1 `sucrose` + 1 `(2->6)-beta-D-fructan` "	" 1 `(2->6)-beta-D-fructan` + 1 `D-glucose`"	"MNXR116023"	1
"Rh29"	"1 MNXM2905@MNXD1 + 1 MNXM41@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2905@MNXD1"	"1 `1-4-alpha-D-Glucan` + 1 `D-glucose` = 1 `H2O` + 1 `1-4-alpha-D-Glucan`"	"1 `1-4-alpha-D-Glucan` + 1 `D-glucose` "	" 1 `H2O` + 1 `1-4-alpha-D-Glucan`"	"MNXR116041"	1
"Rh29"	"1 MNXM165@MNXD1 + 1 MNXM60163@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM60163@MNXD1"	"1 `maltose` + 1 `linear maltodextrin` = 1 `D-glucose` + 1 `linear maltodextrin`"	"1 `maltose` + 1 `linear maltodextrin` "	" 1 `D-glucose` + 1 `linear maltodextrin`"	"MNXR117406"	1
"Rh29"	"1 MNXM41@MNXD1 + 1 MNXM55103@MNXD1 = 1 MNXM468@MNXD1 + 1 MNXM55103@MNXD1"	"1 `D-glucose` + 1 `glucan` = 1 `alpha-maltotriose` + 1 `glucan`"	"1 `D-glucose` + 1 `glucan` "	" 1 `alpha-maltotriose` + 1 `glucan`"	"MNXR117520"	1
"Rh29"	"1 MNXM148004@MNXD1 + 1 MNXM165@MNXD1 = 1 MNXM148004@MNXD1 + 1 MNXM41@MNXD1"	"1 `a plant soluble heteroglycan` + 1 `maltose` = 1 `a plant soluble heteroglycan` + 1 `D-glucose`"	"1 `a plant soluble heteroglycan` + 1 `maltose` "	" 1 `a plant soluble heteroglycan` + 1 `D-glucose`"	"MNXR118633"	1
"Rh29"	"1 MNXM163232@MNXD1 + 1 MNXM167@MNXD1 = 1 MNXM163232@MNXD1 + 1 MNXM41@MNXD1"	"1 `[(2->6)-beta-D-fructofuranosyl-]n alpha-D-glucopyranoside` + 1 `sucrose` = 1 `[(2->6)-beta-D-fructofuranosyl-]n alpha-D-glucopyranoside` + 1 `D-glucose`"	"1 `[(2->6)-beta-D-fructofuranosyl-]n alpha-D-glucopyranoside` + 1 `sucrose` "	" 1 `[(2->6)-beta-D-fructofuranosyl-]n alpha-D-glucopyranoside` + 1 `D-glucose`"	"MNXR125740"	1
"Rh29"	"1 MNXM167@MNXD1 + 1 MNXM30543@MNXD1 = 1 MNXM30543@MNXD1 + 1 MNXM41@MNXD1"	"1 `sucrose` + 1 `(2,1-beta-D-fructosyl)n` = 1 `(2,1-beta-D-fructosyl)n` + 1 `D-glucose`"	"1 `sucrose` + 1 `(2,1-beta-D-fructosyl)n` "	" 1 `(2,1-beta-D-fructosyl)n` + 1 `D-glucose`"	"MNXR125843"	1
"Rh29"	"1 MNXM1@MNXD1 + 1 MNXM160@MNXD1 + 1 MNXM77738@MNXD1 = 1 MNXM41@MNXD1 + 1 MNXM77738@MNXD1"	"1 `H(+)` + 1 `D-glucopyranose 6-phosphate` + 1 `polyphosphate` = 1 `D-glucose` + 1 `polyphosphate`"	"1 `H(+)` + 1 `D-glucopyranose 6-phosphate` + 1 `polyphosphate` "	" 1 `D-glucose` + 1 `polyphosphate`"	"MNXR126103"	1
"Rh29"	"1 MNXM160@MNXD1 + 1 MNXM165325@MNXD1 = 1 MNXM165325@MNXD1 + 1 MNXM41@MNXD1"	"1 `D-glucopyranose 6-phosphate` + 1 `(Phosphate)n` = 1 `(Phosphate)n` + 1 `D-glucose`"	"1 `D-glucopyranose 6-phosphate` + 1 `(Phosphate)n` "	" 1 `(Phosphate)n` + 1 `D-glucose`"	"MNXR132669"	1
"Rh29"	"1 MNXM01@MNXD1 + 1 MNXM182@MNXD1 + 1 MNXM41@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM182@MNXD2 + 1 MNXM41@MNXD1"	"1 `H(+)` + 1 `D-mannose` + 1 `D-glucose` = 1 `H(+)` + 1 `D-mannose` + 1 `D-glucose`"	"1 `H(+)` + 1 `D-mannose` + 1 `D-glucose` "	" 1 `H(+)` + 1 `D-mannose` + 1 `D-glucose`"	"MNXR134812"	3
"Rh32"	"1 MNXM1@MNXD1 + 1 MNXM4505@MNXD2 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM4505@MNXD1"	"1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`"	"1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`"	"MNXR96495"	1
"Rh32"	"1 MNXM1@MNXD2 + 1 MNXM4505@MNXD2 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 + 1 MNXM4505@MNXD1"	"1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`"	"1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`"	"MNXR96496"	1
"Rh32"	"1 MNXM01@MNXD1 + 1 MNXM4505@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM4505@MNXD1"	"1 `H(+)` + 1 `Cd(2+)` = 1 `H(+)` + 1 `Cd(2+)`"	"1 `H(+)` + 1 `Cd(2+)` "	" 1 `H(+)` + 1 `Cd(2+)`"	"MNXR96497"	2
"Rh32"	"1 MNXM4505@MNXD1 = 1 MNXM4505@MNXD2"	"1 `Cd(2+)` = 1 `Cd(2+)`"	"1 `Cd(2+)` "	" 1 `Cd(2+)`"	"MNXR96499"	1
"Rh32"	"1 MNXM4505@MNXD1 = 1 MNXM4505@BOUNDARY"	"1 `Cd(2+)` = 1 `Cd(2+)`"	"1 `Cd(2+)` "	" 1 `Cd(2+)`"	"MNXR98330"	1
"Rh35"	"1 MNXM103@MNXD1 = 1 MNXM103@MNXD2"	"1 `cholesterol` = 1 `cholesterol`"	"1 `cholesterol` "	" 1 `cholesterol`"	"MNXR96700"	1
"Rh35"	"1 MNXM103@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM103@MNXD2 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` "	" 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`"	"MNXR96713"	1
"Rh35"	"1 MNXM103@MNXD1 + 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 = 1 MNXM1@MNXD2 + 1 MNXM103@MNXD2 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` "	" 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`"	"MNXR96714"	1
"Rh35"	"1 MNXM103@MNXD1 = 1 MNXM103@BOUNDARY"	"1 `cholesterol` = 1 `cholesterol`"	"1 `cholesterol` "	" 1 `cholesterol`"	"MNXR98343"	1
"Rh35"	"1 MNXM103@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM103@MNXD2 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP`"	"1 `cholesterol` + 1 `H2O` + 1 `ATP` "	" 1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP`"	"MNXR124119"	1
"Rh35"	"1 MNXM103@MNXD1 + 1 MNXM57425@MNXD2 + 1 MNXM7@MNXD2 = 1 MNXM103@MNXDX + 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2"	"1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` = 1 `cholesterol` + 1 `H2O` + 1 `ATP`"	"1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` "	" 1 `cholesterol` + 1 `H2O` + 1 `ATP`"	"MNXR124323"	1
"Rh35"	"1 MNXM103@MNXD1 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM103@MNXD2 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1"	"1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` = 1 `cholesterol` + 1 `H2O` + 1 `ATP`"	"1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` "	" 1 `cholesterol` + 1 `H2O` + 1 `ATP`"	"MNXR124628"	1
"Rh46"	"1 MNXM47@MNXD1 = 1 MNXM47@BOUNDARY"	"1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `UDP-N-acetyl-alpha-D-glucosamine`"	"1 `UDP-N-acetyl-alpha-D-glucosamine` "	" 1 `UDP-N-acetyl-alpha-D-glucosamine`"	"MNXR99010"	1
"Rh46"	"1 MNXM47@MNXD1 = 1 MNXM47@MNXD2"	"1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `UDP-N-acetyl-alpha-D-glucosamine`"	"1 `UDP-N-acetyl-alpha-D-glucosamine` "	" 1 `UDP-N-acetyl-alpha-D-glucosamine`"	"MNXR105021"	1
"Rh46"	"1 MNXM47@MNXD1 + 1 MNXM80@MNXD2 = 1 MNXM47@MNXD2 + 1 MNXM80@MNXD1"	"1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP` = 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP`"	"1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP` "	" 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP`"	"MNXR105086"	2
"Rh46"	"1 MNXM1271@MNXD1 + 1 MNXM47@MNXDX = 1 MNXM1@MNXDX + 1 MNXM1271@MNXD2 + 1 MNXM17@MNXDX"	"1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `H(+)` + 1 `chitin` + 1 `UDP`"	"1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` "	" 1 `H(+)` + 1 `chitin` + 1 `UDP`"	"MNXR107446"	1
"Rh46"	"1 MNXM1271@MNXD1 + 1 MNXM47@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM1271@MNXD1 + 1 MNXM17@MNXD1"	"1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `H(+)` + 1 `chitin` + 1 `UDP`"	"1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` "	" 1 `H(+)` + 1 `chitin` + 1 `UDP`"	"MNXR115767"	1
"Rh46"	"1 MNXM47@MNXD1 + 1 MNXM87@MNXD1 = 1 MNXM47@MNXD2 + 1 MNXM87@MNXD2"	"1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate` = 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate`"	"1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate` "	" 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate`"	"MNXR124194"	2
"Rh48"	"1 MNXM01@MNXD1 + 1 MNXM131@MNXD1 + 1 MNXM2255@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM131@MNXD2 + 1 MNXM2255@MNXD2"	"1 `H(+)` + 1 `citrate` + 1 `Mn(2+)` = 1 `H(+)` + 1 `citrate` + 1 `Mn(2+)`"	"1 `H(+)` + 1 `citrate` + 1 `Mn(2+)` "	" 1 `H(+)` + 1 `citrate` + 1 `Mn(2+)`"	"MNXR96741"	3
"Rh48"	"1 MNXM2255@MNXD1 = 1 MNXM2255@BOUNDARY"	"1 `Mn(2+)` = 1 `Mn(2+)`"	"1 `Mn(2+)` "	" 1 `Mn(2+)`"	"MNXR98761"	1
"Rh48"	"1 MNXM01@MNXD1 + 1 MNXM2255@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM2255@MNXD1"	"1 `H(+)` + 1 `Mn(2+)` = 1 `H(+)` + 1 `Mn(2+)`"	"1 `H(+)` + 1 `Mn(2+)` "	" 1 `H(+)` + 1 `Mn(2+)`"	"MNXR101669"	2
"Rh48"	"1 MNXM2255@MNXD1 = 1 MNXM2255@MNXD2"	"1 `Mn(2+)` = 1 `Mn(2+)`"	"1 `Mn(2+)` "	" 1 `Mn(2+)`"	"MNXR101670"	1
"Rh48"	"1 MNXM1@MNXD1 + 1 MNXM2255@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2255@MNXD2 + 1 MNXM3@MNXD1"	"1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"MNXR101680"	1
"Rh48"	"1 MNXM01@MNXD1 + 1 MNXM2255@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM2255@MNXD2"	"1 `H(+)` + 1 `Mn(2+)` = 1 `H(+)` + 1 `Mn(2+)`"	"1 `H(+)` + 1 `Mn(2+)` "	" 1 `H(+)` + 1 `Mn(2+)`"	"MNXR101681"	2
"Rh48"	"1 MNXM2255@MNXD2 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2255@MNXD1 + 1 MNXM3@MNXD1"	"1 `Mn(2+)` + 1 `inorganic phosphate` + 1 `ADP` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"1 `Mn(2+)` + 1 `inorganic phosphate` + 1 `ADP` "	" 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"MNXR124469"	1
"Rh48"	"1 MNXM1@MNXD2 + 1 MNXM2255@MNXD1 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM2255@MNXD2 + 1 MNXM3@MNXD2"	"1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`"	"MNXR125914"	1
"Rh51"	"1 MNXM156@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM156@MNXD2 + 1 MNXM37@MNXD1"	"1 `D-alanine` + 1 `L-glutamine` = 1 `D-alanine` + 1 `L-glutamine`"	"1 `D-alanine` + 1 `L-glutamine` "	" 1 `D-alanine` + 1 `L-glutamine`"	"MNXR95685"	2
"Rh51"	"1 MNXM32@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM32@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-alanine` + 1 `L-glutamine` = 1 `L-alanine` + 1 `L-glutamine`"	"1 `L-alanine` + 1 `L-glutamine` "	" 1 `L-alanine` + 1 `L-glutamine`"	"MNXR95689"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM55@MNXD1"	"1 `L-glutamine` + 1 `L-cysteine` = 1 `L-glutamine` + 1 `L-cysteine`"	"1 `L-glutamine` + 1 `L-cysteine` "	" 1 `L-glutamine` + 1 `L-cysteine`"	"MNXR97000"	2
"Rh51"	"1 MNXM37@MNXD1 = 1 MNXM37@BOUNDARY"	"1 `L-glutamine` = 1 `L-glutamine`"	"1 `L-glutamine` "	" 1 `L-glutamine`"	"MNXR98579"	1
"Rh51"	"1 MNXM1@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM37@MNXD2"	"1 `H(+)` + 1 `L-glutamine` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `L-glutamine`"	"1 `H(+)` + 1 `L-glutamine` + 1 `ADP` + 1 `phosphate` "	" 1 `H2O` + 1 `ATP` + 1 `L-glutamine`"	"MNXR100258"	1
"Rh51"	"1 MNXM37@MNXD1 = 1 MNXM37@MNXD2"	"1 `L-glutamine` = 1 `L-glutamine`"	"1 `L-glutamine` "	" 1 `L-glutamine`"	"MNXR100259"	1
"Rh51"	"1 MNXM01@MNXD1 + 1 MNXM37@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD2"	"1 `H(+)` + 1 `L-glutamine` = 1 `H(+)` + 1 `L-glutamine`"	"1 `H(+)` + 1 `L-glutamine` "	" 1 `H(+)` + 1 `L-glutamine`"	"MNXR100260"	2
"Rh51"	"1 MNXM01@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD1"	"1 `H(+)` + 1 `L-glutamine` = 1 `H(+)` + 1 `L-glutamine`"	"1 `H(+)` + 1 `L-glutamine` "	" 1 `H(+)` + 1 `L-glutamine`"	"MNXR100262"	2
"Rh51"	"1 MNXM01@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM70@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD2 + 1 MNXM70@MNXD1"	"1 `H(+)` + 1 `L-glutamine` + 1 `L-arginine` = 1 `H(+)` + 1 `L-glutamine` + 1 `L-arginine`"	"1 `H(+)` + 1 `L-glutamine` + 1 `L-arginine` "	" 1 `H(+)` + 1 `L-glutamine` + 1 `L-arginine`"	"MNXR100264"	3
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM694@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM694@MNXD1"	"1 `L-glutamine` + 1 `D-serine` = 1 `L-glutamine` + 1 `D-serine`"	"1 `L-glutamine` + 1 `D-serine` "	" 1 `L-glutamine` + 1 `D-serine`"	"MNXR104336"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM53@MNXD1"	"1 `L-glutamine` + 1 `L-serine` = 1 `L-glutamine` + 1 `L-serine`"	"1 `L-glutamine` + 1 `L-serine` "	" 1 `L-glutamine` + 1 `L-serine`"	"MNXR104341"	2
"Rh51"	"1 MNXM142@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-threonine` + 1 `L-glutamine` = 1 `L-threonine` + 1 `L-glutamine`"	"1 `L-threonine` + 1 `L-glutamine` "	" 1 `L-threonine` + 1 `L-glutamine`"	"MNXR104840"	2
"Rh51"	"1 MNXM29@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM29@MNXD2 + 1 MNXM37@MNXD1"	"1 `glycine` + 1 `L-glutamine` = 1 `glycine` + 1 `L-glutamine`"	"1 `glycine` + 1 `L-glutamine` "	" 1 `glycine` + 1 `L-glutamine`"	"MNXR105505"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM61@MNXD1"	"1 `L-glutamine` + 1 `L-methionine` = 1 `L-glutamine` + 1 `L-methionine`"	"1 `L-glutamine` + 1 `L-methionine` "	" 1 `L-glutamine` + 1 `L-methionine`"	"MNXR105529"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-glutamine` + 1 `L-tryptophan` = 1 `L-glutamine` + 1 `L-tryptophan`"	"1 `L-glutamine` + 1 `L-tryptophan` "	" 1 `L-glutamine` + 1 `L-tryptophan`"	"MNXR105530"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-glutamine` + 1 `L-phenylalanine` = 1 `L-glutamine` + 1 `L-phenylalanine`"	"1 `L-glutamine` + 1 `L-phenylalanine` "	" 1 `L-glutamine` + 1 `L-phenylalanine`"	"MNXR105531"	2
"Rh51"	"1 MNXM37@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM76@MNXD1"	"1 `L-glutamine` + 1 `L-tyrosine` = 1 `L-glutamine` + 1 `L-tyrosine`"	"1 `L-glutamine` + 1 `L-tyrosine` "	" 1 `L-glutamine` + 1 `L-tyrosine`"	"MNXR105532"	2
"Rh51"	"1 MNXM140@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-leucine` + 1 `L-glutamine` = 1 `L-leucine` + 1 `L-glutamine`"	"1 `L-leucine` + 1 `L-glutamine` "	" 1 `L-leucine` + 1 `L-glutamine`"	"MNXR105533"	2
"Rh51"	"1 MNXM114@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-proline` + 1 `L-glutamine` = 1 `L-proline` + 1 `L-glutamine`"	"1 `L-proline` + 1 `L-glutamine` "	" 1 `L-proline` + 1 `L-glutamine`"	"MNXR105534"	2
"Rh51"	"1 MNXM147@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-asparagine` + 1 `L-glutamine` = 1 `L-asparagine` + 1 `L-glutamine`"	"1 `L-asparagine` + 1 `L-glutamine` "	" 1 `L-asparagine` + 1 `L-glutamine`"	"MNXR105535"	2
