"rxnID"	"name"	"specie"	"id"	"type"	"MetaID"	"note"
"r_1813"	"glycolaldehyde[c]"	"s492"	"sa882"	"product"	"CDMT0000882"	""
"r_1816"	"glyoxylate[c]"	"s495"	"sa883"	"reactant"	"CDMT0000883"	""
"r_1816"	"glyoxylate[e]"	"s496"	"sa884"	"product"	"CDMT0000884"	""
"r_1817"	"glyoxylate[c]"	"s495"	"sa885"	"reactant"	"CDMT0000885"	""
"r_1817"	"glyoxylate[p]"	"s497"	"sa886"	"product"	"CDMT0000886"	""
"r_1819"	"guanine[c]"	"s138"	"sa887"	"reactant"	"CDMT0000887"	""
"r_1819"	"guanine[m]"	"s498"	"sa888"	"product"	"CDMT0000888"	""
"r_1822"	"guanosine[c]"	"s499"	"sa889"	"reactant"	"CDMT0000889"	""
"r_1822"	"guanosine[m]"	"s500"	"sa890"	"product"	"CDMT0000890"	""
"r_1823"	"guanosine[e]"	"s501"	"sa891"	"reactant"	"CDMT0000891"	""
"r_1823"	"guanosine[c]"	"s499"	"sa892"	"product"	"CDMT0000892"	""
"r_1824"	"H+[e]"	"s23"	"sa893"	"reactant"	"CDMT0000893"	""
"r_1824"	"H+[c]"	"s6"	"sa894"	"product"	"CDMT0000894"	""
"r_1825"	"H+[c]"	"s6"	"sa895"	"reactant"	"CDMT0000895"	""
"r_1825"	"H+[er]"	"s502"	"sa896"	"product"	"CDMT0000896"	""
"r_1826"	"H+[c]"	"s6"	"sa897"	"reactant"	"CDMT0000897"	""
"r_1826"	"H+[g]"	"s503"	"sa898"	"product"	"CDMT0000898"	""
"r_1827"	"H+[c]"	"s6"	"sa899"	"reactant"	"CDMT0000899"	""
"r_1827"	"H+[lp]"	"s504"	"sa900"	"product"	"CDMT0000900"	""
"r_1829"	"H+[c]"	"s6"	"sa901"	"reactant"	"CDMT0000901"	""
"r_1829"	"H+[n]"	"s505"	"sa902"	"product"	"CDMT0000902"	""
"r_1830"	"H+[c]"	"s6"	"sa903"	"reactant"	"CDMT0000903"	""
"r_1830"	"H+[p]"	"s42"	"sa904"	"product"	"CDMT0000904"	""
"r_1831"	"H+[c]"	"s6"	"sa905"	"reactant"	"CDMT0000905"	""
"r_1831"	"H+[v]"	"s154"	"sa906"	"product"	"CDMT0000906"	""
"r_1833"	"hexacosanoyl-CoA[c]"	"s306"	"sa907"	"reactant"	"CDMT0000907"	""
"r_1833"	"hexacosanoyl-CoA[er]"	"s506"	"sa908"	"product"	"CDMT0000908"	""
"r_1835"	"palmitate[e]"	"s507"	"sa909"	"reactant"	"CDMT0000909"	""
"r_1835"	"palmitate[c]"	"s475"	"sa910"	"product"	"CDMT0000910"	""
"r_1836"	"palmitoleate[e]"	"s508"	"sa911"	"reactant"	"CDMT0000911"	""
"r_1836"	"palmitoleate[c]"	"s477"	"sa912"	"product"	"CDMT0000912"	""
"r_1837"	"L-histidine[c]"	"s171"	"sa913"	"reactant"	"CDMT0000913"	""
"r_1837"	"L-histidine[m]"	"s509"	"sa914"	"product"	"CDMT0000914"	""
"r_1839"	"hydrogen peroxide[c]"	"s510"	"sa915"	"reactant"	"CDMT0000915"	""
"r_1839"	"hydrogen peroxide[n]"	"s511"	"sa916"	"product"	"CDMT0000916"	""
"r_1840"	"3-hydroxy-3-methylglutaryl-CoA[c]"	"s512"	"sa917"	"reactant"	"CDMT0000917"	""
"r_1840"	"3-hydroxy-3-methylglutaryl-CoA[m]"	"s513"	"sa918"	"product"	"CDMT0000918"	""
"r_1842"	"hypoxanthine[e]"	"s514"	"sa919"	"reactant"	"CDMT0000919"	""
"r_1842"	"hypoxanthine[c]"	"s515"	"sa920"	"product"	"CDMT0000920"	""
"r_1844"	"indol-3-ylacetaldehyde[c]"	"s516"	"sa921"	"reactant"	"CDMT0000921"	""
"r_1844"	"indol-3-ylacetaldehyde[m]"	"s517"	"sa922"	"product"	"CDMT0000922"	""
"r_1845"	"indol-3-ylacetaldehyde[c]"	"s516"	"sa923"	"reactant"	"CDMT0000923"	""
"r_1845"	"indol-3-ylacetaldehyde[e]"	"s518"	"sa924"	"product"	"CDMT0000924"	""
"r_1846"	"indole-3-acetate[c]"	"s519"	"sa925"	"reactant"	"CDMT0000925"	""
"r_1846"	"indole-3-acetate[m]"	"s520"	"sa926"	"product"	"CDMT0000926"	""
"r_1848"	"inosine[e]"	"s521"	"sa927"	"reactant"	"CDMT0000927"	""
"r_1848"	"inosine[c]"	"s522"	"sa928"	"product"	"CDMT0000928"	""
"r_1849"	"myo-inositol hexakisphosphate[c]"	"s523"	"sa929"	"reactant"	"CDMT0000929"	""
"r_1849"	"myo-inositol hexakisphosphate[n]"	"s524"	"sa930"	"product"	"CDMT0000930"	""
"r_1851"	"inositol-P-ceramide A (C24)[g]"	"s525"	"sa931"	"reactant"	"CDMT0000931"	""
"r_1851"	"inositol-P-ceramide A (C24)[er]"	"s526"	"sa932"	"product"	"CDMT0000932"	""
"r_1852"	"inositol-P-ceramide B (C24)[g]"	"s527"	"sa933"	"reactant"	"CDMT0000933"	""
"r_1852"	"inositol-P-ceramide B (C24)[er]"	"s528"	"sa934"	"product"	"CDMT0000934"	""
"r_1853"	"inositol-P-ceramide B' (C24)[g]"	"s529"	"sa935"	"reactant"	"CDMT0000935"	""
"r_1853"	"inositol-P-ceramide B' (C24)[er]"	"s530"	"sa936"	"product"	"CDMT0000936"	""
"r_1854"	"inositol-P-ceramide C (C24)[g]"	"s531"	"sa937"	"reactant"	"CDMT0000937"	""
"r_1854"	"inositol-P-ceramide C (C24)[er]"	"s532"	"sa938"	"product"	"CDMT0000938"	""
"r_1855"	"inositol-P-ceramide D (C24)[g]"	"s533"	"sa939"	"reactant"	"CDMT0000939"	""
"r_1855"	"inositol-P-ceramide D (C24)[er]"	"s534"	"sa940"	"product"	"CDMT0000940"	""
"r_1856"	"inositol-P-ceramide A (C26)[g]"	"s535"	"sa941"	"reactant"	"CDMT0000941"	""
"r_1856"	"inositol-P-ceramide A (C26)[er]"	"s536"	"sa942"	"product"	"CDMT0000942"	""
"r_1857"	"inositol-P-ceramide B (C26)[g]"	"s537"	"sa943"	"reactant"	"CDMT0000943"	""
"r_1857"	"inositol-P-ceramide B (C26)[er]"	"s538"	"sa944"	"product"	"CDMT0000944"	""
"r_1858"	"inositol-P-ceramide B' (C26)[g]"	"s539"	"sa945"	"reactant"	"CDMT0000945"	""
"r_1858"	"inositol-P-ceramide B' (C26)[er]"	"s540"	"sa946"	"product"	"CDMT0000946"	""
"r_1859"	"inositol-P-ceramide C (C26)[g]"	"s541"	"sa947"	"reactant"	"CDMT0000947"	""
"r_1859"	"inositol-P-ceramide C (C26)[er]"	"s542"	"sa948"	"product"	"CDMT0000948"	""
"r_1860"	"inositol-P-ceramide D (C26)[g]"	"s543"	"sa949"	"reactant"	"CDMT0000949"	""
"r_1860"	"inositol-P-ceramide D (C26)[er]"	"s544"	"sa950"	"product"	"CDMT0000950"	""
"r_1863"	"isoamylol[c]"	"s545"	"sa951"	"reactant"	"CDMT0000951"	""
"r_1863"	"isoamylol[e]"	"s546"	"sa952"	"product"	"CDMT0000952"	""
"r_1864"	"isoamylol[c]"	"s545"	"sa953"	"reactant"	"CDMT0000953"	""
"r_1864"	"isoamylol[m]"	"s547"	"sa954"	"product"	"CDMT0000954"	""
"r_1868"	"isobutanol[c]"	"s548"	"sa955"	"reactant"	"CDMT0000955"	""
"r_1868"	"isobutanol[e]"	"s549"	"sa956"	"product"	"CDMT0000956"	""
"r_1869"	"isobutanol[c]"	"s548"	"sa957"	"reactant"	"CDMT0000957"	""
"r_1869"	"isobutanol[m]"	"s550"	"sa958"	"product"	"CDMT0000958"	""
"r_1874"	"L-alanine[m]"	"s551"	"sa959"	"reactant"	"CDMT0000959"	""
"r_1874"	"L-alanine[c]"	"s151"	"sa960"	"product"	"CDMT0000960"	""
"r_1876"	"L-arabinitol[e]"	"s552"	"sa961"	"reactant"	"CDMT0000961"	""
"r_1876"	"L-arabinitol[c]"	"s553"	"sa962"	"product"	"CDMT0000962"	""
"r_1877"	"L-arabinose[e]"	"s554"	"sa963"	"reactant"	"CDMT0000963"	""
"r_1877"	"L-arabinose[c]"	"s555"	"sa964"	"product"	"CDMT0000964"	""
"r_1882"	"(R)-carnitine[m]"	"s60"	"sa965"	"reactant"	"CDMT0000965"	""
"r_1882"	"(R)-carnitine[c]"	"s62"	"sa966"	"product"	"CDMT0000966"	""
"r_1884"	"erythro-4-hydroxy-L-glutamic acid[c]"	"s556"	"sa967"	"reactant"	"CDMT0000967"	""
"r_1884"	"erythro-4-hydroxy-L-glutamic acid[m]"	"s557"	"sa968"	"product"	"CDMT0000968"	""
"r_1885"	"erythro-4-hydroxy-L-glutamic acid[c]"	"s556"	"sa969"	"reactant"	"CDMT0000969"	""
"r_1885"	"erythro-4-hydroxy-L-glutamic acid[p]"	"s558"	"sa970"	"product"	"CDMT0000970"	""
"r_1890"	"L-glutamate[c]"	"s55"	"sa971"	"reactant"	"CDMT0000971"	""
"r_1890"	"L-glutamate[n]"	"s559"	"sa972"	"product"	"CDMT0000972"	""
"r_1892"	"L-glutamine[c]"	"s168"	"sa973"	"reactant"	"CDMT0000973"	""
"r_1892"	"L-glutamine[n]"	"s560"	"sa974"	"product"	"CDMT0000974"	""
"r_1895"	"L-homoserine[e]"	"s561"	"sa975"	"reactant"	"CDMT0000975"	""
"r_1895"	"L-homoserine[c]"	"s562"	"sa976"	"product"	"CDMT0000976"	""
"r_1898"	"L-isoleucine[m]"	"s563"	"sa977"	"reactant"	"CDMT0000977"	""
"r_1898"	"L-isoleucine[c]"	"s175"	"sa978"	"product"	"CDMT0000978"	""
"r_1901"	"(S)-malate[e]"	"s374"	"sa979"	"reactant"	"CDMT0000979"	""
"r_1901"	"(S)-malate[c]"	"s75"	"sa980"	"product"	"CDMT0000980"	""
"r_1905"	"L-proline[c]"	"s191"	"sa981"	"reactant"	"CDMT0000981"	""
"r_1905"	"L-proline[m]"	"s564"	"sa982"	"product"	"CDMT0000982"	""
"r_1907"	"L-serine[c]"	"s193"	"sa983"	"reactant"	"CDMT0000983"	""
"r_1907"	"L-serine[er]"	"s565"	"sa984"	"product"	"CDMT0000984"	""
"r_1908"	"L-glucitol[e]"	"s566"	"sa985"	"reactant"	"CDMT0000985"	""
"r_1908"	"L-glucitol[c]"	"s567"	"sa986"	"product"	"CDMT0000986"	""
"r_1910"	"L-sorbose[e]"	"s568"	"sa987"	"reactant"	"CDMT0000987"	""
"r_1910"	"L-sorbose[c]"	"s569"	"sa988"	"product"	"CDMT0000988"	""
"r_1919"	"L-lysine[c]"	"s183"	"sa989"	"reactant"	"CDMT0000989"	""
"r_1919"	"L-lysine[m]"	"s570"	"sa990"	"product"	"CDMT0000990"	""
"r_1920"	"inositol phosphomannosylinositol phosphoceramide A (C24)[g]"	"s571"	"sa991"	"reactant"	"CDMT0000991"	""
"r_1920"	"inositol phosphomannosylinositol phosphoceramide A (C24)[er]"	"s572"	"sa992"	"product"	"CDMT0000992"	""
"r_1921"	"inositol phosphomannosylinositol phosphoceramide B (C24)[g]"	"s573"	"sa993"	"reactant"	"CDMT0000993"	""
"r_1921"	"inositol phosphomannosylinositol phosphoceramide B (C24)[er]"	"s574"	"sa994"	"product"	"CDMT0000994"	""
"r_1922"	"inositol phosphomannosylinositol phosphoceramide B' (C24)[g]"	"s575"	"sa995"	"reactant"	"CDMT0000995"	""
"r_1922"	"inositol phosphomannosylinositol phosphoceramide B' (C24)[er]"	"s576"	"sa996"	"product"	"CDMT0000996"	""
"r_1923"	"inositol phosphomannosylinositol phosphoceramide C (C24)[g]"	"s577"	"sa997"	"reactant"	"CDMT0000997"	""
"r_1923"	"inositol phosphomannosylinositol phosphoceramide C (C24)[er]"	"s578"	"sa998"	"product"	"CDMT0000998"	""
"r_1924"	"inositol phosphomannosylinositol phosphoceramide D (C24)[g]"	"s579"	"sa999"	"reactant"	"CDMT0000999"	""
"r_1924"	"inositol phosphomannosylinositol phosphoceramide D (C24)[er]"	"s580"	"sa1000"	"product"	"CDMT00001000"	""
"r_1925"	"inositol phosphomannosylinositol phosphoceramide A (C26)[g]"	"s581"	"sa1001"	"reactant"	"CDMT00001001"	""
"r_1925"	"inositol phosphomannosylinositol phosphoceramide A (C26)[er]"	"s582"	"sa1002"	"product"	"CDMT00001002"	""
"r_1926"	"inositol phosphomannosylinositol phosphoceramide B (C26)[g]"	"s583"	"sa1003"	"reactant"	"CDMT00001003"	""
"r_1926"	"inositol phosphomannosylinositol phosphoceramide B (C26)[er]"	"s584"	"sa1004"	"product"	"CDMT00001004"	""
"r_1927"	"inositol phosphomannosylinositol phosphoceramide B' (C26)[g]"	"s585"	"sa1005"	"reactant"	"CDMT00001005"	""
"r_1927"	"inositol phosphomannosylinositol phosphoceramide B' (C26)[er]"	"s586"	"sa1006"	"product"	"CDMT00001006"	""
"r_1928"	"inositol phosphomannosylinositol phosphoceramide C (C26)[g]"	"s587"	"sa1007"	"reactant"	"CDMT00001007"	""
"r_1928"	"inositol phosphomannosylinositol phosphoceramide C (C26)[er]"	"s588"	"sa1008"	"product"	"CDMT00001008"	""
"r_1929"	"inositol phosphomannosylinositol phosphoceramide D (C26)[g]"	"s589"	"sa1009"	"reactant"	"CDMT00001009"	""
"r_1929"	"inositol phosphomannosylinositol phosphoceramide D (C26)[er]"	"s590"	"sa1010"	"product"	"CDMT00001010"	""
"r_1930"	"(S)-malate[p]"	"s402"	"sa1011"	"reactant"	"CDMT00001011"	""
"r_1930"	"oxaloacetate[c]"	"s224"	"sa1012"	"reactant"	"CDMT00001012"	""
"r_1930"	"(S)-malate[c]"	"s75"	"sa1013"	"product"	"CDMT00001013"	""
"r_1930"	"oxaloacetate[p]"	"s591"	"sa1014"	"product"	"CDMT00001014"	""
"r_1932"	"mannan[c]"	"s592"	"sa1015"	"reactant"	"CDMT00001015"	""
"r_1932"	"mannan[er]"	"s593"	"sa1016"	"product"	"CDMT00001016"	""
"r_1935"	"L-methionine[m]"	"s594"	"sa1017"	"reactant"	"CDMT00001017"	""
"r_1935"	"L-methionine[c]"	"s187"	"sa1018"	"product"	"CDMT00001018"	""
"r_1937"	"mannosylinositol phosphorylceramide A (C24)[g]"	"s595"	"sa1019"	"reactant"	"CDMT00001019"	""
"r_1937"	"mannosylinositol phosphorylceramide A (C24)[er]"	"s596"	"sa1020"	"product"	"CDMT00001020"	""
"r_1938"	"mannosylinositol phosphorylceramide B (C24)[g]"	"s597"	"sa1021"	"reactant"	"CDMT00001021"	""
"r_1938"	"mannosylinositol phosphorylceramide B (C24)[er]"	"s598"	"sa1022"	"product"	"CDMT00001022"	""
"r_1939"	"mannosylinositol phosphorylceramide B' (C24)[g]"	"s599"	"sa1023"	"reactant"	"CDMT00001023"	""
"r_1939"	"mannosylinositol phosphorylceramide B' (C24)[er]"	"s600"	"sa1024"	"product"	"CDMT00001024"	""
"r_1940"	"mannosylinositol phosphorylceramide C (C24)[g]"	"s601"	"sa1025"	"reactant"	"CDMT00001025"	""
"r_1940"	"mannosylinositol phosphorylceramide C (C24)[er]"	"s602"	"sa1026"	"product"	"CDMT00001026"	""
"r_1941"	"mannosylinositol phosphorylceramide D (C24)[g]"	"s603"	"sa1027"	"reactant"	"CDMT00001027"	""
"r_1941"	"mannosylinositol phosphorylceramide D (C24)[er]"	"s604"	"sa1028"	"product"	"CDMT00001028"	""
"r_1942"	"mannosylinositol phosphorylceramide A (C26)[g]"	"s605"	"sa1029"	"reactant"	"CDMT00001029"	""
"r_1942"	"mannosylinositol phosphorylceramide A (C26)[er]"	"s606"	"sa1030"	"product"	"CDMT00001030"	""
"r_1943"	"mannosylinositol phosphorylceramide B (C26)[g]"	"s607"	"sa1031"	"reactant"	"CDMT00001031"	""
"r_1943"	"mannosylinositol phosphorylceramide B (C26)[er]"	"s608"	"sa1032"	"product"	"CDMT00001032"	""
"r_1944"	"mannosylinositol phosphorylceramide B' (C26)[g]"	"s609"	"sa1033"	"reactant"	"CDMT00001033"	""
"r_1944"	"mannosylinositol phosphorylceramide B' (C26)[er]"	"s610"	"sa1034"	"product"	"CDMT00001034"	""
"r_1945"	"mannosylinositol phosphorylceramide C (C26)[g]"	"s611"	"sa1035"	"reactant"	"CDMT00001035"	""
"r_1945"	"mannosylinositol phosphorylceramide C (C26)[er]"	"s612"	"sa1036"	"product"	"CDMT00001036"	""
"r_1946"	"mannosylinositol phosphorylceramide D (C26)[g]"	"s613"	"sa1037"	"reactant"	"CDMT00001037"	""
"r_1946"	"mannosylinositol phosphorylceramide D (C26)[er]"	"s614"	"sa1038"	"product"	"CDMT00001038"	""
"r_1963"	"NADP(+)[c]"	"s615"	"sa1039"	"reactant"	"CDMT00001039"	""
"r_1963"	"NADP(+)[er]"	"s616"	"sa1040"	"product"	"CDMT00001040"	""
"r_1964"	"NADPH[c]"	"s617"	"sa1041"	"reactant"	"CDMT00001041"	""
"r_1964"	"NADPH[er]"	"s618"	"sa1042"	"product"	"CDMT00001042"	""
"r_1965"	"ammonium[c]"	"s51"	"sa1043"	"reactant"	"CDMT00001043"	""
"r_1965"	"ammonium[m]"	"s619"	"sa1044"	"product"	"CDMT00001044"	""
"r_1966"	"nicotinamide[c]"	"s620"	"sa1045"	"reactant"	"CDMT00001045"	""
"r_1966"	"nicotinamide[n]"	"s621"	"sa1046"	"product"	"CDMT00001046"	""
"r_1970"	"NMN[c]"	"s622"	"sa1047"	"reactant"	"CDMT00001047"	""
"r_1970"	"NMN[n]"	"s623"	"sa1048"	"product"	"CDMT00001048"	""
"r_1971"	"NMN[c]"	"s622"	"sa1049"	"reactant"	"CDMT00001049"	""
"r_1971"	"NMN[p]"	"s624"	"sa1050"	"product"	"CDMT00001050"	""
"r_1972"	"NMN[e]"	"s625"	"sa1051"	"reactant"	"CDMT00001051"	""
"r_1972"	"NMN[c]"	"s622"	"sa1052"	"product"	"CDMT00001052"	""
"r_1976"	"O-acetylcarnitine[c]"	"s61"	"sa1053"	"reactant"	"CDMT00001053"	""
"r_1976"	"O-acetylcarnitine[m]"	"s63"	"sa1054"	"product"	"CDMT00001054"	""
"r_1977"	"oxygen[c]"	"s626"	"sa1055"	"reactant"	"CDMT00001055"	""
"r_1977"	"oxygen[er]"	"s627"	"sa1056"	"product"	"CDMT00001056"	""
"r_1978"	"oxygen[c]"	"s626"	"sa1057"	"reactant"	"CDMT00001057"	""
"r_1978"	"oxygen[m]"	"s628"	"sa1058"	"product"	"CDMT00001058"	""
"r_1979"	"oxygen[e]"	"s629"	"sa1059"	"reactant"	"CDMT00001059"	""
"r_1979"	"oxygen[c]"	"s626"	"sa1060"	"product"	"CDMT00001060"	""
"r_1980"	"oxygen[c]"	"s626"	"sa1061"	"reactant"	"CDMT00001061"	""
"r_1980"	"oxygen[p]"	"s630"	"sa1062"	"product"	"CDMT00001062"	""
"r_1981"	"stearate[e]"	"s631"	"sa1063"	"reactant"	"CDMT00001063"	""
"r_1981"	"stearate[c]"	"s219"	"sa1064"	"product"	"CDMT00001064"	""
"r_1988"	"oxaloacetate[c]"	"s224"	"sa1065"	"reactant"	"CDMT00001065"	""
"r_1988"	"oxaloacetate[e]"	"s632"	"sa1066"	"product"	"CDMT00001066"	""
"r_1990"	"glutathione disulfide[e]"	"s633"	"sa1067"	"reactant"	"CDMT00001067"	""
"r_1990"	"glutathione disulfide[c]"	"s634"	"sa1068"	"product"	"CDMT00001068"	""
"r_1991"	"TRX1 disulphide[c]"	"s635"	"sa1069"	"reactant"	"CDMT00001069"	""
"r_1991"	"TRX1 disulphide[p]"	"s636"	"sa1070"	"product"	"CDMT00001070"	""
"r_1995"	"palmitoyl-CoA[c]"	"s292"	"sa1071"	"reactant"	"CDMT00001071"	""
"r_1995"	"palmitoyl-CoA[er]"	"s637"	"sa1072"	"product"	"CDMT00001072"	""
"r_1996"	"pantetheine 4'-phosphate[c]"	"s638"	"sa1073"	"reactant"	"CDMT00001073"	""
"r_1996"	"pantetheine 4'-phosphate[m]"	"s639"	"sa1074"	"product"	"CDMT00001074"	""
"r_1998"	"adenosine 3',5'-bismonophosphate[e]"	"s640"	"sa1075"	"reactant"	"CDMT00001075"	""
"r_1998"	"adenosine 3',5'-bismonophosphate[c]"	"s369"	"sa1076"	"product"	"CDMT00001076"	""
"r_2002"	"phenylacetaldehyde[c]"	"s641"	"sa1077"	"reactant"	"CDMT00001077"	""
"r_2002"	"phenylacetaldehyde[e]"	"s642"	"sa1078"	"product"	"CDMT00001078"	""
"r_2003"	"phenylacetaldehyde[c]"	"s641"	"sa1079"	"reactant"	"CDMT00001079"	""
"r_2003"	"phenylacetaldehyde[m]"	"s643"	"sa1080"	"product"	"CDMT00001080"	""
"r_2004"	"L-phenylalanine[c]"	"s189"	"sa1081"	"reactant"	"CDMT00001081"	""
"r_2004"	"L-phenylalanine[m]"	"s644"	"sa1082"	"product"	"CDMT00001082"	""
"r_2008"	"phosphate[c]"	"s7"	"sa1083"	"reactant"	"CDMT00001083"	""
"r_2008"	"phosphate[v]"	"s645"	"sa1084"	"product"	"CDMT00001084"	""
"r_2022"	"protoporphyrinogen[c]"	"s646"	"sa1085"	"reactant"	"CDMT00001085"	""
"r_2022"	"protoporphyrinogen[m]"	"s647"	"sa1086"	"product"	"CDMT00001086"	""
"r_2023"	"PRPP[c]"	"s648"	"sa1087"	"reactant"	"CDMT00001087"	""
"r_2023"	"PRPP[m]"	"s649"	"sa1088"	"product"	"CDMT00001088"	""
"r_2032"	"diphosphate[c]"	"s450"	"sa1089"	"reactant"	"CDMT00001089"	""
"r_2032"	"diphosphate[m]"	"s650"	"sa1090"	"product"	"CDMT00001090"	""
"r_2036"	"quinolinate[c]"	"s651"	"sa1091"	"reactant"	"CDMT00001091"	""
"r_2036"	"quinolinate[m]"	"s652"	"sa1092"	"product"	"CDMT00001092"	""
"r_2037"	"TRX1[c]"	"s653"	"sa1093"	"reactant"	"CDMT00001093"	""
"r_2037"	"TRX1[p]"	"s654"	"sa1094"	"product"	"CDMT00001094"	""
"r_2039"	"riboflavin[c]"	"s655"	"sa1095"	"reactant"	"CDMT00001095"	""
"r_2039"	"riboflavin[m]"	"s656"	"sa1096"	"product"	"CDMT00001096"	""
"r_2040"	"riboflavin[e]"	"s657"	"sa1097"	"reactant"	"CDMT00001097"	""
"r_2040"	"riboflavin[c]"	"s655"	"sa1098"	"product"	"CDMT00001098"	""
"r_2041"	"D-ribose[e]"	"s658"	"sa1099"	"reactant"	"CDMT00001099"	""
"r_2041"	"D-ribose[c]"	"s659"	"sa1100"	"product"	"CDMT00001100"	""
"r_2042"	"S-adenosyl-L-homocysteine[c]"	"s660"	"sa1101"	"reactant"	"CDMT00001101"	""
"r_2042"	"S-adenosyl-L-homocysteine[m]"	"s661"	"sa1102"	"product"	"CDMT00001102"	""
"r_2045"	"L-serine[c]"	"s193"	"sa1103"	"reactant"	"CDMT00001103"	""
"r_2045"	"L-serine[m]"	"s662"	"sa1104"	"product"	"CDMT00001104"	""
"r_2053"	"squalene[c]"	"s663"	"sa1105"	"reactant"	"CDMT00001105"	""
"r_2053"	"squalene[er]"	"s664"	"sa1106"	"product"	"CDMT00001106"	""
"r_2054"	"(S)-2,3-epoxysqualene[er]"	"s665"	"sa1107"	"reactant"	"CDMT00001107"	""
"r_2054"	"(S)-2,3-epoxysqualene[c]"	"s666"	"sa1108"	"product"	"CDMT00001108"	""
"r_2057"	"succinate[e]"	"s667"	"sa1109"	"reactant"	"CDMT00001109"	""
"r_2057"	"succinate[c]"	"s254"	"sa1110"	"product"	"CDMT00001110"	""
"r_2063"	"tetracosanoyl-CoA[c]"	"s304"	"sa1111"	"reactant"	"CDMT00001111"	""
"r_2063"	"tetracosanoyl-CoA[er]"	"s668"	"sa1112"	"product"	"CDMT00001112"	""
"r_2072"	"L-threonine[c]"	"s195"	"sa1113"	"reactant"	"CDMT00001113"	""
"r_2072"	"L-threonine[m]"	"s669"	"sa1114"	"product"	"CDMT00001114"	""
"r_2075"	"thymidine[e]"	"s670"	"sa1115"	"reactant"	"CDMT00001115"	""
"r_2075"	"thymidine[c]"	"s671"	"sa1116"	"product"	"CDMT00001116"	""
"r_2080"	"trehalose[c]"	"s286"	"sa1117"	"reactant"	"CDMT00001117"	""
"r_2080"	"trehalose[v]"	"s672"	"sa1118"	"product"	"CDMT00001118"	""
"r_2082"	"L-tryptophan[c]"	"s197"	"sa1119"	"reactant"	"CDMT00001119"	""
"r_2082"	"L-tryptophan[m]"	"s673"	"sa1120"	"product"	"CDMT00001120"	""
"r_2084"	"tryptophol[c]"	"s674"	"sa1121"	"reactant"	"CDMT00001121"	""
"r_2084"	"tryptophol[e]"	"s675"	"sa1122"	"product"	"CDMT00001122"	""
"r_2085"	"tryptophol[c]"	"s674"	"sa1123"	"reactant"	"CDMT00001123"	""
"r_2085"	"tryptophol[m]"	"s676"	"sa1124"	"product"	"CDMT00001124"	""
"r_2086"	"L-tyrosine[c]"	"s199"	"sa1125"	"reactant"	"CDMT00001125"	""
"r_2086"	"L-tyrosine[m]"	"s677"	"sa1126"	"product"	"CDMT00001126"	""
"r_2087"	"L-tyrosine[c]"	"s199"	"sa1127"	"reactant"	"CDMT00001127"	""
"r_2087"	"L-tyrosine[p]"	"s678"	"sa1128"	"product"	"CDMT00001128"	""
"r_2089"	"UMP[c]"	"s280"	"sa1129"	"reactant"	"CDMT00001129"	""
"r_2089"	"UMP[n]"	"s679"	"sa1130"	"product"	"CDMT00001130"	""
"r_2093"	"L-valine[c]"	"s202"	"sa1131"	"reactant"	"CDMT00001131"	""
"r_2093"	"L-valine[m]"	"s680"	"sa1132"	"product"	"CDMT00001132"	""
"r_2094"	"H2O[c]"	"s3"	"sa1133"	"reactant"	"CDMT00001133"	""
"r_2094"	"H2O[er]"	"s681"	"sa1134"	"product"	"CDMT00001134"	""
"r_2095"	"H2O[c]"	"s3"	"sa1135"	"reactant"	"CDMT00001135"	""
"r_2095"	"H2O[g]"	"s682"	"sa1136"	"product"	"CDMT00001136"	""
"r_2096"	"H2O[c]"	"s3"	"sa1137"	"reactant"	"CDMT00001137"	""
"r_2096"	"H2O[m]"	"s683"	"sa1138"	"product"	"CDMT00001138"	""
"r_2097"	"H2O[c]"	"s3"	"sa1139"	"reactant"	"CDMT00001139"	""
"r_2097"	"H2O[n]"	"s684"	"sa1140"	"product"	"CDMT00001140"	""
"r_2098"	"H2O[c]"	"s3"	"sa1141"	"reactant"	"CDMT00001141"	""
"r_2098"	"H2O[p]"	"s685"	"sa1142"	"product"	"CDMT00001142"	""
"r_2099"	"H2O[c]"	"s3"	"sa1143"	"reactant"	"CDMT00001143"	""
"r_2099"	"H2O[v]"	"s686"	"sa1144"	"product"	"CDMT00001144"	""
"r_2101"	"9H-xanthine[e]"	"s687"	"sa1145"	"reactant"	"CDMT00001145"	""
"r_2101"	"9H-xanthine[c]"	"s688"	"sa1146"	"product"	"CDMT00001146"	""
"r_2103"	"xanthosine[e]"	"s689"	"sa1147"	"reactant"	"CDMT00001147"	""
"r_2103"	"xanthosine[c]"	"s690"	"sa1148"	"product"	"CDMT00001148"	""
"r_2105"	"xylitol[e]"	"s691"	"sa1149"	"reactant"	"CDMT00001149"	""
"r_2105"	"xylitol[c]"	"s692"	"sa1150"	"product"	"CDMT00001150"	""
"r_2107"	"zymosterol[ce]"	"s284"	"sa1151"	"reactant"	"CDMT00001151"	""
"r_2107"	"zymosterol[c]"	"s693"	"sa1152"	"product"	"CDMT00001152"	""
"r_2125"	"coenzyme A[c]"	"s80"	"sa1153"	"reactant"	"CDMT00001153"	""
"r_2125"	"coenzyme A[lp]"	"s694"	"sa1154"	"product"	"CDMT00001154"	""
"r_2129"	"H+[c]"	"s6"	"sa1155"	"reactant"	"CDMT00001155"	""
