"query"	"ko"	"orginal_s288c"
"6201-YMR139W"	"K12766"	"YMR139W"
"6202-YMR140W"	""	NA
"6203-YMR141C"	""	NA
"6204-YMR142C_NumOfGenes_2"	"K02873"	"YMR142C;YDL082W"
"6205-YMR143W"	""	NA
"6206-YMR144W"	""	NA
"6207-YMR145C"	"K17871"	"YDL085W;YMR145C;YML120C"
"6208-YMR146C"	"K03246"	"YMR146C"
"6209-YMR147W"	""	NA
"6210-YMR148W"	""	NA
"6211-YMR149W"	"K12667"	"YMR149W"
"6212-YMR150C"	"K09647"	"YMR150C"
"6213-YMR151W"	""	NA
"6214-YMR152W"	""	NA
"6215-YMR153W_NumOfGenes_2"	"K14313"	"YMR153W"
"6216-YMR154C"	""	NA
"6217-YMR155W"	""	NA
"6218-YMR156C"	"K08075"	"YMR156C"
"6219-YMR157C"	""	NA
"6220-YMR158C-A"	""	NA
"6221-YMR158W"	""	NA
"6222-YMR159C_NumOfGenes_2"	"K08340"	"YMR159C"
"6223-YMR160W"	""	NA
"6224-YMR161W"	"K09518"	"YMR161W"
"6225-YMR162C"	"K01530"	"YDR093W;YER166W;YIL048W;YMR162C"
"6226-YMR163C"	""	NA
"6227-YMR164C"	"K19816"	"YMR164C"
"6228-YMR165C"	"K15728"	"YMR165C"
"6229-YMR166C"	""	NA
"6230-YMR167W"	"K08734"	"YMR167W"
"6231-YMR168C"	"K11575"	"YMR168C"
"6232-YMR169C"	"K00129"	"YMR169C;YMR170C"
"6233-YMR170C"	"K00129"	"YMR169C;YMR170C"
"6234-YMR171C"	""	NA
"6235-YMR172W_NumOfGenes_2"	"K19815"	"YMR172W"
"6236-YMR173W_NumOfGenes_3"	""	NA
"6237-YMR174C_NumOfGenes_2"	""	NA
"6238-YMR175W_NumOfGenes_2"	""	NA
"6239-YMR175W-A_NumOfGenes_2"	""	NA
"6240-YMR176W"	""	NA
"6241-YMR177W"	""	NA
"6242-YMR178W"	""	NA
"6243-YMR179W"	""	NA
"6244-YMR180C"	"K01098"	"YPL228W;YMR180C"
"6245-YMR181C"	""	NA
"6246-YMR182C"	""	NA
"6247-YMR182W-A"	""	NA
"6248-YMR183C_NumOfGenes_2"	"K08486"	"YMR183C;YPL232W"
"6249-YMR184W_NumOfGenes_2"	""	NA
"6250-YMR185W_NumOfGenes_2"	""	NA
"6251-YMR186W_NumOfGenes_2"	"K04079"	"YPL240C;YMR186W"
"6252-YMR187C"	""	NA
"6253-YMR188C"	"K02961"	"YMR188C"
"6254-YMR189W"	"K00281"	"YMR189W"
"6255-YMR190C"	"K10901"	"YMR190C"
"6256-YMR191W"	""	NA
"6257-YMR192W"	""	NA
"6258-YMR193W"	"K02902"	"YMR193W"
"6259-YMR194C-A"	""	NA
"6260-YMR194C-B"	""	NA
"6261-YMR194W_NumOfGenes_2"	""	NA
"6262-YMR195W"	""	NA
"6263-YMR196W"	""	NA
"6264-YMR197C"	"K08493"	"YMR197C"
"6265-YMR198W"	""	NA
"6266-YMR199W"	"K12760"	"YMR199W"
"6267-YMR200W"	""	NA
"6268-YMR201C"	"K10847"	"YMR201C"
"6269-YMR202W"	"K09829"	"YMR202W"
"6270-YMR203W"	"K11518"	"YMR203W"
"6271-YMR204C"	""	NA
"6272-YMR205C"	"K00850"	"YMR205C;YGR240C"
"6273-YMR206W"	""	NA
"6274-YMR207C"	"K11262"	"YNR016C;YMR207C"
"6275-YMR208W"	"K00869"	"YMR208W"
"6276-YMR209C"	""	NA
"6277-YMR210W"	"K07019"	"YBR177C;YPL095C;YMR210W"
"6278-YMR211W"	""	NA
"6279-YMR212C"	"K21842"	"YMR212C"
"6280-YMR213W"	"K12860"	"YMR213W"
"6281-YMR214W"	"K14002"	"YMR214W"
"6282-YMR215W"	""	NA
"6283-YMR216C"	"K08832"	"YMR216C"
"6284-YMR217W"	"K01951"	"YMR217W"
"6285-YMR218C"	"K20307"	"YMR218C"
"6286-YMR219W"	""	NA
"6287-YMR220W"	"K00938"	"YMR220W"
"6288-YMR221C"	""	NA
"6289-YMR222C"	""	NA
"6290-YMR223W"	"K11366"	"YMR223W"
"6291-YMR224C"	"K10865"	"YMR224C"
"6292-YMR225C"	"K17434"	"YMR225C"
"6293-YMR226C"	"K16066"	"YMR226C"
"6294-YMR227C"	"K03132"	"YMR227C"
"6295-YMR228W"	"K15267"	"YMR228W"
"6296-YMR229C"	"K14792"	"YMR229C"
"6297-YMR230W"	""	NA
"6298-YMR230W-A"	""	NA
"6299-YMR231W"	"K20179"	"YMR231W"
"6300-YMR232W"	""	NA
"6301-YMR233W"	"K15223"	"YMR233W;YOR295W"
"6302-YMR234W"	"K03469"	"YMR234W"
"6303-YMR235C"	"K14319"	"YMR235C"
"6304-YMR236W"	"K03133"	"YMR236W"
"6305-YMR237W"	"K19881"	"YMR237W;YOR299W"
"6306-YMR238W"	"K08257"	"YKL046C;YMR238W"
"6307-YMR239C"	"K03685"	"YMR239C"
"6308-YMR240C"	"K12829"	"YMR240C"
"6309-YMR241W"	""	NA
"6310-YMR242C"	"K02882"	"YOR312C;YMR242C"
"6311-YMR242W-A"	""	NA
"6312-YMR243C"	"K14688"	"YMR243C;YOR316C"
"6313-YMR244C-A_NumOfGenes_2"	"K18179"	"YMR244C-A"
"6314-YMR244W"	""	NA
"6315-YMR246W"	"K01897"	"YOR317W;YMR246W;YER015W;YIL009W"
"6316-YMR247C"	"K22377"	NA
"6317-YMR247W-A"	""	NA
"6318-YMR250W"	"K01580"	"YMR250W"
"6319-YMR251W"	""	NA
"6320-YMR251W-A"	""	NA
"6321-YMR252C"	""	NA
"6322-YMR253C"	""	NA
"6323-YMR254C"	""	NA
"6324-YMR255W"	"K18731"	"YMR255W"
"6325-YMR256C"	"K02269"	"YMR256C;YDL067C"
"6326-YMR257C"	"K17667"	"YMR257C"
"6327-YMR258C"	""	NA
"6328-YMR259C"	""	NA
"6329-YMR260C"	"K03236"	"YMR260C"
"6330-YMR261C"	"K22337"	NA
"6331-YMR262W"	""	NA
"6332-YMR263W"	"K19202"	"YMR263W"
"6333-YMR264W"	"K14022"	"YMR264W"
"6334-YMR265C"	""	NA
"6335-YMR266W"	"K21989"	"YOL084W;YLL005C;YLR241W;YMR266W"
"6336-YMR267W"	"K01507"	"YMR267W;YBR011C"
"6337-YMR268C"	""	NA
"6338-YMR269W"	"K14796"	"YMR269W"
"6339-YMR270C"	"K15220"	"YMR270C"
"6340-YMR271C"	"K00762"	"YML106W;YMR271C"
"6341-YMR272C_NumOfGenes_2"	"K19703"	"YMR272C"
"6342-YMR272W-B"	""	NA
"6343-YMR273C"	""	NA
"6344-YMR274C"	"K08658"	"YMR274C"
"6345-YMR275C"	""	NA
"6346-YMR276W"	"K04523"	"YMR276W"
"6347-YMR277W"	"K15732"	"YMR277W"
"6348-YMR278W"	"K01835"	"YMR105C;YKL127W;YMR278W"
"6349-YMR279C"	"K08165"	"YML116W;YMR279C"
"6350-YMR280C"	"K09240"	"YMR280C"
"6351-YMR281W"	"K03434"	"YMR281W"
"6352-YMR282C"	"K17672"	"YMR282C"
"6353-YMR283C"	"K15463"	"YMR283C"
"6354-YMR284W"	"K10884"	"YMR284W"
"6355-YMR285C"	"K14812"	"YMR285C"
"6356-YMR286W"	""	NA
"6357-YMR287C"	"K19782"	"YMR287C"
"6358-YMR288W"	"K12828"	"YMR288W"
"6359-YMR289W"	"K02619"	NA
"6360-YMR290C"	"K13179"	"YMR290C"
"6361-YMR290W-A"	""	NA
"6362-YMR291W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"6363-YMR292W"	""	NA
"6364-YMR293C"	"K02433"	"YMR293C"
"6365-YMR294W"	"K18599"	"YMR294W"
"6366-YMR295C_NumOfGenes_2"	""	NA
"6367-YMR296C"	"K00654"	"YDR062W;YMR296C"
"6368-YMR297W"	"K13289"	"YMR297W;YBR139W"
"6369-YMR298W"	""	NA
"6370-YMR299C"	""	NA
"6371-YMR300C"	"K00764"	"YMR300C"
"6372-YMR301C"	"K05663"	"YMR301C"
"6373-YMR302C"	""	NA
"6374-YMR303C"	"K13953"	"YOL086C;YMR303C;YBR145W;YMR083W"
"6375-YMR304C-A"	""	NA
"6376-YMR304W"	"K11838"	"YMR304W"
"6377-YMR305C"	""	NA
"6378-YMR306W_NumOfGenes_2"	"K00706"	"YMR306W;YLR342W;YGR032W"
"6379-YMR307W_NumOfGenes_2"	""	NA
"6380-YMR308C"	"K20222"	"YMR308C"
"6381-YMR309C"	"K03252"	"YMR309C"
"6382-YMR310C"	"K09142"	"YGR283C;YMR310C"
"6383-YMR311C"	"K16833"	"YMR311C"
"6384-YMR312W"	"K11377"	"YMR312W"
"6385-YMR313C"	"K14675"	"YMR313C"
"6386-YMR314W"	"K02725"	"YMR314W"
"6387-YMR315W"	""	NA
"6388-YMR315W-A"	""	NA
"6389-YMR316C-A"	""	NA
"6390-YMR316W"	""	NA
"6391-YMR317W_NumOfGenes_3"	""	NA
"6392-YMR318C"	"K00002"	"YCR105W;YMR318C"
"6393-YMR319C"	"K19792"	"YMR319C"
"6394-YMR320W"	""	NA
"6395-YMR324C"	""	NA
"6396-YMR326C_NumOfGenes_2"	""	NA
"6397-YNL001W"	"K06965"	"YNL001W"
"6398-YNL002C"	"K02937"	"YPL198W;YNL002C;YGL076C"
"6399-YNL003C"	"K15111"	"YNL003C"
"6400-YNL004W"	""	NA
"6401-YNL005C"	""	NA
"6402-YNL006W"	"K08266"	"YNL006W"
"6403-YNL007C"	"K09510"	"YNL007C"
"6404-YNL008C"	""	NA
"6405-YNL009W"	"K00031"	"YNL009W;YDL066W;YLR174W"
"6406-YNL010W"	""	NA
"6407-YNL011C"	""	NA
"6408-YNL012W"	"K13357"	"YNL012W"
"6409-YNL014W_NumOfGenes_2"	"K03235"	"YNL014W;YPL226W;YLR249W"
"6410-YNL015W"	""	NA
"6411-YNL016W"	"K13201"	"YNL016W"
"6412-YNL017C"	""	NA
"6413-YNL018C_NumOfGenes_2"	""	NA
"6414-YNL020C"	"K08853"	"YIL095W;YNL020C"
"6415-YNL021W"	"K11407"	"YNL021W"
"6416-YNL022C"	"K15264"	"YNL022C"
"6417-YNL023C"	"K12236"	"YNL023C"
"6418-YNL024C"	"K21804"	"YNL024C"
"6419-YNL024C-A"	""	NA
"6420-YNL025C"	"K15161"	"YNL025C"
"6421-YNL026W"	"K07277"	"YNL026W"
"6422-YNL027W"	"K21543"	"YNL027W"
"6423-YNL028W"	""	NA
"6424-YNL029C"	"K03854"	"YBR199W;YIL085C;YJL139C;YKR061W;YNL029C"
"6425-YNL031C"	"K11253"	"YBR010W;YNL031C"
"6426-YNL032W"	"K18045"	"YNL032W"
"6427-YNL033W_NumOfGenes_2"	""	NA
"6428-YNL035C"	""	NA
"6429-YNL036W"	"K01673"	"YNL036W"
"6430-YNL037C"	"K00030"	"YOR136W;YNL037C"
"6431-YNL038W"	"K03858"	"YNL038W"
"6432-YNL039W"	"K15198"	"YNL039W"
"6433-YNL040W"	"K07050"	"YNL040W"
"6434-YNL041C"	"K20293"	"YNL041C"
"6435-YNL042W"	""	NA
"6436-YNL042W-B"	""	NA
"6437-YNL044W_NumOfGenes_2"	""	NA
"6438-YNL045W"	"K01254"	"YNL045W"
"6439-YNL046W"	""	NA
"6440-YNL047C"	""	NA
"6441-YNL048W"	"K03844"	"YNL048W"
"6442-YNL049C"	"K14007"	"YIL109C;YHR098C;YNL049C"
"6443-YNL050C"	""	NA
"6444-YNL051W"	""	NA
"6445-YNL052W"	"K02263"	"YNL052W;YIL111W"
"6446-YNL053W"	"K11240"	"YNL053W"
"6447-YNL054W"	""	NA
"6448-YNL055C"	"K15040"	"YNL055C"
"6449-YNL056W"	"K18044"	"YNL056W"
"6450-YNL058C_NumOfGenes_2"	""	NA
"6451-YNL059C"	"K11672"	"YNL059C"
"6452-YNL061W"	"K14835"	"YNL061W"
"6453-YNL062C"	"K03256"	"YNL062C"
"6454-YNL063W"	""	NA
"6455-YNL064C"	"K09503"	"YNL064C"
"6456-YNL065W"	""	NA
"6457-YNL066W"	"K01238"	"YKR042W;YNL066W;YIL123W"
"6458-YNL067W"	"K02940"	"YNL067W;YGL147C"
"6459-YNL067W-A"	""	NA
"6460-YNL067W-B"	""	NA
"6461-YNL068C"	""	NA
"6462-YNL069C"	""	NA
"6463-YNL070W"	"K17771"	"YNL070W"
"6464-YNL071W"	"K00627"	"YNL071W"
"6465-YNL072W"	"K10743"	"YNL072W"
"6466-YNL073W"	"K04567"	"YDR037W;YNL073W"
"6467-YNL074C"	""	NA
"6468-YNL075W"	"K14561"	"YNL075W"
"6469-YNL076W"	""	NA
"6470-YNL077W"	""	NA
"6471-YNL078W"	""	NA
"6472-YNL079C"	"K17945"	"YIL138C;YNL079C"
"6473-YNL080C"	""	NA
"6474-YNL081C"	"K02952"	"YNL081C"
"6475-YNL082W"	"K10858"	"YNL082W"
"6476-YNL083W"	"K14684"	"YNL083W;YPR011C"
"6477-YNL084C"	"K20048"	"YNL084C"
"6478-YNL085W"	""	NA
"6479-YNL086W"	"K22241"	NA
"6480-YNL087W"	""	NA
"6481-YNL088W"	"K03164"	"YNL088W"
"6482-YNL090W_NumOfGenes_2"	"K07975"	"YIL118W;YKR055W;YNL090W;YNL180C"
"6483-YNL091W"	""	NA
"6484-YNL092W"	"K19787"	"YNL092W"
"6485-YNL093W"	"K07976"	"YNL093W;YBR264C"
"6486-YNL094W"	""	NA
"6487-YNL095C"	"K07088"	"YBR287W;YLR152C;YNL095C;YOR092W"
"6488-YNL096C"	"K02993"	"YOR096W;YNL096C"
"6489-YNL097C_NumOfGenes_2"	""	NA
"6490-YNL097C-B"	""	NA
"6491-YNL098C"	"K07827"	"YNL098C;YOR101W"
"6492-YNL099C"	"K18043"	"YNL099C"
"6493-YNL100W"	"K17789"	"YNL100W"
"6494-YNL101W"	"K14209"	"YNL101W;YKL146W"
"6495-YNL102W"	"K02320"	"YNL102W"
"6496-YNL103W"	""	NA
"6497-YNL103W-A"	""	NA
"6498-YNL104C"	"K01649"	"YNL104C;YOR108W"
"6499-YNL106C_NumOfGenes_2"	"K20279"	"YIL002C;YNL106C;YOR109W"
"6500-YNL107W"	"K11341"	"YNL107W"
"6501-YNL108C_NumOfGenes_2"	"K15206"	"YOR110W;YNL108C"
"6502-YNL110C"	"K14838"	"YNL110C"
"6503-YNL111C"	""	NA
"6504-YNL112W"	"K12823"	"YNL112W"
"6505-YNL113W_NumOfGenes_2"	"K03020"	"YNL113W"
"6506-YNL115C"	""	NA
"6507-YNL116W"	""	NA
"6508-YNL117W"	"K01638"	"YIR031C;YNL117W"
"6509-YNL118C"	"K12613"	"YNL118C"
"6510-YNL119W_NumOfGenes_2"	"K14169"	"YNL119W"
"6511-YNL121C"	"K17768"	"YNL121C"
"6512-YNL122C"	""	NA
"6513-YNL123W"	"K22686"	NA
"6514-YNL124W"	"K14763"	"YNL124W"
"6515-YNL125C"	""	NA
"6516-YNL126W"	"K16570"	"YNL126W"
"6517-YNL127W"	""	NA
"6518-YNL128W"	""	NA
"6519-YNL129W"	"K10524"	"YNL129W"
"6520-YNL130C"	""	NA
"6521-YNL130C-A"	""	NA
"6522-YNL131W"	"K17769"	"YNL131W"
"6523-YNL132W"	"K14521"	"YNL132W"
"6524-YNL133C"	""	NA
"6525-YNL134C"	""	NA
"6526-YNL135C"	"K09568"	"YNL135C"
"6527-YNL136W"	"K11399"	"YNL136W"
"6528-YNL137C"	""	NA
"6529-YNL138W"	"K17261"	"YNL138W"
"6530-YNL138W-A"	""	NA
"6531-YNL139C_NumOfGenes_2"	"K12879"	"YNL139C"
"6532-YNL141W"	"K01488"	"YNL141W"
"6533-YNL142W"	"K03320"	"YNL142W;YGR121C;YPR138C"
"6534-YNL143C"	""	NA
"6535-YNL144C_NumOfGenes_2"	""	NA
"6536-YNL145W"	"K11235"	"YDR461W;YNL145W"
"6537-YNL146C-A"	""	NA
"6538-YNL146W"	""	NA
"6539-YNL147W"	"K12626"	"YNL147W"
"6540-YNL148C"	"K17262"	"YNL148C"
"6541-YNL149C"	""	NA
"6542-YNL150W"	""	NA
"6543-YNL151C"	"K03024"	"YNL151C"
"6544-YNL152W"	""	NA
"6545-YNL153C"	"K09550"	"YNL153C"
"6546-YNL154C"	"K02218"	"YNL154C;YHR135C"
"6547-YNL155W"	"K07059"	"YNL155W;YOR052C"
"6548-YNL156C"	""	NA
"6549-YNL157W"	""	NA
"6550-YNL158W"	""	NA
"6551-YNL159C"	""	NA
"6552-YNL160W"	""	NA
"6553-YNL161W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"6554-YNL162W"	""	NA
"6555-YNL162W-A"	""	NA
"6556-YNL163C"	"K14536"	"YNL163C"
"6557-YNL164C"	""	NA
"6558-YNL165W"	""	NA
"6559-YNL166C"	""	NA
"6560-YNL167C"	"K09051"	"YNL167C"
"6561-YNL168C"	""	NA
"6562-YNL169C"	"K01613"	"YNL169C;YGR170W"
"6563-YNL170W"	""	NA
"6564-YNL171C"	""	NA
"6565-YNL172W"	"K03348"	"YNL172W"
"6566-YNL173C"	""	NA
"6567-YNL175C_NumOfGenes_2"	""	NA
"6568-YNL176C_NumOfGenes_2"	""	NA
"6569-YNL177C_NumOfGenes_2"	""	NA
"6570-YNL178W_NumOfGenes_2"	"K02985"	"YNL178W"
"6571-YNL179C"	""	NA
"6572-YNL180C_NumOfGenes_2"	"K07975"	"YIL118W;YKR055W;YNL090W;YNL180C"
"6573-YNL181W"	""	NA
"6574-YNL182C"	"K14829"	"YNL182C"
"6575-YNL183C"	""	NA
"6576-YNL184C"	""	NA
"6577-YNL185C"	"K02867"	"YNL185C"
"6578-YNL186W"	"K11873"	"YNL186W"
"6579-YNL187W"	""	NA
"6580-YNL188W"	""	NA
"6581-YNL189W"	""	NA
"6582-YNL190W"	""	NA
"6583-YNL191W"	"K18802"	"YNL191W"
"6584-YNL192W"	"K00698"	"YNL192W;YBR023C;YBR038W"
"6585-YNL193W"	""	NA
"6586-YNL194C"	""	NA
"6587-YNL195C"	""	NA
"6588-YNL196C"	""	NA
"6589-YNL197C"	""	NA
"6590-YNL198C"	""	NA
"6591-YNL199C_NumOfGenes_2"	"K21671"	"YNL199C"
"6592-YNL200C_NumOfGenes_2"	"K17759"	"YNL200C"
"6593-YNL201C_NumOfGenes_2"	"K17491"	"YNL201C"
"6594-YNL202W_NumOfGenes_3"	"K13237"	"YNL202W"
"6595-YNL204C_NumOfGenes_2"	""	NA
"6596-YNL205C"	""	NA
"6597-YNL206C_NumOfGenes_2"	""	NA
"6598-YNL207W_NumOfGenes_2"	"K07179"	"YNL207W"
"6599-YNL208W"	""	NA
"6600-YNL210W"	""	NA
"6601-YNL211C"	""	NA
"6602-YNL212W"	""	NA
"6603-YNL213C"	""	NA
"6604-YNL214W"	""	NA
"6605-YNL215W"	"K11676"	"YNL215W"
"6606-YNL216W"	"K09426"	"YNL216W"
"6607-YNL217W"	""	NA
"6608-YNL218W"	"K07478"	"YNL218W"
"6609-YNL219C"	"K03846"	"YNL219C"
"6610-YNL220W"	"K01939"	"YNL220W"
"6611-YNL221C"	"K01164"	"YNL221C"
"6612-YNL222W"	"K15544"	"YNL222W"
"6613-YNL223W"	"K08342"	"YNL223W"
"6614-YNL224C"	""	NA
"6615-YNL225C"	""	NA
"6616-YNL226W"	""	NA
"6617-YNL227C_NumOfGenes_2"	"K09506"	"YNL227C"
"6618-YNL229C"	"K00799"	"YIR038C;YNL229C"
"6619-YNL230C"	"K15077"	"YNL230C"
"6620-YNL231C"	""	NA
"6621-YNL232W"	"K07573"	"YNL232W"
"6622-YNL233W"	"K18638"	"YNL233W"
"6623-YNL234W"	""	NA
"6624-YNL235C"	""	NA
"6625-YNL236W"	"K15160"	"YNL236W"
"6626-YNL237W"	""	NA
"6627-YNL238W"	"K01341"	"YNL238W"
"6628-YNL239W"	"K01372"	"YNL239W"
"6629-YNL240C"	""	NA
"6630-YNL241C"	"K00036"	"YNL241C"
"6631-YNL242W"	"K17906"	"YNL242W"
"6632-YNL243W"	"K20040"	"YNL243W"
"6633-YNL244C"	"K03113"	"YNL244C"
"6634-YNL245C"	""	NA
"6635-YNL246W"	""	NA
"6636-YNL247W"	"K01883"	"YNL247W"
"6637-YNL248C"	"K03005"	"YNL248C"
"6638-YNL249C"	""	NA
"6639-YNL250W"	"K10866"	"YNL250W"
"6640-YNL251C_NumOfGenes_2"	"K15560"	"YNL251C"
"6641-YNL252C_NumOfGenes_2"	"K17427"	"YNL252C"
"6642-YNL253W_NumOfGenes_2"	"K12880"	"YNL253W"
"6643-YNL254C"	""	NA
"6644-YNL255C_NumOfGenes_2"	"K09250"	"YNL255C"
"6645-YNL256W_NumOfGenes_2"	"K13939"	"YNL256W"
"6646-YNL257C"	""	NA
"6647-YNL258C_NumOfGenes_2"	"K11578"	"YNL258C"
"6648-YNL259C_NumOfGenes_3"	"K07213"	"YNL259C"
"6649-YNL261W_NumOfGenes_2"	"K02607"	"YNL261W"
"6650-YNL262W_NumOfGenes_2"	"K02324"	"YNL262W"
"6651-YNL263C"	"K20362"	"YNL263C"
"6652-YNL264C"	""	NA
"6653-YNL265C_NumOfGenes_2"	"K19476"	"YNL265C"
"6654-YNL267W"	"K19801"	"YNL267W"
"6655-YNL268W_NumOfGenes_2"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"6656-YNL269W"	""	NA
"6657-YNL270C_NumOfGenes_2"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"6658-YNL271C"	"K11238"	"YNL271C"
"6659-YNL272C"	"K19940"	"YNL272C"
"6660-YNL273W"	"K10997"	"YNL273W"
"6661-YNL274C"	"K00015"	"YNL274C"
"6662-YNL275W"	""	NA
"6663-YNL277W_NumOfGenes_2"	"K00641"	"YNL277W"
"6664-YNL277W-A"	""	NA
"6665-YNL278W"	"K12609"	"YNL278W;YLR187W"
"6666-YNL279W"	""	NA
"6667-YNL280C"	"K00222"	"YNL280C"
"6668-YNL281W"	""	NA
"6669-YNL282W"	"K14522"	"YNL282W"
"6670-YNL283C"	"K11244"	"YNL283C;YOR008C;YOL105C"
"6671-YNL284C"	"K02876"	"YNL284C"
"6672-YNL285W"	""	NA
"6673-YNL286W"	"K13093"	"YNL286W"
"6674-YNL287W"	"K17267"	"YNL287W"
"6675-YNL288W"	"K12606"	"YNL288W"
"6676-YNL289W"	"K06656"	"YNL289W"
"6677-YNL290W"	"K10756"	"YNL290W;YBR087W"
"6678-YNL291C"	"K08284"	"YNL291C"
"6679-YNL292W"	"K03177"	"YNL292W"
"6680-YNL293W"	"K19953"	"YNL293W;YOL112W"
"6681-YNL294C"	""	NA
"6682-YNL295W"	""	NA
"6683-YNL297C_NumOfGenes_2"	""	NA
"6684-YNL298W"	"K19833"	"YOL113W;YNL298W"
"6685-YNL299W"	"K12596"	"YNL299W"
"6686-YNL300W"	""	NA
"6687-YNL301C"	"K02883"	"YNL301C;YOL120C"
"6688-YNL302C"	""	NA
"6689-YNL303W"	""	NA
"6690-YNL304W"	"K17977"	"YNL304W"
"6691-YNL305C"	"K06890"	"YNL305C"
"6692-YNL306W"	"K02948"	"YNL306W"
"6693-YNL307C"	"K22009"	"YNL307C"
"6694-YNL308C"	"K14786"	"YNL308C"
"6695-YNL309W"	""	NA
"6696-YNL310C"	"K17808"	"YNL310C"
"6697-YNL311C"	""	NA
"6698-YNL312W"	"K10739"	"YNL312W"
"6699-YNL313C"	""	NA
"6700-YNL314W"	""	NA
"6701-YNL315C"	"K07555"	"YNL315C"
"6702-YNL316C"	"K04518"	"YNL316C"
"6703-YNL317W"	"K15542"	"YNL317W"
"6704-YNL318C_NumOfGenes_2"	""	NA
"6705-YNL320W"	"K06889"	"YNL320W"
"6706-YNL321W"	"K07300"	"YNL321W;YDL128W"
"6707-YNL322C"	""	NA
"6708-YNL323W"	""	NA
"6709-YNL325C_NumOfGenes_2"	""	NA
"6710-YNL326C"	"K20028"	"YNL326C"
"6711-YNL327W"	""	NA
"6712-YNL328C"	""	NA
"6713-YNL329C"	"K13339"	"YNL329C"
"6714-YNL330C"	"K06067"	"YNL330C"
"6715-YNL331C_NumOfGenes_2"	""	NA
"6716-YNL334C_NumOfGenes_2"	"K08681"	"YMR095C;YFL060C;YNL334C"
"6717-YNL336W_NumOfGenes_11"	""	NA
"6718-YNL338W"	""	NA
"6719-YNR001C"	"K01647"	"YCR005C;YNR001C;YPR001W"
"6720-YNR001W-A"	""	NA
"6721-YNR002C"	"K07034"	"YCR010C;YDR384C;YNR002C"
"6722-YNR003C_NumOfGenes_2"	"K03025"	"YNR003C"
"6723-YNR004W"	""	NA
"6724-YNR006W_NumOfGenes_2"	"K12182"	"YNR006W"
"6725-YNR007C"	"K08343"	"YNR007C"
"6726-YNR008W"	"K00679"	"YNR008W"
"6727-YNR009W"	""	NA
"6728-YNR010W"	"K15150"	"YNR010W"
"6729-YNR011C"	"K12814"	"YNR011C"
"6730-YNR012W"	"K00876"	"YNR012W"
"6731-YNR013C"	"K14430"	"YCR037C;YJL198W;YNR013C"
"6732-YNR014W"	""	NA
"6733-YNR015W"	"K05543"	"YNR015W"
"6734-YNR016C"	"K11262"	"YNR016C;YMR207C"
"6735-YNR017W"	"K17794"	"YNR017W"
"6736-YNR018W"	""	NA
"6737-YNR019W"	"K00637"	"YNR019W;YCR048W"
"6738-YNR020C"	"K18156"	"YNR020C"
"6739-YNR021W"	""	NA
"6740-YNR022C"	""	NA
"6741-YNR023W"	"K11775"	"YNR023W"
"6742-YNR024W"	"K12594"	"YNR024W"
"6743-YNR025C"	""	NA
"6744-YNR026C"	"K14003"	"YCR067C;YNR026C"
"6745-YNR027W"	"K00868"	"YNR027W;YEL029C"
"6746-YNR028W"	"K01802"	"YNR028W;YHR057C;YCR069W;YDR155C;YJR032W;YML078W;YPL064C"
"6747-YNR029C"	""	NA
"6748-YNR030W"	"K03847"	"YNR030W"
"6749-YNR031C"	"K11230"	"YCR073C;YNR031C"
"6750-YNR032C-A"	"K13113"	"YNR032C-A"
"6751-YNR032W"	"K17615"	"YNR032W"
"6752-YNR033W"	"K13950"	"YNR033W"
"6753-YNR034W"	"K01057"	"YNR034W;YCR073W-A;YGR248W;YHR163W"
"6754-YNR034W-A"	""	NA
"6755-YNR035C"	"K05758"	"YNR035C"
"6756-YNR036C"	"K02950"	"YNR036C"
"6757-YNR037C"	"K02965"	NA
"6758-YNR038W"	"K14807"	"YNR038W"
"6759-YNR039C"	""	NA
"6760-YNR040W"	""	NA
"6761-YNR041C_NumOfGenes_2"	"K06125"	"YNR041C"
"6762-YNR043W"	"K01597"	"YNR043W"
"6763-YNR044W"	""	NA
"6764-YNR045W"	"K17670"	"YNR045W"
"6765-YNR046W"	"K15448"	"YNR046W"
