"id"	"species"	"name"	"x"	"y"	"rxnID"	"type"	"MetaID"
"sa861"	"s482"	"formate[m]"	""	""	"r_1794"	"reactant"	"CDMT0000861"
"sa862"	"s483"	"formate[c]"	""	""	"r_1794"	"product"	"CDMT0000862"
"sa863"	"s484"	"formate[e]"	""	""	"r_1795"	"reactant"	"CDMT0000863"
"sa864"	"s483"	"formate[c]"	""	""	"r_1795"	"product"	"CDMT0000864"
"sa865"	"s485"	"fumarate[e]"	""	""	"r_1796"	"reactant"	"CDMT0000865"
"sa866"	"s257"	"fumarate[c]"	""	""	"r_1796"	"product"	"CDMT0000866"
"sa867"	"s486"	"GDP[g]"	""	""	"r_1801"	"reactant"	"CDMT0000867"
"sa868"	"s135"	"GDP[c]"	""	""	"r_1801"	"product"	"CDMT0000868"
"sa869"	"s135"	"GDP[c]"	""	""	"r_1802"	"reactant"	"CDMT0000869"
"sa870"	"s487"	"GDP[n]"	""	""	"r_1802"	"product"	"CDMT0000870"
"sa871"	"s116"	"GDP-alpha-D-mannose[c]"	""	""	"r_1803"	"reactant"	"CDMT0000871"
"sa872"	"s118"	"GDP-alpha-D-mannose[g]"	""	""	"r_1803"	"product"	"CDMT0000872"
"sa873"	"s121"	"D-glucose[c]"	""	""	"r_1805"	"reactant"	"CDMT0000873"
"sa874"	"s488"	"D-glucose[v]"	""	""	"r_1805"	"product"	"CDMT0000874"
"sa875"	"s489"	"glycerol 3-phosphate[c]"	""	""	"r_1809"	"reactant"	"CDMT0000875"
"sa876"	"s490"	"glycerol 3-phosphate[m]"	""	""	"r_1809"	"product"	"CDMT0000876"
"sa877"	"s130"	"L-glycine[c]"	""	""	"r_1811"	"reactant"	"CDMT0000877"
"sa878"	"s491"	"L-glycine[m]"	""	""	"r_1811"	"product"	"CDMT0000878"
"sa879"	"s492"	"glycolaldehyde[c]"	""	""	"r_1812"	"reactant"	"CDMT0000879"
"sa880"	"s493"	"glycolaldehyde[m]"	""	""	"r_1812"	"product"	"CDMT0000880"
"sa881"	"s494"	"glycolaldehyde[e]"	""	""	"r_1813"	"reactant"	"CDMT0000881"
"sa882"	"s492"	"glycolaldehyde[c]"	""	""	"r_1813"	"product"	"CDMT0000882"
"sa883"	"s495"	"glyoxylate[c]"	""	""	"r_1816"	"reactant"	"CDMT0000883"
"sa884"	"s496"	"glyoxylate[e]"	""	""	"r_1816"	"product"	"CDMT0000884"
"sa885"	"s495"	"glyoxylate[c]"	""	""	"r_1817"	"reactant"	"CDMT0000885"
"sa886"	"s497"	"glyoxylate[p]"	""	""	"r_1817"	"product"	"CDMT0000886"
"sa887"	"s138"	"guanine[c]"	""	""	"r_1819"	"reactant"	"CDMT0000887"
"sa888"	"s498"	"guanine[m]"	""	""	"r_1819"	"product"	"CDMT0000888"
"sa889"	"s499"	"guanosine[c]"	""	""	"r_1822"	"reactant"	"CDMT0000889"
"sa890"	"s500"	"guanosine[m]"	""	""	"r_1822"	"product"	"CDMT0000890"
"sa891"	"s501"	"guanosine[e]"	""	""	"r_1823"	"reactant"	"CDMT0000891"
"sa892"	"s499"	"guanosine[c]"	""	""	"r_1823"	"product"	"CDMT0000892"
"sa893"	"s23"	"H+[e]"	""	""	"r_1824"	"reactant"	"CDMT0000893"
"sa894"	"s6"	"H+[c]"	""	""	"r_1824"	"product"	"CDMT0000894"
"sa895"	"s6"	"H+[c]"	""	""	"r_1825"	"reactant"	"CDMT0000895"
"sa896"	"s502"	"H+[er]"	""	""	"r_1825"	"product"	"CDMT0000896"
"sa897"	"s6"	"H+[c]"	""	""	"r_1826"	"reactant"	"CDMT0000897"
"sa898"	"s503"	"H+[g]"	""	""	"r_1826"	"product"	"CDMT0000898"
"sa899"	"s6"	"H+[c]"	""	""	"r_1827"	"reactant"	"CDMT0000899"
"sa900"	"s504"	"H+[lp]"	""	""	"r_1827"	"product"	"CDMT0000900"
"sa901"	"s6"	"H+[c]"	""	""	"r_1829"	"reactant"	"CDMT0000901"
"sa902"	"s505"	"H+[n]"	""	""	"r_1829"	"product"	"CDMT0000902"
"sa903"	"s6"	"H+[c]"	""	""	"r_1830"	"reactant"	"CDMT0000903"
"sa904"	"s42"	"H+[p]"	""	""	"r_1830"	"product"	"CDMT0000904"
"sa905"	"s6"	"H+[c]"	""	""	"r_1831"	"reactant"	"CDMT0000905"
"sa906"	"s154"	"H+[v]"	""	""	"r_1831"	"product"	"CDMT0000906"
"sa907"	"s306"	"hexacosanoyl-CoA[c]"	""	""	"r_1833"	"reactant"	"CDMT0000907"
"sa908"	"s506"	"hexacosanoyl-CoA[er]"	""	""	"r_1833"	"product"	"CDMT0000908"
"sa909"	"s507"	"palmitate[e]"	""	""	"r_1835"	"reactant"	"CDMT0000909"
"sa910"	"s475"	"palmitate[c]"	""	""	"r_1835"	"product"	"CDMT0000910"
"sa911"	"s508"	"palmitoleate[e]"	""	""	"r_1836"	"reactant"	"CDMT0000911"
"sa912"	"s477"	"palmitoleate[c]"	""	""	"r_1836"	"product"	"CDMT0000912"
"sa913"	"s171"	"L-histidine[c]"	""	""	"r_1837"	"reactant"	"CDMT0000913"
"sa914"	"s509"	"L-histidine[m]"	""	""	"r_1837"	"product"	"CDMT0000914"
"sa915"	"s510"	"hydrogen peroxide[c]"	""	""	"r_1839"	"reactant"	"CDMT0000915"
"sa916"	"s511"	"hydrogen peroxide[n]"	""	""	"r_1839"	"product"	"CDMT0000916"
"sa917"	"s512"	"3-hydroxy-3-methylglutaryl-CoA[c]"	""	""	"r_1840"	"reactant"	"CDMT0000917"
"sa918"	"s513"	"3-hydroxy-3-methylglutaryl-CoA[m]"	""	""	"r_1840"	"product"	"CDMT0000918"
"sa919"	"s514"	"hypoxanthine[e]"	""	""	"r_1842"	"reactant"	"CDMT0000919"
"sa920"	"s515"	"hypoxanthine[c]"	""	""	"r_1842"	"product"	"CDMT0000920"
"sa921"	"s516"	"indol-3-ylacetaldehyde[c]"	""	""	"r_1844"	"reactant"	"CDMT0000921"
"sa922"	"s517"	"indol-3-ylacetaldehyde[m]"	""	""	"r_1844"	"product"	"CDMT0000922"
"sa923"	"s516"	"indol-3-ylacetaldehyde[c]"	""	""	"r_1845"	"reactant"	"CDMT0000923"
"sa924"	"s518"	"indol-3-ylacetaldehyde[e]"	""	""	"r_1845"	"product"	"CDMT0000924"
"sa925"	"s519"	"indole-3-acetate[c]"	""	""	"r_1846"	"reactant"	"CDMT0000925"
"sa926"	"s520"	"indole-3-acetate[m]"	""	""	"r_1846"	"product"	"CDMT0000926"
"sa927"	"s521"	"inosine[e]"	""	""	"r_1848"	"reactant"	"CDMT0000927"
"sa928"	"s522"	"inosine[c]"	""	""	"r_1848"	"product"	"CDMT0000928"
"sa929"	"s523"	"myo-inositol hexakisphosphate[c]"	""	""	"r_1849"	"reactant"	"CDMT0000929"
"sa930"	"s524"	"myo-inositol hexakisphosphate[n]"	""	""	"r_1849"	"product"	"CDMT0000930"
"sa931"	"s525"	"inositol-P-ceramide A (C24)[g]"	""	""	"r_1851"	"reactant"	"CDMT0000931"
"sa932"	"s526"	"inositol-P-ceramide A (C24)[er]"	""	""	"r_1851"	"product"	"CDMT0000932"
"sa933"	"s527"	"inositol-P-ceramide B (C24)[g]"	""	""	"r_1852"	"reactant"	"CDMT0000933"
"sa934"	"s528"	"inositol-P-ceramide B (C24)[er]"	""	""	"r_1852"	"product"	"CDMT0000934"
"sa935"	"s529"	"inositol-P-ceramide B' (C24)[g]"	""	""	"r_1853"	"reactant"	"CDMT0000935"
"sa936"	"s530"	"inositol-P-ceramide B' (C24)[er]"	""	""	"r_1853"	"product"	"CDMT0000936"
"sa937"	"s531"	"inositol-P-ceramide C (C24)[g]"	""	""	"r_1854"	"reactant"	"CDMT0000937"
"sa938"	"s532"	"inositol-P-ceramide C (C24)[er]"	""	""	"r_1854"	"product"	"CDMT0000938"
"sa939"	"s533"	"inositol-P-ceramide D (C24)[g]"	""	""	"r_1855"	"reactant"	"CDMT0000939"
"sa940"	"s534"	"inositol-P-ceramide D (C24)[er]"	""	""	"r_1855"	"product"	"CDMT0000940"
"sa941"	"s535"	"inositol-P-ceramide A (C26)[g]"	""	""	"r_1856"	"reactant"	"CDMT0000941"
"sa942"	"s536"	"inositol-P-ceramide A (C26)[er]"	""	""	"r_1856"	"product"	"CDMT0000942"
"sa943"	"s537"	"inositol-P-ceramide B (C26)[g]"	""	""	"r_1857"	"reactant"	"CDMT0000943"
"sa944"	"s538"	"inositol-P-ceramide B (C26)[er]"	""	""	"r_1857"	"product"	"CDMT0000944"
"sa945"	"s539"	"inositol-P-ceramide B' (C26)[g]"	""	""	"r_1858"	"reactant"	"CDMT0000945"
"sa946"	"s540"	"inositol-P-ceramide B' (C26)[er]"	""	""	"r_1858"	"product"	"CDMT0000946"
"sa947"	"s541"	"inositol-P-ceramide C (C26)[g]"	""	""	"r_1859"	"reactant"	"CDMT0000947"
"sa948"	"s542"	"inositol-P-ceramide C (C26)[er]"	""	""	"r_1859"	"product"	"CDMT0000948"
"sa949"	"s543"	"inositol-P-ceramide D (C26)[g]"	""	""	"r_1860"	"reactant"	"CDMT0000949"
"sa950"	"s544"	"inositol-P-ceramide D (C26)[er]"	""	""	"r_1860"	"product"	"CDMT0000950"
"sa951"	"s545"	"isoamylol[c]"	""	""	"r_1863"	"reactant"	"CDMT0000951"
"sa952"	"s546"	"isoamylol[e]"	""	""	"r_1863"	"product"	"CDMT0000952"
"sa953"	"s545"	"isoamylol[c]"	""	""	"r_1864"	"reactant"	"CDMT0000953"
"sa954"	"s547"	"isoamylol[m]"	""	""	"r_1864"	"product"	"CDMT0000954"
"sa955"	"s548"	"isobutanol[c]"	""	""	"r_1868"	"reactant"	"CDMT0000955"
"sa956"	"s549"	"isobutanol[e]"	""	""	"r_1868"	"product"	"CDMT0000956"
"sa957"	"s548"	"isobutanol[c]"	""	""	"r_1869"	"reactant"	"CDMT0000957"
"sa958"	"s550"	"isobutanol[m]"	""	""	"r_1869"	"product"	"CDMT0000958"
"sa959"	"s551"	"L-alanine[m]"	""	""	"r_1874"	"reactant"	"CDMT0000959"
"sa960"	"s151"	"L-alanine[c]"	""	""	"r_1874"	"product"	"CDMT0000960"
"sa961"	"s552"	"L-arabinitol[e]"	""	""	"r_1876"	"reactant"	"CDMT0000961"
"sa962"	"s553"	"L-arabinitol[c]"	""	""	"r_1876"	"product"	"CDMT0000962"
"sa963"	"s554"	"L-arabinose[e]"	""	""	"r_1877"	"reactant"	"CDMT0000963"
"sa964"	"s555"	"L-arabinose[c]"	""	""	"r_1877"	"product"	"CDMT0000964"
"sa965"	"s60"	"(R)-carnitine[m]"	""	""	"r_1882"	"reactant"	"CDMT0000965"
"sa966"	"s62"	"(R)-carnitine[c]"	""	""	"r_1882"	"product"	"CDMT0000966"
"sa967"	"s556"	"erythro-4-hydroxy-L-glutamic acid[c]"	""	""	"r_1884"	"reactant"	"CDMT0000967"
"sa968"	"s557"	"erythro-4-hydroxy-L-glutamic acid[m]"	""	""	"r_1884"	"product"	"CDMT0000968"
"sa969"	"s556"	"erythro-4-hydroxy-L-glutamic acid[c]"	""	""	"r_1885"	"reactant"	"CDMT0000969"
"sa970"	"s558"	"erythro-4-hydroxy-L-glutamic acid[p]"	""	""	"r_1885"	"product"	"CDMT0000970"
"sa971"	"s55"	"L-glutamate[c]"	""	""	"r_1890"	"reactant"	"CDMT0000971"
"sa972"	"s559"	"L-glutamate[n]"	""	""	"r_1890"	"product"	"CDMT0000972"
"sa973"	"s168"	"L-glutamine[c]"	""	""	"r_1892"	"reactant"	"CDMT0000973"
"sa974"	"s560"	"L-glutamine[n]"	""	""	"r_1892"	"product"	"CDMT0000974"
"sa975"	"s561"	"L-homoserine[e]"	""	""	"r_1895"	"reactant"	"CDMT0000975"
"sa976"	"s562"	"L-homoserine[c]"	""	""	"r_1895"	"product"	"CDMT0000976"
"sa977"	"s563"	"L-isoleucine[m]"	""	""	"r_1898"	"reactant"	"CDMT0000977"
"sa978"	"s175"	"L-isoleucine[c]"	""	""	"r_1898"	"product"	"CDMT0000978"
"sa979"	"s374"	"(S)-malate[e]"	""	""	"r_1901"	"reactant"	"CDMT0000979"
"sa980"	"s75"	"(S)-malate[c]"	""	""	"r_1901"	"product"	"CDMT0000980"
"sa981"	"s191"	"L-proline[c]"	""	""	"r_1905"	"reactant"	"CDMT0000981"
"sa982"	"s564"	"L-proline[m]"	""	""	"r_1905"	"product"	"CDMT0000982"
"sa983"	"s193"	"L-serine[c]"	""	""	"r_1907"	"reactant"	"CDMT0000983"
"sa984"	"s565"	"L-serine[er]"	""	""	"r_1907"	"product"	"CDMT0000984"
"sa985"	"s566"	"L-glucitol[e]"	""	""	"r_1908"	"reactant"	"CDMT0000985"
"sa986"	"s567"	"L-glucitol[c]"	""	""	"r_1908"	"product"	"CDMT0000986"
"sa987"	"s568"	"L-sorbose[e]"	""	""	"r_1910"	"reactant"	"CDMT0000987"
"sa988"	"s569"	"L-sorbose[c]"	""	""	"r_1910"	"product"	"CDMT0000988"
"sa989"	"s183"	"L-lysine[c]"	""	""	"r_1919"	"reactant"	"CDMT0000989"
"sa990"	"s570"	"L-lysine[m]"	""	""	"r_1919"	"product"	"CDMT0000990"
"sa991"	"s571"	"inositol phosphomannosylinositol phosphoceramide A (C24)[g]"	""	""	"r_1920"	"reactant"	"CDMT0000991"
"sa992"	"s572"	"inositol phosphomannosylinositol phosphoceramide A (C24)[er]"	""	""	"r_1920"	"product"	"CDMT0000992"
"sa993"	"s573"	"inositol phosphomannosylinositol phosphoceramide B (C24)[g]"	""	""	"r_1921"	"reactant"	"CDMT0000993"
"sa994"	"s574"	"inositol phosphomannosylinositol phosphoceramide B (C24)[er]"	""	""	"r_1921"	"product"	"CDMT0000994"
"sa995"	"s575"	"inositol phosphomannosylinositol phosphoceramide B' (C24)[g]"	""	""	"r_1922"	"reactant"	"CDMT0000995"
"sa996"	"s576"	"inositol phosphomannosylinositol phosphoceramide B' (C24)[er]"	""	""	"r_1922"	"product"	"CDMT0000996"
"sa997"	"s577"	"inositol phosphomannosylinositol phosphoceramide C (C24)[g]"	""	""	"r_1923"	"reactant"	"CDMT0000997"
"sa998"	"s578"	"inositol phosphomannosylinositol phosphoceramide C (C24)[er]"	""	""	"r_1923"	"product"	"CDMT0000998"
"sa999"	"s579"	"inositol phosphomannosylinositol phosphoceramide D (C24)[g]"	""	""	"r_1924"	"reactant"	"CDMT0000999"
"sa1000"	"s580"	"inositol phosphomannosylinositol phosphoceramide D (C24)[er]"	""	""	"r_1924"	"product"	"CDMT00001000"
"sa1001"	"s581"	"inositol phosphomannosylinositol phosphoceramide A (C26)[g]"	""	""	"r_1925"	"reactant"	"CDMT00001001"
"sa1002"	"s582"	"inositol phosphomannosylinositol phosphoceramide A (C26)[er]"	""	""	"r_1925"	"product"	"CDMT00001002"
"sa1003"	"s583"	"inositol phosphomannosylinositol phosphoceramide B (C26)[g]"	""	""	"r_1926"	"reactant"	"CDMT00001003"
"sa1004"	"s584"	"inositol phosphomannosylinositol phosphoceramide B (C26)[er]"	""	""	"r_1926"	"product"	"CDMT00001004"
"sa1005"	"s585"	"inositol phosphomannosylinositol phosphoceramide B' (C26)[g]"	""	""	"r_1927"	"reactant"	"CDMT00001005"
"sa1006"	"s586"	"inositol phosphomannosylinositol phosphoceramide B' (C26)[er]"	""	""	"r_1927"	"product"	"CDMT00001006"
"sa1007"	"s587"	"inositol phosphomannosylinositol phosphoceramide C (C26)[g]"	""	""	"r_1928"	"reactant"	"CDMT00001007"
"sa1008"	"s588"	"inositol phosphomannosylinositol phosphoceramide C (C26)[er]"	""	""	"r_1928"	"product"	"CDMT00001008"
"sa1009"	"s589"	"inositol phosphomannosylinositol phosphoceramide D (C26)[g]"	""	""	"r_1929"	"reactant"	"CDMT00001009"
"sa1010"	"s590"	"inositol phosphomannosylinositol phosphoceramide D (C26)[er]"	""	""	"r_1929"	"product"	"CDMT00001010"
"sa1011"	"s402"	"(S)-malate[p]"	""	""	"r_1930"	"reactant"	"CDMT00001011"
"sa1012"	"s224"	"oxaloacetate[c]"	""	""	"r_1930"	"reactant"	"CDMT00001012"
"sa1013"	"s75"	"(S)-malate[c]"	""	""	"r_1930"	"product"	"CDMT00001013"
"sa1014"	"s591"	"oxaloacetate[p]"	""	""	"r_1930"	"product"	"CDMT00001014"
"sa1015"	"s592"	"mannan[c]"	""	""	"r_1932"	"reactant"	"CDMT00001015"
"sa1016"	"s593"	"mannan[er]"	""	""	"r_1932"	"product"	"CDMT00001016"
"sa1017"	"s594"	"L-methionine[m]"	""	""	"r_1935"	"reactant"	"CDMT00001017"
"sa1018"	"s187"	"L-methionine[c]"	""	""	"r_1935"	"product"	"CDMT00001018"
"sa1019"	"s595"	"mannosylinositol phosphorylceramide A (C24)[g]"	""	""	"r_1937"	"reactant"	"CDMT00001019"
"sa1020"	"s596"	"mannosylinositol phosphorylceramide A (C24)[er]"	""	""	"r_1937"	"product"	"CDMT00001020"
"sa1021"	"s597"	"mannosylinositol phosphorylceramide B (C24)[g]"	""	""	"r_1938"	"reactant"	"CDMT00001021"
"sa1022"	"s598"	"mannosylinositol phosphorylceramide B (C24)[er]"	""	""	"r_1938"	"product"	"CDMT00001022"
"sa1023"	"s599"	"mannosylinositol phosphorylceramide B' (C24)[g]"	""	""	"r_1939"	"reactant"	"CDMT00001023"
"sa1024"	"s600"	"mannosylinositol phosphorylceramide B' (C24)[er]"	""	""	"r_1939"	"product"	"CDMT00001024"
"sa1025"	"s601"	"mannosylinositol phosphorylceramide C (C24)[g]"	""	""	"r_1940"	"reactant"	"CDMT00001025"
"sa1026"	"s602"	"mannosylinositol phosphorylceramide C (C24)[er]"	""	""	"r_1940"	"product"	"CDMT00001026"
"sa1027"	"s603"	"mannosylinositol phosphorylceramide D (C24)[g]"	""	""	"r_1941"	"reactant"	"CDMT00001027"
"sa1028"	"s604"	"mannosylinositol phosphorylceramide D (C24)[er]"	""	""	"r_1941"	"product"	"CDMT00001028"
"sa1029"	"s605"	"mannosylinositol phosphorylceramide A (C26)[g]"	""	""	"r_1942"	"reactant"	"CDMT00001029"
"sa1030"	"s606"	"mannosylinositol phosphorylceramide A (C26)[er]"	""	""	"r_1942"	"product"	"CDMT00001030"
"sa1031"	"s607"	"mannosylinositol phosphorylceramide B (C26)[g]"	""	""	"r_1943"	"reactant"	"CDMT00001031"
"sa1032"	"s608"	"mannosylinositol phosphorylceramide B (C26)[er]"	""	""	"r_1943"	"product"	"CDMT00001032"
"sa1033"	"s609"	"mannosylinositol phosphorylceramide B' (C26)[g]"	""	""	"r_1944"	"reactant"	"CDMT00001033"
"sa1034"	"s610"	"mannosylinositol phosphorylceramide B' (C26)[er]"	""	""	"r_1944"	"product"	"CDMT00001034"
"sa1035"	"s611"	"mannosylinositol phosphorylceramide C (C26)[g]"	""	""	"r_1945"	"reactant"	"CDMT00001035"
"sa1036"	"s612"	"mannosylinositol phosphorylceramide C (C26)[er]"	""	""	"r_1945"	"product"	"CDMT00001036"
"sa1037"	"s613"	"mannosylinositol phosphorylceramide D (C26)[g]"	""	""	"r_1946"	"reactant"	"CDMT00001037"
"sa1038"	"s614"	"mannosylinositol phosphorylceramide D (C26)[er]"	""	""	"r_1946"	"product"	"CDMT00001038"
"sa1039"	"s615"	"NADP(+)[c]"	""	""	"r_1963"	"reactant"	"CDMT00001039"
"sa1040"	"s616"	"NADP(+)[er]"	""	""	"r_1963"	"product"	"CDMT00001040"
"sa1041"	"s617"	"NADPH[c]"	""	""	"r_1964"	"reactant"	"CDMT00001041"
"sa1042"	"s618"	"NADPH[er]"	""	""	"r_1964"	"product"	"CDMT00001042"
"sa1043"	"s51"	"ammonium[c]"	""	""	"r_1965"	"reactant"	"CDMT00001043"
"sa1044"	"s619"	"ammonium[m]"	""	""	"r_1965"	"product"	"CDMT00001044"
"sa1045"	"s620"	"nicotinamide[c]"	""	""	"r_1966"	"reactant"	"CDMT00001045"
"sa1046"	"s621"	"nicotinamide[n]"	""	""	"r_1966"	"product"	"CDMT00001046"
"sa1047"	"s622"	"NMN[c]"	""	""	"r_1970"	"reactant"	"CDMT00001047"
"sa1048"	"s623"	"NMN[n]"	""	""	"r_1970"	"product"	"CDMT00001048"
"sa1049"	"s622"	"NMN[c]"	""	""	"r_1971"	"reactant"	"CDMT00001049"
"sa1050"	"s624"	"NMN[p]"	""	""	"r_1971"	"product"	"CDMT00001050"
"sa1051"	"s625"	"NMN[e]"	""	""	"r_1972"	"reactant"	"CDMT00001051"
"sa1052"	"s622"	"NMN[c]"	""	""	"r_1972"	"product"	"CDMT00001052"
"sa1053"	"s61"	"O-acetylcarnitine[c]"	""	""	"r_1976"	"reactant"	"CDMT00001053"
"sa1054"	"s63"	"O-acetylcarnitine[m]"	""	""	"r_1976"	"product"	"CDMT00001054"
"sa1055"	"s626"	"oxygen[c]"	""	""	"r_1977"	"reactant"	"CDMT00001055"
"sa1056"	"s627"	"oxygen[er]"	""	""	"r_1977"	"product"	"CDMT00001056"
"sa1057"	"s626"	"oxygen[c]"	""	""	"r_1978"	"reactant"	"CDMT00001057"
"sa1058"	"s628"	"oxygen[m]"	""	""	"r_1978"	"product"	"CDMT00001058"
"sa1059"	"s629"	"oxygen[e]"	""	""	"r_1979"	"reactant"	"CDMT00001059"
"sa1060"	"s626"	"oxygen[c]"	""	""	"r_1979"	"product"	"CDMT00001060"
"sa1061"	"s626"	"oxygen[c]"	""	""	"r_1980"	"reactant"	"CDMT00001061"
"sa1062"	"s630"	"oxygen[p]"	""	""	"r_1980"	"product"	"CDMT00001062"
"sa1063"	"s631"	"stearate[e]"	""	""	"r_1981"	"reactant"	"CDMT00001063"
"sa1064"	"s219"	"stearate[c]"	""	""	"r_1981"	"product"	"CDMT00001064"
"sa1065"	"s224"	"oxaloacetate[c]"	""	""	"r_1988"	"reactant"	"CDMT00001065"
"sa1066"	"s632"	"oxaloacetate[e]"	""	""	"r_1988"	"product"	"CDMT00001066"
"sa1067"	"s633"	"glutathione disulfide[e]"	""	""	"r_1990"	"reactant"	"CDMT00001067"
"sa1068"	"s634"	"glutathione disulfide[c]"	""	""	"r_1990"	"product"	"CDMT00001068"
"sa1069"	"s635"	"TRX1 disulphide[c]"	""	""	"r_1991"	"reactant"	"CDMT00001069"
"sa1070"	"s636"	"TRX1 disulphide[p]"	""	""	"r_1991"	"product"	"CDMT00001070"
"sa1071"	"s292"	"palmitoyl-CoA[c]"	""	""	"r_1995"	"reactant"	"CDMT00001071"
"sa1072"	"s637"	"palmitoyl-CoA[er]"	""	""	"r_1995"	"product"	"CDMT00001072"
"sa1073"	"s638"	"pantetheine 4'-phosphate[c]"	""	""	"r_1996"	"reactant"	"CDMT00001073"
"sa1074"	"s639"	"pantetheine 4'-phosphate[m]"	""	""	"r_1996"	"product"	"CDMT00001074"
"sa1075"	"s640"	"adenosine 3',5'-bismonophosphate[e]"	""	""	"r_1998"	"reactant"	"CDMT00001075"
"sa1076"	"s369"	"adenosine 3',5'-bismonophosphate[c]"	""	""	"r_1998"	"product"	"CDMT00001076"
"sa1077"	"s641"	"phenylacetaldehyde[c]"	""	""	"r_2002"	"reactant"	"CDMT00001077"
"sa1078"	"s642"	"phenylacetaldehyde[e]"	""	""	"r_2002"	"product"	"CDMT00001078"
"sa1079"	"s641"	"phenylacetaldehyde[c]"	""	""	"r_2003"	"reactant"	"CDMT00001079"
"sa1080"	"s643"	"phenylacetaldehyde[m]"	""	""	"r_2003"	"product"	"CDMT00001080"
"sa1081"	"s189"	"L-phenylalanine[c]"	""	""	"r_2004"	"reactant"	"CDMT00001081"
"sa1082"	"s644"	"L-phenylalanine[m]"	""	""	"r_2004"	"product"	"CDMT00001082"
"sa1083"	"s7"	"phosphate[c]"	""	""	"r_2008"	"reactant"	"CDMT00001083"
"sa1084"	"s645"	"phosphate[v]"	""	""	"r_2008"	"product"	"CDMT00001084"
"sa1085"	"s646"	"protoporphyrinogen[c]"	""	""	"r_2022"	"reactant"	"CDMT00001085"
"sa1086"	"s647"	"protoporphyrinogen[m]"	""	""	"r_2022"	"product"	"CDMT00001086"
"sa1087"	"s648"	"PRPP[c]"	""	""	"r_2023"	"reactant"	"CDMT00001087"
"sa1088"	"s649"	"PRPP[m]"	""	""	"r_2023"	"product"	"CDMT00001088"
"sa1089"	"s450"	"diphosphate[c]"	""	""	"r_2032"	"reactant"	"CDMT00001089"
"sa1090"	"s650"	"diphosphate[m]"	""	""	"r_2032"	"product"	"CDMT00001090"
"sa1091"	"s651"	"quinolinate[c]"	""	""	"r_2036"	"reactant"	"CDMT00001091"
"sa1092"	"s652"	"quinolinate[m]"	""	""	"r_2036"	"product"	"CDMT00001092"
"sa1093"	"s653"	"TRX1[c]"	""	""	"r_2037"	"reactant"	"CDMT00001093"
"sa1094"	"s654"	"TRX1[p]"	""	""	"r_2037"	"product"	"CDMT00001094"
"sa1095"	"s655"	"riboflavin[c]"	""	""	"r_2039"	"reactant"	"CDMT00001095"
"sa1096"	"s656"	"riboflavin[m]"	""	""	"r_2039"	"product"	"CDMT00001096"
"sa1097"	"s657"	"riboflavin[e]"	""	""	"r_2040"	"reactant"	"CDMT00001097"
"sa1098"	"s655"	"riboflavin[c]"	""	""	"r_2040"	"product"	"CDMT00001098"
"sa1099"	"s658"	"D-ribose[e]"	""	""	"r_2041"	"reactant"	"CDMT00001099"
"sa1100"	"s659"	"D-ribose[c]"	""	""	"r_2041"	"product"	"CDMT00001100"
"sa1101"	"s660"	"S-adenosyl-L-homocysteine[c]"	""	""	"r_2042"	"reactant"	"CDMT00001101"
"sa1102"	"s661"	"S-adenosyl-L-homocysteine[m]"	""	""	"r_2042"	"product"	"CDMT00001102"
"sa1103"	"s193"	"L-serine[c]"	""	""	"r_2045"	"reactant"	"CDMT00001103"
"sa1104"	"s662"	"L-serine[m]"	""	""	"r_2045"	"product"	"CDMT00001104"
"sa1105"	"s663"	"squalene[c]"	""	""	"r_2053"	"reactant"	"CDMT00001105"
"sa1106"	"s664"	"squalene[er]"	""	""	"r_2053"	"product"	"CDMT00001106"
"sa1107"	"s665"	"(S)-2,3-epoxysqualene[er]"	""	""	"r_2054"	"reactant"	"CDMT00001107"
"sa1108"	"s666"	"(S)-2,3-epoxysqualene[c]"	""	""	"r_2054"	"product"	"CDMT00001108"
"sa1109"	"s667"	"succinate[e]"	""	""	"r_2057"	"reactant"	"CDMT00001109"
"sa1110"	"s254"	"succinate[c]"	""	""	"r_2057"	"product"	"CDMT00001110"
"sa1111"	"s304"	"tetracosanoyl-CoA[c]"	""	""	"r_2063"	"reactant"	"CDMT00001111"
"sa1112"	"s668"	"tetracosanoyl-CoA[er]"	""	""	"r_2063"	"product"	"CDMT00001112"
"sa1113"	"s195"	"L-threonine[c]"	""	""	"r_2072"	"reactant"	"CDMT00001113"
"sa1114"	"s669"	"L-threonine[m]"	""	""	"r_2072"	"product"	"CDMT00001114"
"sa1115"	"s670"	"thymidine[e]"	""	""	"r_2075"	"reactant"	"CDMT00001115"
"sa1116"	"s671"	"thymidine[c]"	""	""	"r_2075"	"product"	"CDMT00001116"
"sa1117"	"s286"	"trehalose[c]"	""	""	"r_2080"	"reactant"	"CDMT00001117"
"sa1118"	"s672"	"trehalose[v]"	""	""	"r_2080"	"product"	"CDMT00001118"
"sa1119"	"s197"	"L-tryptophan[c]"	""	""	"r_2082"	"reactant"	"CDMT00001119"
"sa1120"	"s673"	"L-tryptophan[m]"	""	""	"r_2082"	"product"	"CDMT00001120"
"sa1121"	"s674"	"tryptophol[c]"	""	""	"r_2084"	"reactant"	"CDMT00001121"
"sa1122"	"s675"	"tryptophol[e]"	""	""	"r_2084"	"product"	"CDMT00001122"
"sa1123"	"s674"	"tryptophol[c]"	""	""	"r_2085"	"reactant"	"CDMT00001123"
