"","masterID","formula","EC","keggID"
"16715","46132","cholesterol + H(+) + NADPH + O2 => 25-hydroxycholesterol + H2O + NADP(+)","NA","NA"
"16716","46132","25-hydroxycholesterol + H2O + NADP(+) => cholesterol + H(+) + NADPH + O2","NA","NA"
"16717","46136","aminopyrrolnitrin + H(+) + NADPH + 2 O2 => 2 H2O + NADP(+) + pyrrolnitrin","NA","NA"
"16718","46136","2 H2O + NADP(+) + pyrrolnitrin => aminopyrrolnitrin + H(+) + NADPH + 2 O2","NA","NA"
"16719","46140","cholesterol + O2 + reduced [NADPH--hemoprotein reductase] => 22R-hydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16720","46140","22R-hydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => cholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16721","46144","cholesterol + O2 + reduced [NADPH--hemoprotein reductase] => (24R)-hydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16722","46144","(24R)-hydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => cholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16723","46148","a 2'-deoxyribonucleoside 5'-triphosphate + H2O => a 2'-deoxyribonucleoside + H(+) + triphosphate","NA","NA"
"16724","46148","a 2'-deoxyribonucleoside + H(+) + triphosphate => a 2'-deoxyribonucleoside 5'-triphosphate + H2O","NA","NA"
"16725","46152","15-cis-phytoene + a plastoquinone => 15,9'-di-cis-phytofluene + a plastoquinol","NA","R09653"
"16726","46152","15,9'-di-cis-phytofluene + a plastoquinol => 15-cis-phytoene + a plastoquinone","NA","R09653"
"16727","46156","15,9'-di-cis-phytofluene + a plastoquinone => 9,9',15-tri-cis-zeta-carotene + a plastoquinol","NA","R09654"
"16728","46156","9,9',15-tri-cis-zeta-carotene + a plastoquinol => 15,9'-di-cis-phytofluene + a plastoquinone","NA","R09654"
"16729","46160","a quinone + H(+) + NADH => a quinol + NAD(+)","1.6.5.2","R07358"
"16730","46160","a quinol + NAD(+) => a quinone + H(+) + NADH","1.6.5.2","R07358"
"16731","46164","a quinone + H(+) + NADPH => a quinol + NADP(+)","1.6.5.2","R07359"
"16732","46164","a quinol + NADP(+) => a quinone + H(+) + NADPH","1.6.5.2","R07359"
"16733","46168","ATP + CoA + pentanoate => AMP + diphosphate + pentanoyl-CoA","NA","NA"
"16734","46168","AMP + diphosphate + pentanoyl-CoA => ATP + CoA + pentanoate","NA","NA"
"16735","46172","ATP + butanoate + CoA => AMP + butanoyl-CoA + diphosphate","NA","NA"
"16736","46172","AMP + butanoyl-CoA + diphosphate => ATP + butanoate + CoA","NA","NA"
"16737","46176","2-methylpropanoate + ATP + CoA => 2-methylpropanoyl-CoA + AMP + diphosphate","NA","NA"
"16738","46176","2-methylpropanoyl-CoA + AMP + diphosphate => 2-methylpropanoate + ATP + CoA","NA","NA"
"16739","46180","2-methylbutanoate + ATP + CoA => 2-methylbutanoyl-CoA + AMP + diphosphate","NA","NA"
"16740","46180","2-methylbutanoyl-CoA + AMP + diphosphate => 2-methylbutanoate + ATP + CoA","NA","NA"
"16741","46184","ATP + CoA + isovalerate => 3-methylbutanoyl-CoA + AMP + diphosphate","NA","NA"
"16742","46184","3-methylbutanoyl-CoA + AMP + diphosphate => ATP + CoA + isovalerate","NA","NA"
"16743","46188","an aliphatic nitrile + 2 H2O => a carboxylate + NH4(+)","3.5.5.7","NA"
"16744","46188","a carboxylate + NH4(+) => an aliphatic nitrile + 2 H2O","3.5.5.7","NA"
"16745","46192","3beta-hydroxyandrost-5-en-17-one + H(+) + NADPH + O2 => 3beta,7alpha-dihydroxyandrost-5-en-17-one + H2O + NADP(+)","NA","NA"
"16746","46192","3beta,7alpha-dihydroxyandrost-5-en-17-one + H2O + NADP(+) => 3beta-hydroxyandrost-5-en-17-one + H(+) + NADPH + O2","NA","NA"
"16747","46196","H(+) + NADPH + O2 + pregnenolone => 7alpha-hydroxypregnenolone + H2O + NADP(+)","NA","NA"
"16748","46196","7alpha-hydroxypregnenolone + H2O + NADP(+) => H(+) + NADPH + O2 + pregnenolone","NA","NA"
"16749","46200","5alpha-androstane-3beta,17beta-diol + H(+) + NADPH + O2 => 5alpha-androstane-3beta,6alpha,17beta-triol + H2O + NADP(+)","NA","NA"
"16750","46200","5alpha-androstane-3beta,6alpha,17beta-triol + H2O + NADP(+) => 5alpha-androstane-3beta,17beta-diol + H(+) + NADPH + O2","NA","NA"
"16751","46204","androst-5-en-3beta,17beta-diol + H(+) + NADPH + O2 => androst-5-en-3beta,7alpha,17beta-triol + H2O + NADP(+)","NA","NA"
"16752","46204","androst-5-en-3beta,7alpha,17beta-triol + H2O + NADP(+) => androst-5-en-3beta,17beta-diol + H(+) + NADPH + O2","NA","NA"
"16753","46208","ATP + CoA + eicosanoate => AMP + diphosphate + eicosanoyl-CoA","NA","NA"
"16754","46208","AMP + diphosphate + eicosanoyl-CoA => ATP + CoA + eicosanoate","NA","NA"
"16755","46212","N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine + H2O => 4-amino-5-aminomethyl-2-methylpyrimidine + formate","NA","NA"
"16756","46212","4-amino-5-aminomethyl-2-methylpyrimidine + formate => N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine + H2O","NA","NA"
"16757","46216","H(+) + NADPH + progesterone => 3beta-hydroxypregn-4-ene-20-one + NADP(+)","NA","NA"
"16758","46216","3beta-hydroxypregn-4-ene-20-one + NADP(+) => H(+) + NADPH + progesterone","NA","NA"
"16759","46220","androst-5-en-3beta,17beta-diol + NAD(+) => 3beta-hydroxyandrost-5-en-17-one + H(+) + NADH","NA","NA"
"16760","46220","3beta-hydroxyandrost-5-en-17-one + H(+) + NADH => androst-5-en-3beta,17beta-diol + NAD(+)","NA","NA"
"16761","46224","feruloyl-CoA + H2O => CoA + ferulate + H(+)","NA","NA"
"16762","46224","CoA + ferulate + H(+) => feruloyl-CoA + H2O","NA","NA"
"16763","46228","apo-[peptidyl-carrier protein] + CoA => adenosine 3',5'-bisphosphate + H(+) + holo-[peptidyl-carrier protein]","NA","NA"
"16764","46228","adenosine 3',5'-bisphosphate + H(+) + holo-[peptidyl-carrier protein] => apo-[peptidyl-carrier protein] + CoA","NA","NA"
"16765","46232","(9Z,12Z)-hexadecadienoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (9Z,12Z,15Z)-hexadecatrienoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","NA","NA"
"16766","46232","(9Z,12Z,15Z)-hexadecatrienoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => (9Z,12Z)-hexadecadienoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","NA","NA"
"16767","46236","2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (5Z,9Z,12Z)-octadecatrienoyl-containing glycerolipid + 2 H2O","1.14.19.12","NA"
"16768","46236","2 [Fe(III)-cytochrome b5] + a (5Z,9Z,12Z)-octadecatrienoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.12","NA"
"16769","46240","2 [Fe(II)-cytochrome b5] + a (9Z)-hexadecenoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (9Z,12E)-hexadecadienoyl-containing glycerolipid + 2 H2O","1.14.19.34","NA"
"16770","46240","2 [Fe(III)-cytochrome b5] + a (9Z,12E)-hexadecadienoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z)-hexadecenoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.34","NA"
"16771","46244","2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2 => (14E)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.32","NA"
"16772","46244","(14E)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2","1.14.19.32","NA"
"16773","46248","2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2 => (14Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.32","NA"
"16774","46248","(14Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2","1.14.19.32","NA"
"16775","46252","2 [Fe(II)-cytochrome b5] + a (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-containing glycerolipid + 2 H2O","1.14.19.31","NA"
"16776","46252","2 [Fe(III)-cytochrome b5] + a (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.31","NA"
"16777","46256","2 [Fe(II)-cytochrome b5] + a (7Z,10Z,13Z,16Z)-docosatetraenoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-containing glycerolipid + 2 H2O","1.14.19.31","NA"
"16778","46256","2 [Fe(III)-cytochrome b5] + a (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (7Z,10Z,13Z,16Z)-docosatetraenoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.31","NA"
"16779","46260","2 [Fe(II)-cytochrome b5] + an (8Z,11Z,14Z)-icosatrienoyl-containing glycerolipid + 2 H(+) + O2 => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.30","NA"
"16780","46260","(5Z,8Z,11Z,14Z)-eicosatetraenoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + an (8Z,11Z,14Z)-icosatrienoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.30","NA"
"16781","46264","2 [Fe(II)-cytochrome b5] + an (8Z,11Z,14Z,17Z)-eicosatetraenoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-containing glycerolipid + 2 H2O","1.14.19.30","NA"
"16782","46264","2 [Fe(III)-cytochrome b5] + a (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + an (8Z,11Z,14Z,17Z)-eicosatetraenoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.30","NA"
"16783","46268","N-acyl-4-hydroxysphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (4R,8E)-4-hydroxysphingenine ceramide + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.29","R11009"
"16784","46268","(4R,8E)-4-hydroxysphingenine ceramide + 2 [Fe(III)-cytochrome b5] + 2 H2O => N-acyl-4-hydroxysphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.29","R11009"
"16785","46272","N-acyl-4-hydroxysphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (4R,8Z)-4-hydroxysphing-8-enine ceramide + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.29","R11010"
"16786","46272","(4R,8Z)-4-hydroxysphing-8-enine ceramide + 2 [Fe(III)-cytochrome b5] + 2 H2O => N-acyl-4-hydroxysphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.29","R11010"
"16787","46276","(S)-malate + H(+) => (S)-lactate + CO2","4.1.1.101","R11074"
"16788","46276","(S)-lactate + CO2 => (S)-malate + H(+)","4.1.1.101","R11074"
"16789","46280","2 [Fe(II)-cytochrome b5] + an N-acylsphing-4-enine + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (4E,8E)-4-sphinga-4,8-dienine ceramide + 2 H2O","1.14.19.18","R11005"
"16790","46280","2 [Fe(III)-cytochrome b5] + a (4E,8E)-4-sphinga-4,8-dienine ceramide + 2 H2O => 2 [Fe(II)-cytochrome b5] + an N-acylsphing-4-enine + 2 H(+) + O2","1.14.19.18","R11005"
"16791","46284","2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 => (6Z,9Z,12Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.47","NA"
"16792","46284","(6Z,9Z,12Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.47","NA"
"16793","46288","(9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (6Z,9Z,12Z,15Z)-octadecatetraenoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.47","NA"
"16794","46288","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O => (9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.47","NA"
"16795","46292","a 5'-triphospho-(purine-ribonucleotide)-[mRNA] + GDP + H(+) => a 5'-(5'-triphosphoguanosine)-(purine-ribonucleotide)-[mRNA] + diphosphate","2.7.7.88","R11203"
"16796","46292","a 5'-(5'-triphosphoguanosine)-(purine-ribonucleotide)-[mRNA] + diphosphate => a 5'-triphospho-(purine-ribonucleotide)-[mRNA] + GDP + H(+)","2.7.7.88","R11203"
"16797","46296","O2 + reduced [NADPH--hemoprotein reductase] + testosterone => 6beta,17beta-dihydroxyandrost-4-en-3-one + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16798","46296","6beta,17beta-dihydroxyandrost-4-en-3-one + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => O2 + reduced [NADPH--hemoprotein reductase] + testosterone","NA","NA"
"16799","46300","O2 + reduced [NADPH--hemoprotein reductase] + testosterone => 2-hydroxytestosterone + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16800","46300","2-hydroxytestosterone + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => O2 + reduced [NADPH--hemoprotein reductase] + testosterone","NA","NA"
"16801","46304","O2 + reduced [NADPH--hemoprotein reductase] + testosterone => 16beta,17beta-dihydroxyandrost-4-en-3-one + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16802","46304","16beta,17beta-dihydroxyandrost-4-en-3-one + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => O2 + reduced [NADPH--hemoprotein reductase] + testosterone","NA","NA"
"16803","46308","O2 + progesterone + reduced [NADPH--hemoprotein reductase] => 17alpha-hydroxyprogesterone + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16804","46308","17alpha-hydroxyprogesterone + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => O2 + progesterone + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16805","46312","3-oxochol-4-en-22-oyl-CoA + acetyl-CoA => 3,22-dioxochol-4-en-24-oyl-CoA + CoA","NA","NA"
"16806","46312","3,22-dioxochol-4-en-24-oyl-CoA + CoA => 3-oxochol-4-en-22-oyl-CoA + acetyl-CoA","NA","NA"
"16807","46316","GDP-N,N'-diacetylbacillosamine + H2O => 2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose + GDP + H(+)","3.2.1.184","R10187"
"16808","46316","2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose + GDP + H(+) => GDP-N,N'-diacetylbacillosamine + H2O","3.2.1.184","R10187"
"16809","46328","L-threo-3-phenylserine => 3-phenylpyruvate + NH4(+)","NA","NA"
"16810","46328","3-phenylpyruvate + NH4(+) => L-threo-3-phenylserine","NA","NA"
"16811","46332","2 [Fe(II)-cytochrome b5] + a (9Z)-octadecenoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H2O","1.14.19.22","NA"
"16812","46332","2 [Fe(III)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z)-octadecenoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.22","NA"
"16813","46336","3-oxochola-4,17-dien-22-oyl-CoA + H2O => 17-hydroxy-3-oxochol-4-en-22-oyl-CoA","NA","NA"
"16814","46336","17-hydroxy-3-oxochol-4-en-22-oyl-CoA => 3-oxochola-4,17-dien-22-oyl-CoA + H2O","NA","NA"
"16815","46340","N-hexadecanoylsphing-4-enine + ATP => N-(hexadecanoyl)-sphing-4-enine-1-phosphate + ADP + H(+)","NA","NA"
"16816","46340","N-(hexadecanoyl)-sphing-4-enine-1-phosphate + ADP + H(+) => N-hexadecanoylsphing-4-enine + ATP","NA","NA"
"16817","46344","propanoyl-CoA + tetradecanoyl-CoA => 3-oxo-2-methylhexadecanoyl-CoA + CoA","NA","NA"
"16818","46344","3-oxo-2-methylhexadecanoyl-CoA + CoA => propanoyl-CoA + tetradecanoyl-CoA","NA","NA"
"16819","46348","(2E)-octenoyl-CoA + H2O => 3-hydroxyoctanoyl-CoA","NA","NA"
"16820","46348","3-hydroxyoctanoyl-CoA => (2E)-octenoyl-CoA + H2O","NA","NA"
"16821","46352","(2E)-decenoyl-CoA + H2O => 3-hydroxydecanoyl-CoA","NA","NA"
"16822","46352","3-hydroxydecanoyl-CoA => (2E)-decenoyl-CoA + H2O","NA","NA"
"16823","46356","H(+) + NADPH + O2 + octadecanoate => 18-hydroxyoctadecanoate + H2O + NADP(+)","1.14.13.205","NA"
"16824","46356","18-hydroxyoctadecanoate + H2O + NADP(+) => H(+) + NADPH + O2 + octadecanoate","1.14.13.205","NA"
"16825","46360","1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => 1-acyl-2-[(R)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine + 2 [Fe(III)-cytochrome b5] + H2O","1.14.18.4","R11002"
"16826","46360","1-acyl-2-[(R)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine + 2 [Fe(III)-cytochrome b5] + H2O => 1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.18.4","R11002"
"16827","46364","N-acylsphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => N-acyl-4-hydroxysphinganine + 2 [Fe(III)-cytochrome b5] + H2O","1.14.18.5","R06526"
"16828","46364","N-acyl-4-hydroxysphinganine + 2 [Fe(III)-cytochrome b5] + H2O => N-acylsphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.18.5","R06526"
"16829","46368","2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (9Z,11E,13E)-octadecatrienoyl-containing glycerolipid + 2 H2O","1.14.19.33","NA"
"16830","46368","2 [Fe(III)-cytochrome b5] + a (9Z,11E,13E)-octadecatrienoyl-containing glycerolipid + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.33","NA"
"16831","46372","(9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + a (9Z,11E,13E,15Z)-octadecatetraenoyl-containing glycerolipid + 2 H2O","1.14.19.33","NA"
"16832","46372","2 [Fe(III)-cytochrome b5] + a (9Z,11E,13E,15Z)-octadecatetraenoyl-containing glycerolipid + 2 H2O => (9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.33","NA"
"16833","46376","a (9Z)-octadecenoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin] => a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]","1.14.19.23","NA"
"16834","46376","a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin] => a (9Z)-octadecenoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin]","1.14.19.23","NA"
"16835","46380","7alpha-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase] => (24S)-7alpha-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16836","46380","(24S)-7alpha-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => 7alpha-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16837","46384","(24S)-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase] => 24S,25-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16838","46384","24S,25-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => (24S)-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16839","46388","(24S)-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase] => (24S,25R)-24,26-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16840","46388","(24S,25R)-24,26-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => (24S)-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16841","46392","4beta-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase] => 4beta,24S-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase]","NA","NA"
"16842","46392","4beta,24S-dihydroxycholesterol + H2O + H(+) + oxidized [NADPH--hemoprotein reductase] => 4beta-hydroxycholesterol + O2 + reduced [NADPH--hemoprotein reductase]","NA","NA"
"16843","46396","2 [Fe(II)-cytochrome b5] + an 11,12-saturated fatty acyl-CoA + 2 H(+) + O2 => 2 [Fe(III)-cytochrome b5] + an (11E)-Delta(11)-fatty acyl-CoA + 2 H2O","1.14.19.24","NA"
"16844","46396","2 [Fe(III)-cytochrome b5] + an (11E)-Delta(11)-fatty acyl-CoA + 2 H2O => 2 [Fe(II)-cytochrome b5] + an 11,12-saturated fatty acyl-CoA + 2 H(+) + O2","1.14.19.24","NA"
"16845","46400","cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] => (25R)-cholest-5-ene-3beta,26-diol + H2O + 2 oxidized [adrenodoxin]","NA","NA"
"16846","46400","(25R)-cholest-5-ene-3beta,26-diol + H2O + 2 oxidized [adrenodoxin] => cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin]","NA","NA"
"16847","46404","2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 => (9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.25","NA"
"16848","46404","(9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(III)-cytochrome b5] + 2 H2O => 2 [Fe(II)-cytochrome b5] + a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2","1.14.19.25","NA"
"16849","46408","a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin] => (9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]","1.14.19.35","NA"
"16850","46408","(9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin] => a (9Z,12Z)-octadecadienoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin]","1.14.19.35","NA"
"16851","46412","a (7Z,10Z)-hexadecadienoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin] => a (7Z,10Z,13Z)-hexadecatrienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]","1.14.19.35","NA"
"16852","46412","a (7Z,10Z,13Z)-hexadecatrienoyl-containing glycerolipid + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin] => a (7Z,10Z)-hexadecadienoyl-containing glycerolipid + 2 H(+) + O2 + 2 reduced [2Fe-2S]-[ferredoxin]","1.14.19.35","NA"
"16853","46416","2 H(+) + hexadecanoyl-[ACP] + O2 + 2 reduced [2Fe-2S]-[ferredoxin] => (6Z)-hexadecenoyl-[ACP] + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]","1.14.19.26","R11109"
"16854","46416","(6Z)-hexadecenoyl-[ACP] + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin] => 2 H(+) + hexadecanoyl-[ACP] + O2 + 2 reduced [2Fe-2S]-[ferredoxin]","1.14.19.26","R11109"
"16855","46420","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.44","NA"
"16856","46420","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.44","NA"
"16857","46424","(8Z,11Z,14Z)-eicosatrienoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O","1.14.19.44","NA"
"16858","46424","(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O => (8Z,11Z,14Z)-eicosatrienoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2","1.14.19.44","NA"
"16859","46428","4beta-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] => (25R)-4beta,26-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin]","NA","NA"
"16860","46428","(25R)-4beta,26-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin] => 4beta-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin]","NA","NA"
