"rxnID"	"Standard_metName"	"keggid"	"chebiid"	"chebiid2"	"MNX_ID"	"Formula"	"Charge"
"Rh172"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh172"	"(R)-Lipoate"	"C16241"	"ChEBI:30314"	"CHEBI:30314"	"MNXM1484"	"C8H13O2S2"	"-1"
"Rh172"	"Apoprotein"	"C16240"	"ChEBI:13850"	"CHEBI:13850"	"MNXM91491"	"NA"	"NA"
"Rh172"	"Protein N6-(lipoyl)lysine"	"C16237"	"ChEBI:80399"	"CHEBI:80399"	"MNXM96070"	"C8H14NOS2R"	"0"
"Rh172"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
"Rh172"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh173"	"phosphatidylethanolamine"	"C00350"	"NA"	"CHEBI:16038"	"MNXM115"	"C7H12NO8PR2"	"0"
"Rh173"	"G00141"	"G00141"	"NA"	"NA"	NA	NA	NA
"Rh173"	"1,2-Diacyl-sn-glycerol"	"C00641"	"ChEBI:17815"	"CHEBI:17815"	"MNXM59"	"C5H6O5R2"	"0"
"Rh173"	"G00151"	"G00151"	"NA"	"NA"	NA	NA	NA
"Rh174"	"N-(4-oxoglutarate)-L-cysteinylglycine"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh174"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh174"	"2-oxoglutarate"	"C00026"	"NA"	"CHEBI:16810"	"MNXM20"	"C5H4O5"	"-2"
"Rh174"	"L-cysteinylglycine"	"C01419"	"ChEBI:4047"	"CHEBI:4047"	"MNXM683"	"C5H10N2O3S"	"0"
"Rh175"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh175"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh175"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh175"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh175"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh175"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh176"	"homocitrate"	"C01251"	"ChEBI:36457"	"CHEBI:36457"	"MNXM1056"	"C7H7O7"	"-3"
"Rh176"	"but-1-ene-1,2,4-tricarboxylic acid"	"C04002"	"ChEBI:17516"	"CHEBI:17516"	"MNXM920"	"C7H5O6"	"-3"
"Rh176"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh177"	"citrate"	"C00158"	"NA"	"CHEBI:16947"	"MNXM131"	"C6H5O7"	"-3"
"Rh177"	"isocitrate"	"C00311"	"NA"	"CHEBI:16087"	"MNXM89661"	"C6H5O7"	"-3"
"Rh178"	"Cl(-)"	"C00698"	"ChEBI:17996"	"CHEBI:17996"	"MNXM43"	"Cl"	"-1"
"Rh178"	"Cl(-)"	"C00698"	"ChEBI:17996"	"CHEBI:17996"	"MNXM43"	"Cl"	"-1"
"Rh179"	"succinate"	"C00042"	"NA"	"CHEBI:15741"	"MNXM25"	"C4H4O4"	"-2"
"Rh179"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh179"	"fumarate"	"C00122"	"NA"	"CHEBI:29806"	"MNXM93"	"C4H2O4"	"-2"
"Rh179"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh179"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh180"	"dUTP"	"C00460"	"NA"	"CHEBI:17625"	"MNXM452"	"C9H11N2O14P3"	"-4"
"Rh180"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh180"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh180"	"dUMP"	"C00365"	"NA"	"CHEBI:17622"	"MNXM234"	"C9H11N2O8P"	"-2"
"Rh180"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh181"	"ribonucleoside 5'-triphosphate"	"C03802"	"ChEBI:17972"	"CHEBI:17972"	"MNXM147299"	"NA"	"NA"
"Rh181"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh181"	"ribonucleoside 5'-phosphate"	"NA"	"CHEBI:37015"	"CHEBI:37015"	"MNXM80910"	"C5H8O7PR"	"-2"
"Rh181"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh181"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh182"	"dATP"	"C00131"	"NA"	"CHEBI:16284"	"MNXM286"	"C10H12N5O12P3"	"-4"
"Rh182"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh182"	"dAMP"	"C00360"	"NA"	"CHEBI:17713"	"MNXM432"	"C10H12N5O6P"	"-2"
"Rh182"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh182"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh183"	"dGTP"	"C00286"	"NA"	"CHEBI:16497"	"MNXM344"	"C10H12N5O13P3"	"-4"
"Rh183"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh183"	"dGMP"	"C00362"	"NA"	"CHEBI:16192"	"MNXM546"	"C10H12N5O7P"	"-2"
"Rh183"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh183"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh184"	"dTTP"	"C00459"	"NA"	"CHEBI:18077"	"MNXM394"	"C10H13N2O14P3"	"-4"
"Rh184"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh184"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh184"	"dTMP"	"C00364"	"NA"	"CHEBI:17013"	"MNXM257"	"C10H13N2O8P"	"-2"
"Rh184"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh185"	"2'-deoxyribonucleoside 5'-triphosphate"	"C00677"	"ChEBI:16381"	"CHEBI:16381"	"MNXM96330"	"C5H8O12P3R"	"-4"
"Rh185"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh185"	"2'-deoxyribonucleoside 5'-phosphate"	"C00676"	"ChEBI:18241"	"CHEBI:18241"	"MNXM6057"	"C5H8O6PR"	"-2"
"Rh185"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh185"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh186"	"superoxide"	"C00704"	"ChEBI:18421"	"CHEBI:18421"	"MNXM330"	"O2"	"-1"
"Rh186"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh186"	"hydrogen peroxide"	"C00027"	"NA"	"CHEBI:16240"	"MNXM22"	"H2O2"	"0"
"Rh186"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh187"	"S-Farnesyl protein"	"C20120"	"NA"	"NA"	NA	NA	NA
"Rh187"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh187"	"Protein C-terminal S-farnesyl-L-cysteine"	"C04506"	"ChEBI:17171"	"CHEBI:17171"	"MNXM5285"	"NA"	"NA"
"Rh187"	"Peptide"	"C00012"	"NA"	"CHEBI:16670"	"MNXM639"	"(C2H2NOR)nC2H3NOR"	"0"
"Rh188"	"G00011"	"G00011"	"NA"	"NA"	NA	NA	NA
"Rh188"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh188"	"G00012"	"G00012"	"NA"	"NA"	NA	NA	NA
"Rh188"	"D-mannose"	"C00159"	"ChEBI:4208"	"CHEBI:4208"	"MNXM182"	"C6H12O6"	"0"
"Rh189"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh189"	"G00011"	"G00011"	"NA"	"NA"	NA	NA	NA
"Rh189"	"D-mannose"	"C00159"	"ChEBI:4208"	"CHEBI:4208"	"MNXM182"	"C6H12O6"	"0"
"Rh189"	"G10694"	"G10694"	"NA"	"NA"	NA	NA	NA
"Rh190"	"Ethylnitronate"	"C18091"	"ChEBI:55327"	"CHEBI:55327"	"MNXM2143"	"C2H5NO2"	"0"
"Rh190"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh190"	"FMNH2"	"C01847"	"CHEBI:16048"	"CHEBI:16048"	"MNXM208"	"C17H21N4O9P"	"-2"
"Rh190"	"acetaldehyde"	"C00084"	"NA"	"CHEBI:15343"	"MNXM75"	"C2H4O"	"0"
"Rh190"	"Nitrite"	"C00088"	"ChEBI:16301"	"CHEBI:16301"	"MNXM107"	"NO2"	"-1"
"Rh190"	"FMN"	"C00061"	"NA"	"CHEBI:17621"	"MNXM119"	"C17H18N4O9P"	"-3"
"Rh190"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh191"	"L-cysteine"	"C00097"	"ChEBI:17561"	"CHEBI:17561"	"MNXM55"	"C3H7NO2S"	"0"
"Rh191"	"O-succinyl-L-homoserine"	"C01118"	"NA"	"CHEBI:16160"	"MNXM820"	"C8H12NO6"	"-1"
"Rh191"	"succinate"	"C00042"	"NA"	"CHEBI:15741"	"MNXM25"	"C4H4O4"	"-2"
"Rh191"	"L-cystathionine"	"C02291"	"NA"	"CHEBI:17482"	"MNXM319"	"C7H14N2O4S"	"0"
"Rh191"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh192"	"O-succinyl-L-homoserine"	"C01118"	"NA"	"CHEBI:16160"	"MNXM820"	"C8H12NO6"	"-1"
"Rh192"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh192"	"2-oxobutanoate"	"C00109"	"NA"	"CHEBI:16763"	"MNXM159"	"C4H5O3"	"-1"
"Rh192"	"succinate"	"C00042"	"NA"	"CHEBI:15741"	"MNXM25"	"C4H4O4"	"-2"
"Rh192"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh192"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh193"	"Fe(III)-siderophore"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh193"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh193"	"Fe(II)-siderophore"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh193"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh193"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh194"	"Acyl-CoA"	"C00040"	"ChEBI:17984"	"CHEBI:17984"	"MNXM44"	"C22H31N7O17P3SR"	"-4"
"Rh194"	"1-acyl-sn-glycerol 3-phosphate"	"C00681"	"ChEBI:16975"	"CHEBI:16975"	"MNXM145527"	"C4H6O7PR"	"-2"
"Rh194"	"coenzyme A"	"C00010"	"NA"	"CHEBI:15346"	"MNXM12"	"C21H32N7O16P3S"	"-4"
"Rh194"	"1,2-diacyl-sn-glycerol 3-phosphate"	"C00416"	"ChEBI:16337"	"CHEBI:16337"	"MNXM96054"	"C5H5O8PR2"	"-2"
"Rh195"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh195"	"Peptide diphthine"	"C01573"	"ChEBI:18054"	"CHEBI:18054"	"MNXM3980"	"C13H22N4O4"	"0"
"Rh195"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh195"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh195"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
"Rh195"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh195"	"Peptide diphthamide"	"C02872"	"ChEBI:16692"	"CHEBI:16692"	"MNXM4769"	"C13H22N5O2R2"	"1"
"Rh196"	"8-oxo-dGTP"	"C19967"	"NA"	"NA"	NA	NA	NA
"Rh196"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh196"	"8-oxo-dGMP"	"C19968"	"NA"	"NA"	NA	NA	NA
"Rh196"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh197"	"quinone"	"C00472"	"ChEBI:16509"	"CHEBI:16509"	"MNXM769"	"C6O2R4"	"0"
"Rh197"	"succinate"	"C00042"	"NA"	"CHEBI:15741"	"MNXM25"	"C4H4O4"	"-2"
"Rh197"	"Hydroquinone"	"C00530"	"ChEBI:17594"	"CHEBI:17594"	"MNXM376"	"C6H6O2"	"0"
"Rh197"	"fumarate"	"C00122"	"NA"	"CHEBI:29806"	"MNXM93"	"C4H2O4"	"-2"
"Rh198"	"octanoyl-ACP"	"C05752"	"NA"	"CHEBI:7725"	"MNXM979"	"C8H15OSR"	"0"
"Rh198"	"Apoprotein"	"C16240"	"ChEBI:13850"	"CHEBI:13850"	"MNXM91491"	"NA"	"NA"
"Rh198"	"Protein N6-(octanoyl)lysine"	"C16236"	"ChEBI:80398"	"CHEBI:80398"	"MNXM4090"	"C8H16NOR"	"0"
"Rh198"	"ACP1"	"C00229"	"NA"	"CHEBI:18359"	"MNXM925"	"HSR"	"0"
"Rh199"	"Lipoyl-[acp]"	"C16239"	"ChEBI:80400"	"CHEBI:80400"	"MNXM19093"	"C8H13OS3R"	"0"
"Rh199"	"Apoprotein"	"C16240"	"ChEBI:13850"	"CHEBI:13850"	"MNXM91491"	"NA"	"NA"
"Rh199"	"Protein N6-(lipoyl)lysine"	"C16237"	"ChEBI:80399"	"CHEBI:80399"	"MNXM96070"	"C8H14NOS2R"	"0"
"Rh199"	"ACP1"	"C00229"	"NA"	"CHEBI:18359"	"MNXM925"	"HSR"	"0"
"Rh200"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh200"	"beta-D-Fructose 6-phosphate"	"C05345"	"CHEBI:57634"	"CHEBI:16084"	"MNXM89621"	"C6H11O9P"	"-2"
"Rh200"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh200"	"beta-D-fructose 2,6-bisphosphate"	"C00665"	"ChEBI:28602"	"CHEBI:28602"	"MNXM651"	"C6H10O12P2"	"-4"
"Rh201"	"beta-D-fructose 2,6-bisphosphate"	"C00665"	"ChEBI:28602"	"CHEBI:28602"	"MNXM651"	"C6H10O12P2"	"-4"
"Rh201"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh201"	"D-fructose 6-phosphate"	"C00085"	"NA"	"CHEBI:15946"	"MNXM89629"	"C6H11O9P"	"-2"
"Rh201"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh202"	"monoamide of a dicarboxylate"	"C04131"	"NA"	"NA"	NA	NA	NA
"Rh202"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh202"	"dicarboxylate"	"C02028"	"NA"	"CHEBI:35692"	"MNXM5717"	"NA"	"NA"
"Rh202"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh203"	"[chaperone-ADP]-[disordered-form scaffold protein] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh203"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh203"	"[Fe-S cluster biosynthesis chaperone]-ATP"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh203"	"[disordered-form [Fe-S] cluster scaffold protein]"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh203"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh204"	"[chaperone-ATP]-[co-chaperone]-[scaffold protein-(2Fe-2S)] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh204"	"apo-iron-sulfur protein"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh204"	"[chaperone-ADP]-[disordered-form scaffold protein] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh204"	"[Fe-S cluster biosynthesis co-chaperone]"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh204"	"[2Fe-2S] cluster protein"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh204"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh205"	"[co-chaperone]-[scaffold protein-(2Fe-2S)] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh205"	"[Fe-S cluster biosynthesis chaperone]-ATP"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh205"	"[chaperone-ATP]-[co-chaperone]-[scaffold protein-(2Fe-2S)] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh206"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh206"	"D-glucose"	"C00031"	"ChEBI:4167"	"CHEBI:4167"	"MNXM41"	"C6H12O6"	"0"
"Rh206"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh206"	"D-glucose 6-phosphate"	"C00092"	"NA"	"CHEBI:4170"	"MNXM160"	"C6H11O9P"	"-2"
"Rh207"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh207"	"D-fructose"	"C00095"	"ChEBI:15824"	"CHEBI:15824"	"MNXM175"	"C6H12O6"	"0"
"Rh207"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh207"	"D-fructose 6-phosphate"	"C00085"	"NA"	"CHEBI:15946"	"MNXM89629"	"C6H11O9P"	"-2"
"Rh208"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh208"	"D-fructose"	"C00095"	"ChEBI:15824"	"CHEBI:15824"	"MNXM175"	"C6H12O6"	"0"
"Rh208"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh208"	"beta-D-Fructose 6-phosphate"	"C05345"	"CHEBI:57634"	"CHEBI:16084"	"MNXM89621"	"C6H11O9P"	"-2"
"Rh209"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh209"	"D-mannose"	"C00159"	"ChEBI:4208"	"CHEBI:4208"	"MNXM182"	"C6H12O6"	"0"
"Rh209"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh209"	"D-mannose 6-phosphate"	"C00275"	"ChEBI:17369"	"CHEBI:17369"	"MNXM427"	"C6H11O9P"	"-2"
"Rh210"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh210"	"beta-D-Glucose"	"C00221"	"ChEBI:15903"	"CHEBI:15903"	"MNXM105"	"C6H12O6"	"0"
"Rh210"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh210"	"beta-D-Glucose 6-phosphate"	"C01172"	"ChEBI:17719"	"CHEBI:17719"	"MNXM508"	"C6H11O9P"	"-2"
"Rh211"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh211"	"alpha-D-Glucose"	"C00267"	"ChEBI:17925"	"CHEBI:17925"	"MNXM99"	"C6H12O6"	"0"
"Rh211"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh211"	"alpha-D-Glucose 6-phosphate"	"C00668"	"ChEBI:17665"	"CHEBI:17665"	"MNXM215"	"C6H11O9P"	"-2"
"Rh212"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh212"	"D-Glucosamine"	"C00329"	"ChEBI:47977"	"CHEBI:47977"	"MNXM533"	"C6H14NO5"	"1"
"Rh212"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh212"	"alpha-D-glucosamine 6-phosphate"	"C00352"	"NA"	"CHEBI:47987"	"MNXM370"	"C6H13NO8P"	"-1"
"Rh213"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh213"	"beta-D-Fructose"	"C02336"	"ChEBI:28645"	"CHEBI:28645"	"MNXM1542"	"C6H12O6"	"0"
"Rh213"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh213"	"beta-D-Fructose 6-phosphate"	"C05345"	"CHEBI:57634"	"CHEBI:16084"	"MNXM89621"	"C6H11O9P"	"-2"
"Rh214"	"L-glutamine"	"C00064"	"ChEBI:18050"	"CHEBI:18050"	"MNXM37"	"C5H10N2O3"	"0"
"Rh214"	"D-fructose 6-phosphate"	"C00085"	"NA"	"CHEBI:15946"	"MNXM89629"	"C6H11O9P"	"-2"
"Rh214"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh214"	"alpha-D-glucosamine 6-phosphate"	"C00352"	"NA"	"CHEBI:47987"	"MNXM370"	"C6H13NO8P"	"-1"
"Rh215"	"ADP-D-ribose 1''-phosphate"	"NA"	"CHEBI:48584"	"CHEBI:48584"	"MNXM5039"	"C15H20N5O17P3"	"-4"
"Rh215"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh215"	"ADP-ribose"	"C00301"	"ChEBI:16960"	"CHEBI:16960"	"MNXM48596"	"C15H21N5O14P2"	"-2"
"Rh215"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh216"	"alpha-D-Glucose 6-phosphate"	"C00668"	"ChEBI:17665"	"CHEBI:17665"	"MNXM215"	"C6H11O9P"	"-2"
"Rh216"	"beta-D-Glucose 6-phosphate"	"C01172"	"ChEBI:17719"	"CHEBI:17719"	"MNXM508"	"C6H11O9P"	"-2"
"Rh217"	"2,5-Dioxopentanoate"	"C00433"	"ChEBI:17415"	"CHEBI:17415"	"MNXM770"	"C5H5O4"	"-1"
"Rh217"	"NADP(+)"	"C00006"	"NA"	"CHEBI:18009"	"MNXM5"	"C21H25N7O17P3"	"-3"
"Rh217"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh217"	"2-oxoglutarate"	"C00026"	"NA"	"CHEBI:16810"	"MNXM20"	"C5H4O5"	"-2"
"Rh217"	"NADPH"	"C00005"	"NA"	"CHEBI:16474"	"MNXM6"	"C21H26N7O17P3"	"-4"
"Rh217"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh218"	"Aldehyde"	"C00071"	"ChEBI:17478"	"CHEBI:17478"	"MNXM277"	"CHOR"	"0"
"Rh218"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh218"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh218"	"fatty acid"	"C00162"	"NA"	"CHEBI:35366"	"MNXM72"	"CO2R"	"-1"
"Rh218"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh218"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh219"	"acetaldehyde"	"C00084"	"NA"	"CHEBI:15343"	"MNXM75"	"C2H4O"	"0"
"Rh219"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh219"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh219"	"acetate"	"C00033"	"NA"	"CHEBI:30089"	"MNXM26"	"C2H3O2"	"-1"
"Rh219"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh219"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh220"	"3-aminopropanal"	"C05665"	"NA"	"CHEBI:27608"	"MNXM43758"	"NA"	"NA"
"Rh220"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh220"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh220"	"beta-alanine"	"C00099"	"NA"	"CHEBI:16958"	"MNXM144"	"C3H7NO2"	"0"
"Rh220"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh220"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh221"	"D-glyceraldehyde"	"C00577"	"NA"	"CHEBI:17378"	"MNXM435"	"C3H6O3"	"0"
"Rh221"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh221"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh221"	"D-glycerate"	"C00275"	"ChEBI:16659"	"CHEBI:17369"	"MNXM427"	"C6H11O9P"	"-2"
"Rh221"	"NADH"	"C00004"	"ChEBI:16908"	"CHEBI:16908"	"MNXM10"	"C21H27N7O14P2"	"-2"
"Rh221"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
