"gene"	"reaction_biocyc"	"sign"
"YPR131C"	"an N-terminal-L-methionyl-L-glutaminyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-glutaminyl-[protein] + coenzyme A + H+"	"NO"
"YOL076W"	"an N-terminal-L-methionyl-L-glutaminyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-glutaminyl-[protein] + coenzyme A + H+"	"NO"
"YPR131C"	"an N-terminal-L-methionyl-L-glutamyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-glutamyl-[protein] + coenzyme A + H+"	"NO"
"YOL076W"	"an N-terminal-L-methionyl-L-glutamyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-glutamyl-[protein] + coenzyme A + H+"	"NO"
"YPR051W"	"an N-terminal-L-methionyl-L-isoleucyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-isoleucyl-[protein] + coenzyme A + H+"	"NO"
"YEL053C"	"an N-terminal-L-methionyl-L-isoleucyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-isoleucyl-[protein] + coenzyme A + H+"	"NO"
"YCR020C-A"	"an N-terminal-L-methionyl-L-isoleucyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-isoleucyl-[protein] + coenzyme A + H+"	"NO"
"YPR051W"	"an N-terminal-L-methionyl-L-tryptophyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-tryptophyl-[protein] + coenzyme A + H+"	"NO"
"YEL053C"	"an N-terminal-L-methionyl-L-tryptophyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-tryptophyl-[protein] + coenzyme A + H+"	"NO"
"YCR020C-A"	"an N-terminal-L-methionyl-L-tryptophyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-tryptophyl-[protein] + coenzyme A + H+"	"NO"
"YPL207W"	"an N1-methylguanine37 in tRNAPhe + pyruvate + S-adenosyl-L-methionine => 4-demethylwyosine37 in tRNAPhe + L-methionine + 5'-deoxyadenosine + CO2 + H2O"	"NO"
"YLR239C"	"an octanoyl-[acp] + a [lipoyl-carrier protein]-L-lysine => a [lipoyl-carrier protein] N6-octanoyl-L-lysine + a holo-[acyl-carrier protein] + H+"	"NO"
"YLR239C"	"an octanoyl-[acp] + [glycine cleavage system lipoyl-carrier protein]-L-lysine => a [glycine-cleavage complex H protein] N6-octanoyl-L-lysine + a holo-[acyl-carrier protein] + H+"	"NO"
"YOL057W"	"an oligopeptide + H2O => a peptide + a dipeptide"	"NO"
"YHR179W"	"an oxidized electron acceptor + NADPH + H+ = a reduced electron acceptor + NADP+"	"NO"
"YPL171C"	"an oxidized electron acceptor + NADPH + H+ = a reduced electron acceptor + NADP+"	"NO"
"YCL017C"	"an S-sulfanyl-[cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex => a [cysteine desulfurase]-(S-sulfanyl)2-[disordered-form scaffold protein] complex"	"NO"
"YCL017C"	"an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex => a [cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex"	"NO"
"YOR226C"	"an S-sulfanyl-[L-cysteine desulfurase] + a [disordered-form [Fe-S] cluster scaffold protein] => an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex"	"NO"
"YPL135W"	"an S-sulfanyl-[L-cysteine desulfurase] + a [disordered-form [Fe-S] cluster scaffold protein] => an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex"	"NO"
"YKL046C"	"an unbranched alpha-(1,6)-D-mannan + H2O => 2 a 1,6-alpha-D-mannosyloligosaccharide"	"NO"
"YBR082C"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YDR177W"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YDR092W"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YDR059C"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YDR054C"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YEL012W"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YGR133W"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YGL058W"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YOR339C"	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"	"NO"
"YER100W"	"an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + an [E2 ubiquitin-conjugating enzyme]-L-cysteine => an [E1 ubiquitin-activating enzyme]-L-cysteine + an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine"	"NO"
"YMR022W"	"an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + an [E2 ubiquitin-conjugating enzyme]-L-cysteine => an [E1 ubiquitin-activating enzyme]-L-cysteine + an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine"	"NO"
"YLR024C"	"an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine = an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+"	"NO"
"YGR184C"	"an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine = an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+"	"NO"
"YIL030C"	"an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine = an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+"	"NO"
"YJR070C"	"an [eIF5A-precursor]-deoxyhypusine + a reduced electron acceptor + oxygen => an [eIF5A]-hypusine + an oxidized electron acceptor + H2O"	"NO"
"YOR251C"	"an [L-cysteine desulfurase] L-cysteine persulfide + a [TUM1 protein]-L-cysteine => an [L-cysteine desulfurase]-L-cysteine + a [TUM1]-S-sulfanylcysteine"	"NO"
"YCL017C"	"an [L-cysteine desulfurase] L-cysteine persulfide + an unsulfurated [sulfur carrier] <=> an [L-cysteine desulfurase]-L-cysteine + a sulfurated [sulfur carrier]"	"NO"
"YCL017C"	"an [L-cysteine desulfurase]-L-cysteine + L-cysteine => an [L-cysteine desulfurase] L-cysteine persulfide + L-alanine"	"NO"
"YPR200C"	"arsenate + a reduced glutaredoxin + H+ = arsenite + an oxidized glutaredoxin + H2O"	"NO"
"YBL016W"	"ATP + a protein containing an (L-serine/L-threonine)-L-proline motif = ADP + a protein containing a phosphorylated (L-serine/L-threonine)-L-proline motif + H+"	"NO"
"YGR040W"	"ATP + a protein containing an (L-serine/L-threonine)-L-proline motif = ADP + a protein containing a phosphorylated (L-serine/L-threonine)-L-proline motif + H+"	"NO"
"YHR030C"	"ATP + a protein containing an (L-serine/L-threonine)-L-proline motif = ADP + a protein containing a phosphorylated (L-serine/L-threonine)-L-proline motif + H+"	"NO"
"YPR054W"	"ATP + a protein containing an (L-serine/L-threonine)-L-proline motif = ADP + a protein containing a phosphorylated (L-serine/L-threonine)-L-proline motif + H+"	"NO"
"YIL042C"	"ATP + a pyruvate dehydrogenase = ADP + a phosphorylated pyruvate dehydrogenase"	"NO"
"YHL007C"	"ATP + a [MAP kinase kinase]-(L-serine/L-threonine) = ADP + a [MAP kinase kinase] (L-serine/L-threonine) phosphate + H+"	"NO"
"YLR362W"	"ATP + a [MAP kinase kinase]-(L-serine/L-threonine) = ADP + a [MAP kinase kinase] (L-serine/L-threonine) phosphate + H+"	"NO"
"YNR031C"	"ATP + a [MAP kinase kinase]-(L-serine/L-threonine) = ADP + a [MAP kinase kinase] (L-serine/L-threonine) phosphate + H+"	"NO"
"YDL159W"	"ATP + a [mitogen-activated protein kinase]-L-threonine = a [mitogen-activated protein kinase] L-threonine phosphate + ADP + H+"	"NO"
"YJL128C"	"ATP + a [mitogen-activated protein kinase]-L-threonine = a [mitogen-activated protein kinase] L-threonine phosphate + ADP + H+"	"NO"
"YOR231W"	"ATP + a [mitogen-activated protein kinase]-L-threonine = a [mitogen-activated protein kinase] L-threonine phosphate + ADP + H+"	"NO"
"YPL140C"	"ATP + a [mitogen-activated protein kinase]-L-threonine = a [mitogen-activated protein kinase] L-threonine phosphate + ADP + H+"	"NO"
"YIL147C"	"ATP + a [protein]-L-histidine => ADP + a [protein]-N-phospho-L-histidine + H+"	"NO"
"YDL028C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YJL141C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YNL307C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YPL153C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YPL203W"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YKL166C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YJL164C"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"	"NO"
"YKR002W"	"ATP + an mRNA = an mRNA + diphosphate"	"NO"
"YOL115W"	"ATP + an mRNA = an mRNA + diphosphate"	"NO"
"YDR248C"	"ATP + D-gluconate => D-gluconate 6-phosphate + ADP + H+"	"NO"
"YDR109C"	"ATP + D-ribulose => ADP + D-ribulose 5-phosphate + H+"	"NO"
"YDL108W"	"ATP + [a DNA-directed RNA-polymerase] = ADP + phospho-[DNA-directed RNA-polymerase]"	"NO"
"YKL139W"	"ATP + [a DNA-directed RNA-polymerase] = ADP + phospho-[DNA-directed RNA-polymerase]"	"NO"
"YPR161C"	"ATP + [a DNA-directed RNA-polymerase] = ADP + phospho-[DNA-directed RNA-polymerase]"	"NO"
"YPL042C"	"ATP + [a DNA-directed RNA-polymerase] = ADP + phospho-[DNA-directed RNA-polymerase]"	"NO"
"YCR107W"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YDL243C"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YFL056C"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YJR155W"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YNL331C"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YOL165C"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YFL057C"	"benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"	"NO"
"YLR345W"	"beta-D-fructose 2,6-bisphosphate + H2O => beta-D-fructofuranose 6-phosphate + phosphate"	"NO"
"YGL065C"	"beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP-alpha-D-mannose => alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP + H+"	"NO"
"YBR177C"	"butan-1-ol + acetyl-CoA => butyl acetate + coenzyme A"	"NO"
"YLL056C"	"butan-1-ol + NAD+ <=> butan-1-al + NADH + H+"	"NO"
"YDL145C"	"butanoyl-CoA + acetoacetate = butanoate + acetoacetyl-CoA"	"NO"
"YGL167C"	"Ca2+[out] + ATP + H2O = Ca2+[in] + ADP + phosphate + H+"	"NO"
"YGL006W"	"Ca2+[out] + ATP + H2O = Ca2+[in] + ADP + phosphate + H+"	"NO"
"YBR295W"	"Cd2+[in] + ATP + H2O = Cd2+[out] + ADP + phosphate + H+"	"NO"
"YLR286C"	"chitin + H2O => 2 a chitodextrin"	"NO"
"YDR371W"	"chitin + H2O => 2 a chitodextrin"	"NO"
"YIR007W"	"cholesteryl-beta-D-glucoside + H2O => cholesterol + D-glucopyranose"	"NO"
"YJL200C"	"cis-aconitate + H2O <=> D-threo-isocitrate"	"NO"
"YDL086W"	"cis-dienelactone + H2O => 2-maleylacetate + H+"	"NO"
"YJL200C"	"citrate <=> cis-aconitate + H2O"	"NO"
"YJL200C"	"citrate <=> D-threo-isocitrate"	"NO"
"YDR270W"	"Cu2+[in] + ATP + H2O => Cu2+[out] + ADP + phosphate + H+"	"NO"
"YLR446W"	"D-glucopyranose + ATP => D-glucopyranose 6-phosphate + ADP + H+"	"NO"
"YDR516C"	"D-glucopyranose + ATP => D-glucopyranose 6-phosphate + ADP + H+"	"NO"
"YLR175W"	"D-ribofuranose 5-phosphate + uracil = pseudouridine 5'-phosphate + H2O"	"NO"
"YGR043C"	"D-sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate <=> beta-D-fructofuranose 6-phosphate + D-erythrose 4-phosphate"	"NO"
"YDL246C"	"D-sorbitol + NAD+ => keto-D-fructose + NADH + H+"	"NO"
"YOR274W"	"dimethylallyl diphosphate + an adenosine37 in tRNA => N6-dimethylallyladenosine37 in tRNA + diphosphate"	"NO"
"YKL011C"	"DNA combined with exogenous DNA to form a recombinational junction + H2O => resolution of recombinational junction formation of two intact strands"	"NO"
"YJL090C"	"DNAn + n H2O => n a nucleoside 5'-monophosphate"	"NO"
"YIR007W"	"ergosterol 3-O-beta-D-glucoside + H2O => ergosterol + D-glucopyranose"	"NO"
"YBR177C"	"ethanol + acetyl-CoA => ethyl acetate + coenzyme A"	"NO"
"YLR205C"	"ferroheme b + 3 a reduced [NADPH-hemoprotein reductase] + 3 oxygen + 2 H+ => biliverdin-IX-alpha + Fe2+ + carbon monoxide + 3 an oxidized [NADPH-hemoprotein reductase] + 3 H2O"	"NO"
"YER141W"	"ferroheme o + 2 a reduced electron acceptor + 2 oxygen => ferroheme a + 2 an oxidized electron acceptor + 3 H2O"	"NO"
"YLL056C"	"formaldehyde + NADH + H+ => methanol + NAD+"	"NO"
"YLL056C"	"furfural + NADH + H+ => furfuryl alcohol + NAD+"	"NO"
"YNL134C"	"furfural + NADH + H+ => furfuryl alcohol + NAD+"	"NO"
"YGL038C"	"GDP-alpha-D-mannose + a [protein]-L-asparagine-[(mannosyl)8(N-acetylglucosaminyl)2] => a [protein]-L-asparagine-[(mannosyl)9(N-acetylglucosaminyl)2] + GDP + H+"	"NO"
"YGL038C"	"GDP-alpha-D-mannose + a [protein]-L-asparagine-[(mannosyl)9(N-acetylglucosaminyl)2] => a [protein]-L-asparagine-[(mannosyl)10(N-acetylglucosaminyl)2] + GDP + H+"	"NO"
"YIL014W"	"GDP-alpha-D-mannose + an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"	"NO"
"YER001W"	"GDP-alpha-D-mannose + an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"	"NO"
"YIL014W"	"GDP-alpha-D-mannose + an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"	"NO"
"YGL257C"	"GDP-alpha-D-mannose + an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"	"NO"
"YGL155W"	"geranylgeranyl diphosphate + a [protein]-L-cysteine = a [protein]-S-geranylgeranyl-L-cysteine + diphosphate"	"NO"
"YPR176C"	"geranylgeranyl diphosphate + a [protein]-L-cysteine = a [protein]-S-geranylgeranyl-L-cysteine + diphosphate"	"NO"
"YJL031C"	"geranylgeranyl diphosphate + a [protein]-L-cysteine = a [protein]-S-geranylgeranyl-L-cysteine + diphosphate"	"NO"
"YNL229C"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YIR038C"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YLL060C"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YEL017W"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YGR154C"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YKR076W"	"glutathione + 4-hydroxy-2-nonenal = 4-hydroxy-2-nonenal-glutathione conjugate"	"NO"
"YBR281C"	"glutathione + H2O => L-cysteinyl-glycine + L-glutamate"	"NO"
"YNL191W"	"glutathione + H2O => L-cysteinyl-glycine + L-glutamate"	"NO"
"YIR038C"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YLL060C"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YNL229C"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YEL017W"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YGR154C"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YKR076W"	"glutathione + RX = a glutathione-toxin conjugate + HX"	"NO"
"YPR144W"	"glycine + a [protein]-L-cysteine + NAD+ => 2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole + nicotinamide + a [protein]-2-aminoprop-2-enoate + 3 H2O + 2 H+"	"NO"
"YLL056C"	"glycolaldehyde + NADH + H+ => ethylene glycol + NAD+"	"NO"
"YNL274C"	"glycolate + NAD+ = glyoxylate + NADH + H+"	"NO"
"YLR195C"	"glycyl-peptide + myristoyl-CoA = N-tetradecanoylglycyl-peptide + coenzyme A"	"NO"
"YFL004W"	"GTP + ATP = pppGpp + AMP"	"NO"
"YJL012C"	"GTP + ATP = pppGpp + AMP"	"NO"
"YHR168W"	"GTP + H2O => GDP + phosphate + H+"	"NO"
"YHR070W"	"guanine37 in tRNAPhe + S-adenosyl-L-methionine => an N1-methylguanine37 in tRNAPhe + S-adenosyl-L-homocysteine + H+"	"NO"
"YDR242W"	"indole-3-acetamide + H2O = indole-3-acetate + ammonium"	"NO"
"YLR351C"	"indole-3-acetonitrile + 2 H2O => ammonium + indole-3-acetate"	"NO"
"YIL164C"	"indole-3-acetonitrile + 2 H2O => ammonium + indole-3-acetate"	"NO"
"YJL126W"	"indole-3-acetonitrile + 2 H2O => ammonium + indole-3-acetate"	"NO"
"YFR055W"	"L-cystathionine + H2O => ammonium + pyruvate + L-homocysteine"	"NO"
"YCL017C"	"L-cysteine + an unsulfurated [sulfur carrier] => L-alanine + a sulfurated [sulfur carrier]"	"NO"
"YML082W"	"L-cysteine + O-succinyl-L-homoserine => succinate + L-cystathionine + H+"	"NO"
"YFR044C"	"L-cysteinyl-glycine + H2O => L-cysteine + glycine"	"NO"
"YDL246C"	"L-iditol + NAD+ = keto-L-sorbose + NADH + H+"	"NO"
"YFR055W"	"L-selenocystathionine + H2O = ammonium + pyruvate + seleno-L-homocysteine"	"NO"
"YOL157C"	"maltose + H2O => 2 D-glucopyranose"	"NO"
"YOL157C"	"maltotriose + H2O => maltose + D-glucopyranose"	"NO"
"YKL134C"	"mitochondrial intermediate protein + H2O => an octapeptide + a mature protein"	"NO"
"YGL190C"	"myosin light-chain phosphate + H2O => myosin light-chain + phosphate + 2 H+"	"NO"
"YBR070C"	"N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP + H+"	"NO"
"YGL047W"	"N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP + H+"	"NO"
"YDR040C"	"Na+[in] + ATP + H2O => Na+[out] + ADP + phosphate + H+"	"NO"
"YDR039C"	"Na+[in] + ATP + H2O => Na+[out] + ADP + phosphate + H+"	"NO"
"YDR038C"	"Na+[in] + ATP + H2O => Na+[out] + ADP + phosphate + H+"	"NO"
"YCR026C"	"NADH + H2O = reduced beta-nicotinamide D-ribonucleotide + AMP + 2 H+"	"NO"
"YEL016C"	"NADH + H2O = reduced beta-nicotinamide D-ribonucleotide + AMP + 2 H+"	"NO"
"YDR242W"	"nicotinamide + H2O => ammonium + nicotinate"	"NO"
"YGR012W"	"O-acetyl-L-serine + hydrogen selenide = L-selenocysteine + acetate + H+"	"NO"
"YGR012W"	"O-acetyl-L-serine + hydrogen sulfide = L-cysteine + acetate + H+"	"NO"
"YGR012W"	"O-acetyl-L-serine + thiosulfate = S-sulfo-L-cysteine + acetate + H+"	"NO"
"YML082W"	"O-succinyl-L-homoserine + H2O => 2-oxobutanoate + succinate + ammonium + H+"	"NO"
"YJL046W"	"octanoyl-CoA + [2-oxoglutarate dehydrogenase E2 lipoyl-carrier protein]-L-lysine => a [2-oxoglutarate-dehydrogenase E2 protein] N6-octanoyl-L-lysine + coenzyme A + H+"	"NO"
"YJL046W"	"octanoyl-CoA + [pyruvate dehydrogenase E2 lipoyl-carrier protein]-L-lysine => a [pyruvate dehydrogenase E2 protein] N6-octanoyl-L-lysine + coenzyme A + H+"	"NO"
"YLR456W"	"pyridoxamine 5'-phosphate + oxygen + H2O => ammonium + hydrogen peroxide + pyridoxal 5'-phosphate"	"NO"
"YPR172W"	"pyridoxamine 5'-phosphate + oxygen + H2O => ammonium + hydrogen peroxide + pyridoxal 5'-phosphate"	"NO"
"YPR127W"	"pyridoxine + NADP+ <=> pyridoxal + NADPH + H+"	"NO"
"YLR456W"	"pyridoxine 5'-phosphate + oxygen => hydrogen peroxide + pyridoxal 5'-phosphate"	"NO"
"YPR172W"	"pyridoxine 5'-phosphate + oxygen => hydrogen peroxide + pyridoxal 5'-phosphate"	"NO"
"YPL123C"	"RNA + H2O => a ribonucleoside 3'-phosphate + a 3' phosphooligo-ribonucleotide RNA"	"NO"
"YMR239C"	"RNase III mRNA processing substrate + 2 H2O => RNase III processing product mRNA + 2 an mRNA fragment"	"NO"
"YML005W"	"S-adenosyl-L-methionine + 4-demethylwyosine37 in tRNAPhe => S-methyl-5'-thioadenosine + 7-[(3S)-3-amino-3-carboxypropyl]-4-demethylwyosine37 in tRNAPhe + H+"	"NO"
"YGL050W"	"S-adenosyl-L-methionine + 7-[(3S)-3-amino-3-carboxypropyl]-4-demethylwyosine37 in tRNAPhe => S-adenosyl-L-homocysteine + 7-[(3S)-(3-amino-3-carboxypropyl)]-wyosine37 in tRNAPhe + H+"	"NO"
"YOL125W"	"S-adenosyl-L-methionine + a cytidine4 in tRNAGly => S-adenosyl-L-homocysteine + a 2'-O-methylcytidine4 in tRNAGly(GCC) + H+"	"NO"
"YOL125W"	"S-adenosyl-L-methionine + a cytidine4 in tRNAPro => S-adenosyl-L-homocysteine + a 2'-O-methylcytidine4 in tRNAPro + H+"	"NO"
"YNL022C"	"S-adenosyl-L-methionine + a cytosine2278 in 25S rRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine2278 in 25S rRNA + H+"	"NO"
"YNL061W"	"S-adenosyl-L-methionine + a cytosine2870 in 25S rRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine2870 in 25S rRNA + H+"	"NO"
"YBL024W"	"S-adenosyl-L-methionine + a cytosine34 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine34 in tRNA precursor + H+"	"NO"
"YBL0437"	"S-adenosyl-L-methionine + a cytosine34 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine34 in tRNA precursor + H+"	"NO"
"YBL024W"	"S-adenosyl-L-methionine + a cytosine40 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine40 in tRNA precursor + H+"	"NO"
"YBL0437"	"S-adenosyl-L-methionine + a cytosine40 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine40 in tRNA precursor + H+"	"NO"
"YBL024W"	"S-adenosyl-L-methionine + a cytosine48 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine48 in tRNA + H+"	"NO"
"YBL0437"	"S-adenosyl-L-methionine + a cytosine48 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine48 in tRNA + H+"	"NO"
"YBL024W"	"S-adenosyl-L-methionine + a cytosine49 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine49 in tRNA + H+"	"NO"
"YBL0437"	"S-adenosyl-L-methionine + a cytosine49 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine49 in tRNA + H+"	"NO"
"YCR047C"	"S-adenosyl-L-methionine + a guanine1575 in 18S tRNA => S-adenosyl-L-homocysteine + an N7-methylguanine1575 in 18S rRNA"	"NO"
"YIL096C"	"S-adenosyl-L-methionine + a uracil2634 in 25S rRNA => S-adenosyl-L-homocysteine + an N3-methyluracil2634 in 25S rRNA + H+"	"NO"
"YLR063W"	"S-adenosyl-L-methionine + a uracil2843 in 25S rRNA => S-adenosyl-L-homocysteine + an N3-methyluracil2843 in 25S rRNA + H+"	"NO"
"YDR465C"	"S-adenosyl-L-methionine + a [protein]-L-arginine = S-adenosyl-L-homocysteine + [protein]-N5-methyl-L-arginine + H+"	"NO"
"YOL125W"	"S-adenosyl-L-methionine + an adenosine4 in tRNAHis => S-adenosyl-L-homocysteine + a 2'-O-methyladenosine4 in tRNAHis + H+"	"NO"
"YDR120C"	"S-adenosyl-L-methionine + an N2-methylguanine26 in tRNA => S-adenosyl-L-homocysteine + an N2dimethylguanine26 in tRNA + H+"	"NO"
