met	reaction	formula	MNX_ID	reactant	product	common_met_num
Rh26	1 MNXM43@MNXD1 + 2 MNXM58@MNXD2 = 1 MNXM43@MNXD2 + 2 MNXM58@MNXD1	1 `chloride` + 2 `sulfate` = 1 `chloride` + 2 `sulfate`	MNXR104462	1 `chloride` + 2 `sulfate` 	 1 `chloride` + 2 `sulfate`	2
Rh26	1 MNXM1@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM43@MNXD2	1 `H(+)` + 1 `chloride` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `chloride`	MNXR115557	1 `H(+)` + 1 `chloride` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `chloride`	1
Rh26	1 MNXM1@MNXD2 + 1 MNXM43@MNXD1 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 + 1 MNXM43@MNXD2	1 `H(+)` + 1 `chloride` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `chloride`	MNXR115577	1 `H(+)` + 1 `chloride` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `chloride`	1
Rh26	1 MNXM01@MNXD1 + 1 MNXM43@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM43@MNXD1	1 `H(+)` + 1 `chloride` = 1 `H(+)` + 1 `chloride`	MNXR124875	1 `H(+)` + 1 `chloride` 	 1 `H(+)` + 1 `chloride`	2
Rh26	1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM43@MNXD2 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1	1 `H2O` + 1 `ATP` + 1 `chloride` = 1 `chloride` + 1 `inorganic phosphate` + 1 `ADP`	MNXR124990	1 `H2O` + 1 `ATP` + 1 `chloride` 	 1 `chloride` + 1 `inorganic phosphate` + 1 `ADP`	1
Rh27	1 MNXM175@MNXD1 = 1 MNXM175@BOUNDARY	1 `D-fructose` = 1 `D-fructose`	MNXR98492	1 `D-fructose` 	 1 `D-fructose`	1
Rh27	1 MNXM175@MNXD2 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM175@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1	1 `D-fructose` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `D-fructose` + 1 `ADP` + 1 `phosphate`	MNXR99660	1 `D-fructose` + 1 `H2O` + 1 `ATP` 	 1 `H(+)` + 1 `D-fructose` + 1 `ADP` + 1 `phosphate`	1
Rh27	1 MNXM175@MNXD1 = 1 MNXM175@MNXD2	1 `D-fructose` = 1 `D-fructose`	MNXR99663	1 `D-fructose` 	 1 `D-fructose`	1
Rh27	1 MNXM01@MNXD1 + 1 MNXM175@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM175@MNXD2	1 `H(+)` + 1 `D-fructose` = 1 `H(+)` + 1 `D-fructose`	MNXR99664	1 `H(+)` + 1 `D-fructose` 	 1 `H(+)` + 1 `D-fructose`	2
Rh27	2 MNXM1@MNXD1 + 1 MNXM175@MNXD1 + 2 MNXM5749@MNXD1 = 2 MNXM5749@MNXD1 + 1 MNXM615@MNXD1	2 `H(+)` + 1 `D-fructose` + 2 `ferricytochrome` = 2 `ferricytochrome` + 1 `D-mannitol`	MNXR106723	2 `H(+)` + 1 `D-fructose` + 2 `ferricytochrome` 	 2 `ferricytochrome` + 1 `D-mannitol`	1
Rh27	1 MNXM167@MNXDX + 1 MNXM60163@MNXD1 = 1 MNXM175@MNXDX + 1 MNXM60163@MNXD2	1 `sucrose` + 1 `linear maltodextrin` = 1 `D-fructose` + 1 `linear maltodextrin`	MNXR107192	1 `sucrose` + 1 `linear maltodextrin` 	 1 `D-fructose` + 1 `linear maltodextrin`	1
Rh27	1 MNXM167@MNXDX + 1 MNXM2816@MNXD1 = 1 MNXM175@MNXDX + 1 MNXM2816@MNXD2	1 `sucrose` + 1 `dextran` = 1 `D-fructose` + 1 `dextran`	MNXR107319	1 `sucrose` + 1 `dextran` 	 1 `D-fructose` + 1 `dextran`	1
Rh27	1 MNXM167@MNXD1 + 1 MNXM6038@MNXD1 = 1 MNXM175@MNXD1 + 1 MNXM6038@MNXD1	1 `sucrose` + 1 `1-6-alpha-D-glucan` = 1 `D-fructose` + 1 `1-6-alpha-D-glucan`	MNXR115092	1 `sucrose` + 1 `1-6-alpha-D-glucan` 	 1 `D-fructose` + 1 `1-6-alpha-D-glucan`	1
Rh27	1 MNXM175@MNXD1 + 1 MNXM57547@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM57547@MNXD1	1 `D-fructose` + 1 `inulin` = 1 `H2O` + 1 `inulin`	MNXR115349	1 `D-fructose` + 1 `inulin` 	 1 `H2O` + 1 `inulin`	1
Rh27	1 MNXM175@MNXD1 + 1 MNXM30545@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM30545@MNXD1	1 `D-fructose` + 1 `(2->6)-beta-D-fructan` = 1 `H2O` + 1 `(2->6)-beta-D-fructan`	MNXR115350	1 `D-fructose` + 1 `(2->6)-beta-D-fructan` 	 1 `H2O` + 1 `(2->6)-beta-D-fructan`	1
Rh27	1 MNXM167@MNXD1 + 1 MNXM2905@MNXD1 = 1 MNXM175@MNXD1 + 1 MNXM2905@MNXD1	1 `sucrose` + 1 `1-4-alpha-D-Glucan` = 1 `D-fructose` + 1 `1-4-alpha-D-Glucan`	MNXR115702	1 `sucrose` + 1 `1-4-alpha-D-Glucan` 	 1 `D-fructose` + 1 `1-4-alpha-D-Glucan`	1
Rh27	1 MNXM13471@MNXD1 + 1 MNXM167@MNXD1 = 1 MNXM13471@MNXD1 + 1 MNXM175@MNXD1	1 `(1,6-alpha-D-glucosyl)n` + 1 `sucrose` = 1 `(1,6-alpha-D-glucosyl)n` + 1 `D-fructose`	MNXR125984	1 `(1,6-alpha-D-glucosyl)n` + 1 `sucrose` 	 1 `(1,6-alpha-D-glucosyl)n` + 1 `D-fructose`	1
Rh27	1 MNXM167@MNXD1 + 1 MNXM592@MNXD1 = 1 MNXM175@MNXD1 + 1 MNXM592@MNXD1	1 `sucrose` + 1 `(1,4-alpha-D-glucosyl)n` = 1 `D-fructose` + 1 `(1,4-alpha-D-glucosyl)n`	MNXR126207	1 `sucrose` + 1 `(1,4-alpha-D-glucosyl)n` 	 1 `D-fructose` + 1 `(1,4-alpha-D-glucosyl)n`	1
Rh27	1 MNXM167@MNXD1 + 1 MNXM2816@MNXD1 = 1 MNXM175@MNXD1 + 1 MNXM2816@MNXD1	1 `sucrose` + 1 `dextran` = 1 `D-fructose` + 1 `dextran`	MNXR132667	1 `sucrose` + 1 `dextran` 	 1 `D-fructose` + 1 `dextran`	1
Rh28	1 MNXM390@MNXD1 = 1 MNXM390@BOUNDARY	1 `alpha-D-galactose` = 1 `alpha-D-galactose`	MNXR98535	1 `alpha-D-galactose` 	 1 `alpha-D-galactose`	1
Rh28	1 MNXM1@MNXD1 + 1 MNXM390@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM390@MNXD2	1 `H(+)` + 1 `alpha-D-galactose` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `alpha-D-galactose`	MNXR100023	1 `H(+)` + 1 `alpha-D-galactose` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `alpha-D-galactose`	1
Rh28	1 MNXM390@MNXD1 = 1 MNXM390@MNXD2	1 `alpha-D-galactose` = 1 `alpha-D-galactose`	MNXR100025	1 `alpha-D-galactose` 	 1 `alpha-D-galactose`	1
Rh28	1 MNXM01@MNXD1 + 1 MNXM390@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM390@MNXD2	1 `H(+)` + 1 `alpha-D-galactose` = 1 `H(+)` + 1 `alpha-D-galactose`	MNXR100026	1 `H(+)` + 1 `alpha-D-galactose` 	 1 `H(+)` + 1 `alpha-D-galactose`	2
Rh28	2 MNXM01@MNXD1 + 1 MNXM390@MNXD1 = 2 MNXM01@MNXD2 + 1 MNXM390@MNXD2	2 `H(+)` + 1 `alpha-D-galactose` = 2 `H(+)` + 1 `alpha-D-galactose`	MNXR100027	2 `H(+)` + 1 `alpha-D-galactose` 	 2 `H(+)` + 1 `alpha-D-galactose`	2
Rh28	1 MNXM2@MNXDX + 1 MNXM54123@MNXD1 = 1 MNXM390@MNXDX + 1 MNXM54123@MNXD2	1 `H2O` + 1 `galactan` = 1 `alpha-D-galactose` + 1 `galactan`	MNXR106826	1 `H2O` + 1 `galactan` 	 1 `alpha-D-galactose` + 1 `galactan`	1
Rh28	1 MNXM390@MNXD1 = 1 MNXM390@MNXD1	1 `alpha-D-galactose` = 1 `alpha-D-galactose`	MNXR113944	1 `alpha-D-galactose` 	 1 `alpha-D-galactose`	1
Rh28	1 MNXM20078@MNXD1 + 1 MNXM390@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM20078@MNXD1	1 `Oligosaccharide-With-Galactoses` + 1 `alpha-D-galactose` = 1 `H2O` + 1 `Oligosaccharide-With-Galactoses`	MNXR115343	1 `Oligosaccharide-With-Galactoses` + 1 `alpha-D-galactose` 	 1 `H2O` + 1 `Oligosaccharide-With-Galactoses`	1
Rh28	1 MNXM01@MNXD1 + 1 MNXM390@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM162496@MNXD2	1 `H(+)` + 1 `alpha-D-galactose` = 1 `H(+)` + 1 `aldehydo-D-galactose`	MNXR136478	1 `H(+)` + 1 `alpha-D-galactose` 	 1 `H(+)` + 1 `aldehydo-D-galactose`	1
Rh32	1 MNXM1@MNXD1 + 1 MNXM4505@MNXD2 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM4505@MNXD1	1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`	MNXR96495	1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`	1
Rh32	1 MNXM1@MNXD2 + 1 MNXM4505@MNXD2 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 + 1 MNXM4505@MNXD1	1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`	MNXR96496	1 `H(+)` + 1 `Cd(2+)` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `Cd(2+)`	1
Rh32	1 MNXM01@MNXD1 + 1 MNXM4505@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM4505@MNXD1	1 `H(+)` + 1 `Cd(2+)` = 1 `H(+)` + 1 `Cd(2+)`	MNXR96497	1 `H(+)` + 1 `Cd(2+)` 	 1 `H(+)` + 1 `Cd(2+)`	2
Rh32	1 MNXM4505@MNXD1 = 1 MNXM4505@MNXD2	1 `Cd(2+)` = 1 `Cd(2+)`	MNXR96499	1 `Cd(2+)` 	 1 `Cd(2+)`	1
Rh32	1 MNXM4505@MNXD1 = 1 MNXM4505@BOUNDARY	1 `Cd(2+)` = 1 `Cd(2+)`	MNXR98330	1 `Cd(2+)` 	 1 `Cd(2+)`	1
Rh35	1 MNXM103@MNXD1 = 1 MNXM103@MNXD2	1 `cholesterol` = 1 `cholesterol`	MNXR96700	1 `cholesterol` 	 1 `cholesterol`	1
Rh35	1 MNXM103@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM103@MNXD2 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1	1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`	MNXR96713	1 `cholesterol` + 1 `H2O` + 1 `ATP` 	 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`	1
Rh35	1 MNXM103@MNXD1 + 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 = 1 MNXM1@MNXD2 + 1 MNXM103@MNXD2 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2	1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`	MNXR96714	1 `cholesterol` + 1 `H2O` + 1 `ATP` 	 1 `H(+)` + 1 `cholesterol` + 1 `ADP` + 1 `phosphate`	1
Rh35	1 MNXM103@MNXD1 = 1 MNXM103@BOUNDARY	1 `cholesterol` = 1 `cholesterol`	MNXR98343	1 `cholesterol` 	 1 `cholesterol`	1
Rh35	1 MNXM103@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM103@MNXD2 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1	1 `cholesterol` + 1 `H2O` + 1 `ATP` = 1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP`	MNXR124119	1 `cholesterol` + 1 `H2O` + 1 `ATP` 	 1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP`	1
Rh35	1 MNXM103@MNXD1 + 1 MNXM57425@MNXD2 + 1 MNXM7@MNXD2 = 1 MNXM103@MNXDX + 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2	1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` = 1 `cholesterol` + 1 `H2O` + 1 `ATP`	MNXR124323	1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` 	 1 `cholesterol` + 1 `H2O` + 1 `ATP`	1
Rh35	1 MNXM103@MNXD1 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM103@MNXD2 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1	1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` = 1 `cholesterol` + 1 `H2O` + 1 `ATP`	MNXR124628	1 `cholesterol` + 1 `inorganic phosphate` + 1 `ADP` 	 1 `cholesterol` + 1 `H2O` + 1 `ATP`	1
Rh46	1 MNXM47@MNXD1 = 1 MNXM47@BOUNDARY	1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `UDP-N-acetyl-alpha-D-glucosamine`	MNXR99010	1 `UDP-N-acetyl-alpha-D-glucosamine` 	 1 `UDP-N-acetyl-alpha-D-glucosamine`	1
Rh46	1 MNXM47@MNXD1 = 1 MNXM47@MNXD2	1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `UDP-N-acetyl-alpha-D-glucosamine`	MNXR105021	1 `UDP-N-acetyl-alpha-D-glucosamine` 	 1 `UDP-N-acetyl-alpha-D-glucosamine`	1
Rh46	1 MNXM47@MNXD1 + 1 MNXM80@MNXD2 = 1 MNXM47@MNXD2 + 1 MNXM80@MNXD1	1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP` = 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP`	MNXR105086	1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP` 	 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UMP`	2
Rh46	1 MNXM1271@MNXD1 + 1 MNXM47@MNXDX = 1 MNXM1@MNXDX + 1 MNXM1271@MNXD2 + 1 MNXM17@MNXDX	1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `H(+)` + 1 `chitin` + 1 `UDP`	MNXR107446	1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` 	 1 `H(+)` + 1 `chitin` + 1 `UDP`	1
Rh46	1 MNXM1271@MNXD1 + 1 MNXM47@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM1271@MNXD1 + 1 MNXM17@MNXD1	1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` = 1 `H(+)` + 1 `chitin` + 1 `UDP`	MNXR115767	1 `chitin` + 1 `UDP-N-acetyl-alpha-D-glucosamine` 	 1 `H(+)` + 1 `chitin` + 1 `UDP`	1
Rh46	1 MNXM47@MNXD1 + 1 MNXM87@MNXD1 = 1 MNXM47@MNXD2 + 1 MNXM87@MNXD2	1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate` = 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate`	MNXR124194	1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate` 	 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `UDP-alpha-D-glucuronate`	2
Rh48	1 MNXM01@MNXD1 + 1 MNXM131@MNXD1 + 1 MNXM2255@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM131@MNXD2 + 1 MNXM2255@MNXD2	1 `H(+)` + 1 `citrate` + 1 `Mn(2+)` = 1 `H(+)` + 1 `citrate` + 1 `Mn(2+)`	MNXR96741	1 `H(+)` + 1 `citrate` + 1 `Mn(2+)` 	 1 `H(+)` + 1 `citrate` + 1 `Mn(2+)`	3
Rh48	1 MNXM2255@MNXD1 = 1 MNXM2255@BOUNDARY	1 `Mn(2+)` = 1 `Mn(2+)`	MNXR98761	1 `Mn(2+)` 	 1 `Mn(2+)`	1
Rh48	1 MNXM01@MNXD1 + 1 MNXM2255@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM2255@MNXD1	1 `H(+)` + 1 `Mn(2+)` = 1 `H(+)` + 1 `Mn(2+)`	MNXR101669	1 `H(+)` + 1 `Mn(2+)` 	 1 `H(+)` + 1 `Mn(2+)`	2
Rh48	1 MNXM2255@MNXD1 = 1 MNXM2255@MNXD2	1 `Mn(2+)` = 1 `Mn(2+)`	MNXR101670	1 `Mn(2+)` 	 1 `Mn(2+)`	1
Rh48	1 MNXM1@MNXD1 + 1 MNXM2255@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2255@MNXD2 + 1 MNXM3@MNXD1	1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	MNXR101680	1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	1
Rh48	1 MNXM01@MNXD1 + 1 MNXM2255@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM2255@MNXD2	1 `H(+)` + 1 `Mn(2+)` = 1 `H(+)` + 1 `Mn(2+)`	MNXR101681	1 `H(+)` + 1 `Mn(2+)` 	 1 `H(+)` + 1 `Mn(2+)`	2
Rh48	1 MNXM2255@MNXD2 + 1 MNXM57425@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2255@MNXD1 + 1 MNXM3@MNXD1	1 `Mn(2+)` + 1 `inorganic phosphate` + 1 `ADP` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	MNXR124469	1 `Mn(2+)` + 1 `inorganic phosphate` + 1 `ADP` 	 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	1
Rh48	1 MNXM1@MNXD2 + 1 MNXM2255@MNXD1 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM2255@MNXD2 + 1 MNXM3@MNXD2	1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	MNXR125914	1 `H(+)` + 1 `Mn(2+)` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `Mn(2+)` + 1 `ATP`	1
Rh51	1 MNXM156@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM156@MNXD2 + 1 MNXM37@MNXD1	1 `D-alanine` + 1 `L-glutamine` = 1 `D-alanine` + 1 `L-glutamine`	MNXR95685	1 `D-alanine` + 1 `L-glutamine` 	 1 `D-alanine` + 1 `L-glutamine`	2
Rh51	1 MNXM32@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM32@MNXD2 + 1 MNXM37@MNXD1	1 `L-alanine` + 1 `L-glutamine` = 1 `L-alanine` + 1 `L-glutamine`	MNXR95689	1 `L-alanine` + 1 `L-glutamine` 	 1 `L-alanine` + 1 `L-glutamine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM55@MNXD1	1 `L-glutamine` + 1 `L-cysteine` = 1 `L-glutamine` + 1 `L-cysteine`	MNXR97000	1 `L-glutamine` + 1 `L-cysteine` 	 1 `L-glutamine` + 1 `L-cysteine`	2
Rh51	1 MNXM37@MNXD1 = 1 MNXM37@BOUNDARY	1 `L-glutamine` = 1 `L-glutamine`	MNXR98579	1 `L-glutamine` 	 1 `L-glutamine`	1
Rh51	1 MNXM1@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM37@MNXD2	1 `H(+)` + 1 `L-glutamine` + 1 `ADP` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `L-glutamine`	MNXR100258	1 `H(+)` + 1 `L-glutamine` + 1 `ADP` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `L-glutamine`	1
Rh51	1 MNXM37@MNXD1 = 1 MNXM37@MNXD2	1 `L-glutamine` = 1 `L-glutamine`	MNXR100259	1 `L-glutamine` 	 1 `L-glutamine`	1
Rh51	1 MNXM01@MNXD1 + 1 MNXM37@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD2	1 `H(+)` + 1 `L-glutamine` = 1 `H(+)` + 1 `L-glutamine`	MNXR100260	1 `H(+)` + 1 `L-glutamine` 	 1 `H(+)` + 1 `L-glutamine`	2
Rh51	1 MNXM01@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD1	1 `H(+)` + 1 `L-glutamine` = 1 `H(+)` + 1 `L-glutamine`	MNXR100262	1 `H(+)` + 1 `L-glutamine` 	 1 `H(+)` + 1 `L-glutamine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM694@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM694@MNXD1	1 `L-glutamine` + 1 `D-serine` = 1 `L-glutamine` + 1 `D-serine`	MNXR104336	1 `L-glutamine` + 1 `D-serine` 	 1 `L-glutamine` + 1 `D-serine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM53@MNXD1	1 `L-glutamine` + 1 `L-serine` = 1 `L-glutamine` + 1 `L-serine`	MNXR104341	1 `L-glutamine` + 1 `L-serine` 	 1 `L-glutamine` + 1 `L-serine`	2
Rh51	1 MNXM142@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM37@MNXD1	1 `L-threonine` + 1 `L-glutamine` = 1 `L-threonine` + 1 `L-glutamine`	MNXR104840	1 `L-threonine` + 1 `L-glutamine` 	 1 `L-threonine` + 1 `L-glutamine`	2
Rh51	1 MNXM29@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM29@MNXD2 + 1 MNXM37@MNXD1	1 `glycine` + 1 `L-glutamine` = 1 `glycine` + 1 `L-glutamine`	MNXR105505	1 `glycine` + 1 `L-glutamine` 	 1 `glycine` + 1 `L-glutamine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM61@MNXD1	1 `L-glutamine` + 1 `L-methionine` = 1 `L-glutamine` + 1 `L-methionine`	MNXR105529	1 `L-glutamine` + 1 `L-methionine` 	 1 `L-glutamine` + 1 `L-methionine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM94@MNXD1	1 `L-glutamine` + 1 `L-tryptophan` = 1 `L-glutamine` + 1 `L-tryptophan`	MNXR105530	1 `L-glutamine` + 1 `L-tryptophan` 	 1 `L-glutamine` + 1 `L-tryptophan`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM97@MNXD1	1 `L-glutamine` + 1 `L-phenylalanine` = 1 `L-glutamine` + 1 `L-phenylalanine`	MNXR105531	1 `L-glutamine` + 1 `L-phenylalanine` 	 1 `L-glutamine` + 1 `L-phenylalanine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM76@MNXD1	1 `L-glutamine` + 1 `L-tyrosine` = 1 `L-glutamine` + 1 `L-tyrosine`	MNXR105532	1 `L-glutamine` + 1 `L-tyrosine` 	 1 `L-glutamine` + 1 `L-tyrosine`	2
Rh51	1 MNXM140@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM37@MNXD1	1 `L-leucine` + 1 `L-glutamine` = 1 `L-leucine` + 1 `L-glutamine`	MNXR105533	1 `L-leucine` + 1 `L-glutamine` 	 1 `L-leucine` + 1 `L-glutamine`	2
Rh51	1 MNXM114@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM37@MNXD1	1 `L-proline` + 1 `L-glutamine` = 1 `L-proline` + 1 `L-glutamine`	MNXR105534	1 `L-proline` + 1 `L-glutamine` 	 1 `L-proline` + 1 `L-glutamine`	2
Rh51	1 MNXM147@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM37@MNXD1	1 `L-asparagine` + 1 `L-glutamine` = 1 `L-asparagine` + 1 `L-glutamine`	MNXR105535	1 `L-asparagine` + 1 `L-glutamine` 	 1 `L-asparagine` + 1 `L-glutamine`	2
Rh51	1 MNXM199@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM37@MNXD1	1 `L-valine` + 1 `L-glutamine` = 1 `L-valine` + 1 `L-glutamine`	MNXR105536	1 `L-valine` + 1 `L-glutamine` 	 1 `L-valine` + 1 `L-glutamine`	2
Rh51	1 MNXM353@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM353@MNXD2 + 1 MNXM37@MNXD1	1 `L-homoserine` + 1 `L-glutamine` = 1 `L-homoserine` + 1 `L-glutamine`	MNXR105537	1 `L-homoserine` + 1 `L-glutamine` 	 1 `L-homoserine` + 1 `L-glutamine`	2
Rh51	1 MNXM231@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM231@MNXD2 + 1 MNXM37@MNXD1	1 `L-isoleucine` + 1 `L-glutamine` = 1 `L-isoleucine` + 1 `L-glutamine`	MNXR105538	1 `L-isoleucine` + 1 `L-glutamine` 	 1 `L-isoleucine` + 1 `L-glutamine`	2
Rh51	1 MNXM37@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM89689@MNXD1	1 `L-glutamine` + 1 `L-ornithine` = 1 `L-glutamine` + 1 `L-ornithine`	MNXR105936	1 `L-glutamine` + 1 `L-ornithine` 	 1 `L-glutamine` + 1 `L-ornithine`	2
